INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	STRING	STRING	INT	STRING	STRING	INT	STRING	INT	STRING	INT	STRING
176	0	0	1	40~160	2	0	0	0	【个人】敌国夺旗(敦煌)	0	1	0	0	0	25|16|9|25|25|7	1	敌国夺旗，经验荣誉并存	131502	
177	999	0	1	30~160	0	0	0	0	【个人】国运令	0	1	0	0	0	0	1	王国押运	123767	
178	999	0	1	30~160	1	0	0	0	【个人】国运令	0	1	0	0	0	0	1	王国押运	126063	
179	999	0	1	30~160	2	0	0	0	【个人】国运令	0	1	0	0	0	0	1	王国押运	129066	
180	999	0	1	30~160	3	0	0	0	【个人】国运令	0	1	0	0	0	0	1	王国押运	132063	
181	888	0	1	40~160	0	0	0	0	【个人】出国令	0	1	0	0	0	0	1	玉门关御边统领	125503	
182	888	0	1	40~160	1	0	0	0	【个人】出国令	0	1	0	0	0	0	1	玉门关御边统领	128505	
183	888	0	1	40~160	2	0	0	0	【个人】出国令	0	1	0	0	0	0	1	玉门关御边统领	131505	
184	888	0	1	40~160	3	0	0	0	【个人】出国令	0	1	0	0	0	0	1	玉门关御边统领	134505	
185	666	0	1	100~160	0~3	0	0	0	【个人】天行令	0	1	0	0	0	0	1	飞天	-1	
186	0	0	1	50~160	0~3	0	0	0	【个人】仕官晋级	0	1	0	0	0	82|12|9|82|21|5	15	文韬武略，仕官晋级！	139140	
187	0	0	1	40~160	0~3	0	0	0	【个人】每日新鲜事儿	0	1	0	0	0	94|0|9|94|9|2	3	天下大事，一手掌握	140417	
188	0	0	1	40~160	0~3	0	0	1	【德】益者三友	0	1	0	1930~2400	0	43|20|9|0|0|0	1	君子爱财，取之有道	139129	
189	0	0	1	40~160	0~3	0	0	1	【智】天坛灯谜会	0	1	0	1930~2400	0	215|0|9|215|9|5	1	猜灯谜，得奖励	139133	
190	0	0	1	40~160	0~3	0	0	1	【美】大都美丽会	0	1	0	2300~0900	0	15|23|9	0	跳舞吧，让自己完全放松	139104	
191	0	1	1	20~160	0	0	0	1	【个人】乌龙辞典	0	0	7	1300~1400	0	225|0|9|225|12|5	1	乌龙辞典，开心周末	141536	set:CJSH_fuben_2 image:CJSH_fuben_2_13
192	0	1	1	20~160	1	0	0	1	【个人】乌龙辞典	0	0	7	1300~1400	0	225|0|9|225|12|5	1	乌龙辞典，开心周末	141537	set:CJSH_fuben_2 image:CJSH_fuben_2_13
193	0	1	1	20~160	2	0	0	1	【个人】乌龙辞典	0	0	7	1300~1400	0	225|0|9|225|12|5	1	乌龙辞典，开心周末	141538	set:CJSH_fuben_2 image:CJSH_fuben_2_13
194	0	1	1	20~160	3	0	0	1	【个人】乌龙辞典	0	0	7	1300~1400	0	225|0|9|225|12|5	1	乌龙辞典，开心周末	141539	set:CJSH_fuben_2 image:CJSH_fuben_2_13
195	0	0	1	70~160	0	0	0	0	【个人】四国争霸	0	1	0	0	0	56|0|9|0|0|0	1	四国争霸	142600	
196	0	0	1	70~160	2	0	0	0	【个人】四国争霸	0	1	0	0	0	56|0|9|0|0|0	1	四国争霸	142601	
197	0	0	1	70~160	1	0	0	0	【个人】四国争霸	0	1	0	0	0	56|0|9|0|0|0	1	四国争霸	142602	
198	0	0	1	70~160	3	0	0	0	【个人】四国争霸	0	1	0	0	0	56|0|9|0|0|0	1	四国争霸	142603	
199	0	1	1	60~160	0	0	0	1	【队伍】海都大王	0	0	6	2300~2400	0		0	击败所有的十八魔君	123719	set:CJSH_fuben_2 image:CJSH_fuben_2_14
200	0	1	1	60~160	1	0	0	1	【队伍】海都大王	0	0	6	2300~2400	0		0	击败所有的十八魔君	126016	set:CJSH_fuben_2 image:CJSH_fuben_2_14
201	0	1	1	60~160	2	0	0	1	【队伍】海都大王	0	0	6	2300~2400	0		0	击败所有的十八魔君	129016	set:CJSH_fuben_2 image:CJSH_fuben_2_14
202	0	1	1	60~160	3	0	0	1	【队伍】海都大王	0	0	6	2300~2400	0		0	击败所有的十八魔君	132016	set:CJSH_fuben_2 image:CJSH_fuben_2_14
203	0	0	1	25~160	0	0	0	0	【个人】弱国任务	0	1	0	0	1	59|0|16|59|16|7	3	弱国专用每周一轮（3次）	123724	
204	0	0	1	25~160	1	0	0	0	【个人】弱国任务	0	1	0	0	1	59|0|16|59|16|7	3	弱国专用每周一轮（3次）	126021	
205	0	0	1	25~160	2	0	0	0	【个人】弱国任务	0	1	0	0	1	59|0|16|59|16|7	3	弱国专用每周一轮（3次）	129021	
206	0	0	1	25~160	3	0	0	0	【个人】弱国任务	0	1	0	0	1	59|0|16|59|16|7	3	弱国专用每周一轮（3次）	132021	
207	0	0	1	40~160	0	1~10	0	0	【帮会】帮会图腾	0	1	0	0	0	14|16|9|14|25|7	1	去采集神像吧	123723	
208	0	0	1	40~160	1	1~10	0	0	【帮会】帮会图腾	0	1	0	0	0	14|16|9|14|25|7	1	去采集神像吧	126020	
209	0	0	1	40~160	2	1~10	0	0	【帮会】帮会图腾	0	1	0	0	0	14|16|9|14|25|7	1	去采集神像吧	129020	
210	0	0	1	40~160	3	1~10	0	0	【帮会】帮会图腾	0	1	0	0	0	14|16|9|14|25|7	1	去采集神像吧	132020	
211	0	0	1	40~100	0	1~10	0	0	【帮会】帮会除魔	0	1	0	0	0	14|0|9|14|25|7	1	去消灭恶魔吧	123723	
212	0	0	1	40~100	1	1~10	0	0	【帮会】帮会除魔	0	1	0	0	0	14|0|9|14|25|7	1	去消灭恶魔吧	126020	
213	0	0	1	40~100	2	1~10	0	0	【帮会】帮会除魔	0	1	0	0	0	14|0|9|14|25|7	1	去消灭恶魔吧	129020	
214	0	0	1	40~100	3	1~10	0	0	【帮会】帮会除魔	0	1	0	0	0	14|0|9|14|25|7	1	去消灭恶魔吧	132020	
215	29	0	1	20~160	0	0	0	0	【帮会】护兽令	0	1	0	0	0	0	1	帮会护兽	123723	
216	29	0	1	20~160	1	0	0	0	【帮会】护兽令	0	1	0	0	0	0	1	帮会护兽	126020	
217	29	0	1	20~160	2	0	0	0	【帮会】护兽令	0	1	0	0	0	0	1	帮会护兽	129020	
218	29	0	1	20~160	3	0	0	0	【帮会】护兽令	0	1	0	0	0	0	1	帮会护兽	132020	
219	30	0	1	20~160	0	0	0	0	【帮会】图腾令	0	1	0	0	0	0	1	帮会护兽	123723	
220	30	0	1	20~160	1	0	0	0	【帮会】图腾令	0	1	0	0	0	0	1	帮会护兽	126020	
221	30	0	1	20~160	2	0	0	0	【帮会】图腾令	0	1	0	0	0	0	1	帮会护兽	129020	
222	30	0	1	20~160	3	0	0	0	【帮会】图腾令	0	1	0	0	0	0	1	帮会护兽	132020	
223	31	0	1	20~160	0	0	0	0	【帮会】暗战令	0	1	0	0	0	0	1	帮会护兽	123723	
224	31	0	1	20~160	1	0	0	0	【帮会】暗战令	0	1	0	0	0	0	1	帮会护兽	126020	
225	31	0	1	20~160	2	0	0	0	【帮会】暗战令	0	1	0	0	0	0	1	帮会护兽	129020	
226	31	0	1	20~160	3	0	0	0	【帮会】暗战令	0	1	0	0	0	0	1	帮会护兽	132020	
227	32	0	1	20~160	0	0	0	0	【帮会】除魔令	0	1	0	0	0	0	1	帮会护兽	123723	
228	32	0	1	20~160	1	0	0	0	【帮会】除魔令	0	1	0	0	0	0	1	帮会护兽	126020	
229	32	0	1	20~160	2	0	0	0	【帮会】除魔令	0	1	0	0	0	0	1	帮会护兽	129020	
230	32	0	1	20~160	3	0	0	0	【帮会】除魔令	0	1	0	0	0	0	1	帮会护兽	132020	
231	33	0	1	20~160	0	0	0	0	【帮会】募集令	0	1	0	0	0	0	1	帮会护兽	123723	
232	33	0	1	20~160	1	0	0	0	【帮会】募集令	0	1	0	0	0	0	1	帮会护兽	126020	
233	33	0	1	20~160	2	0	0	0	【帮会】募集令	0	1	0	0	0	0	1	帮会护兽	129020	
234	33	0	1	20~160	3	0	0	0	【帮会】募集令	0	1	0	0	0	0	1	帮会护兽	132020	
235	0	1	1	60~160	0	0	0	0	【国家】领取津贴	0	0	7	0	0	0	1	津贴发放日	123704	set:CJSH_item_jinshuding_1 image:CJSH_item_jinshuding_1_2
236	0	1	1	60~160	1	0	0	0	【国家】领取津贴	0	0	7	0	0	0	1	津贴发放日	126004	set:CJSH_item_jinshuding_1 image:CJSH_item_jinshuding_1_2
237	0	1	1	60~160	2	0	0	0	【国家】领取津贴	0	0	7	0	0	0	1	津贴发放日	129001	set:CJSH_item_jinshuding_1 image:CJSH_item_jinshuding_1_2
238	0	1	1	60~160	3	0	0	0	【国家】领取津贴	0	0	7	0	0	0	1	津贴发放日	132004	set:CJSH_item_jinshuding_1 image:CJSH_item_jinshuding_1_2
239	0	1	1	60~160	0~3	0	0	1	【队伍】莫斯科大公	0	0	7	2100~2200	0	0	1	前往莫斯科消灭他！	101126	set:CJSH_fuben_1 image:CJSH_fuben_1_16
240	0	0	1	75~160	0	0	0	0	【个人】军需武备	0	1	0	0	1	101|18|12|64|9|7	1	海量经验，每周一轮	123827	
241	0	0	1	75~160	1	0	0	0	【个人】军需武备	0	1	0	0	1	101|18|12|64|9|7	1	海量经验，每周一轮	126128	
242	0	0	1	75~160	2	0	0	0	【个人】军需武备	0	1	0	0	1	101|18|12|64|9|7	1	海量经验，每周一轮	129173	
243	0	0	1	75~160	3	0	0	0	【个人】军需武备	0	1	0	0	1	101|18|12|64|9|7	1	海量经验，每周一轮	132153	
244	0	0	1	70~160	0	0	0	0	【个人】战车护送	0	1	0	0	0	81|0|9|80|24|7	3	风险与经验并存	123774	
245	0	0	1	70~160	1	0	0	0	【个人】战车护送	0	1	0	0	0	81|0|9|80|24|7	3	风险与经验并存	126131	
246	0	0	1	70~160	2	0	0	0	【个人】战车护送	0	1	0	0	0	81|0|9|80|24|7	3	风险与经验并存	129073	
247	0	0	1	70~160	3	0	0	0	【个人】战车护送	0	1	0	0	0	81|0|9|80|24|7	3	风险与经验并存	132157	
248	0	1	1	1~160	0	0	0	0	【挑战赛】智力竞赛	10	1	11~17	0	0	0	0	比拼才智的平台	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
249	0	1	1	1~160	0	0	0	0	【挑战赛】轮回台	10	1	18~24	0	0	0	0	拭目以待，轮回台之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_5
250	0	1	1	1~160	0	0	0	0	【挑战赛】玫瑰	10	1	25~31	0	0	0	0	展现浪漫的平台	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_12
251	0	1	1	1~160	0	0	0	0	【挑战赛】大教堂	11	1	1~7	0	0	0	0	拭目以待，大教堂之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
252	0	1	1	1~160	0	0	0	0	【挑战赛】神龙宝藏	11	1	8~14	0	0	0	0	拭目以待，神龙宝藏之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_16
253	0	1	1	1~160	0	0	0	0	【挑战赛】囚龙岛	11	1	15~21	0	0	0	0	拭目以待，囚龙岛之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_7
254	0	1	1	1~160	0	0	0	0	【挑战赛】屠龙	11	1	22~28	0	0	0	0	屠龙勇士，万人敬仰	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
255	0	1	1	1~160	0	0	0	0	【挑战赛】和氏璧	11	1	29~30	0	0	0	0	拭目以待，和氏璧之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_8
256	0	1	1	1~160	0	0	0	0	【挑战赛】和氏璧	12	1	1~5	0	0	0	0	拭目以待，和氏璧之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_8
257	0	1	1	1~160	0	0	0	0	【挑战赛】小喇叭	12	1	6~12	0	0	0	0	表现自我，尽展风采	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
258	0	1	1	1~160	0	0	0	0	【挑战赛】赤血号	12	1	13~19	0	0	0	0	拭目以待，赤血号之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
259	0	1	1	1~160	0	0	0	0	【挑战赛】杀敌	12	1	20~26	0	0	0	0	国家的英雄，在世战神	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_10
260	0	1	1	1~160	0	0	0	0	【挑战赛】祝家庄	12	1	27~31	0	0	0	0	拭目以待，祝家庄之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_9
261	0	1	1	1~160	0	0	0	0	【挑战赛】祝家庄	1	1	1~2	0	0	0	0	拭目以待，祝家庄之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_9
262	0	1	1	1~160	0	0	0	0	【挑战赛】战场等级	1	1	3~9	0	0	0	0	拭目以待，战场之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_11
263	0	1	1	1~160	0	0	0	0	【挑战赛】夏王墓	1	1	10~16	0	0	0	0	拭目以待，夏王墓之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
264	0	1	1	1~160	0	0	0	0	【挑战赛】放烟花	1	1	17~23	0	0	0	0	绚丽烟花，五彩缤纷	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_15
265	0	1	1	1~160	0	0	0	0	【挑战赛】印度河	1	1	24~30	0	0	0	0	拭目以待，印度河之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
266	0	1	1	1~160	0	0	0	0	【挑战赛】智力竞赛	1	1	31	0	0	0	0	比拼才智的平台	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
267	0	1	1	1~160	0	0	0	0	【挑战赛】智力竞赛	2	1	1~6	0	0	0	0	比拼才智的平台	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
268	0	1	1	1~160	0	0	0	0	【挑战赛】轮回台	2	1	7~13	0	0	0	0	拭目以待，轮回台之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_5
269	0	1	1	1~160	0	0	0	0	【挑战赛】玫瑰	2	1	14~20	0	0	0	0	展现浪漫的平台	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_12
270	0	1	1	1~160	0	0	0	0	【挑战赛】大教堂	2	1	21~27	0	0	0	0	拭目以待，大教堂之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
271	0	1	1	1~160	0	0	0	0	【挑战赛】神龙宝藏	2	1	28	0	0	0	0	拭目以待，神龙宝藏之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_16
272	0	1	1	1~160	0	0	0	0	【挑战赛】神龙宝藏	3	1	1~6	0	0	0	0	拭目以待，神龙宝藏之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_16
273	0	1	1	1~160	0	0	0	0	【挑战赛】囚龙岛	3	1	7~13	0	0	0	0	拭目以待，囚龙岛之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_7
274	0	1	1	1~160	0	0	0	0	【挑战赛】屠龙	3	1	14~20	0	0	0	0	屠龙勇士，万人敬仰	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
275	0	1	1	1~160	0	0	0	0	【挑战赛】和氏璧	3	1	21~27	0	0	0	0	拭目以待，和氏璧之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_8
276	0	1	1	1~160	0	0	0	0	【挑战赛】小喇叭	3	1	28~31	0	0	0	0	表现自我，尽展风采	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
277	0	1	1	1~160	0	0	0	0	【挑战赛】小喇叭	4	1	1~3	0	0	0	0	表现自我，尽展风采	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
278	0	1	1	1~160	0	0	0	0	【挑战赛】赤血号	4	1	4~10	0	0	0	0	拭目以待，赤血号之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
279	0	1	1	1~160	0	0	0	0	【挑战赛】杀敌	4	1	11~17	0	0	0	0	国家的英雄，在世战神	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_10
280	0	1	1	1~160	0	0	0	0	【挑战赛】祝家庄	4	1	18~24	0	0	0	0	拭目以待，祝家庄之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_9
281	0	1	1	1~160	0	0	0	0	【挑战赛】战场等级	4	1	25~30	0	0	0	0	拭目以待，战场之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_11
282	0	1	1	1~160	1	0	0	0	【挑战赛】智力竞赛	10	1	11~17	0	0	0	0	比拼才智的平台	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
283	0	1	1	1~160	1	0	0	0	【挑战赛】轮回台	10	1	18~24	0	0	0	0	拭目以待，轮回台之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_5
284	0	1	1	1~160	1	0	0	0	【挑战赛】玫瑰	10	1	25~31	0	0	0	0	展现浪漫的平台	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_12
285	0	1	1	1~160	1	0	0	0	【挑战赛】大教堂	11	1	1~7	0	0	0	0	拭目以待，大教堂之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
286	0	1	1	1~160	1	0	0	0	【挑战赛】神龙宝藏	11	1	8~14	0	0	0	0	拭目以待，神龙宝藏之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_16
287	0	1	1	1~160	1	0	0	0	【挑战赛】囚龙岛	11	1	15~21	0	0	0	0	拭目以待，囚龙岛之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_7
288	0	1	1	1~160	1	0	0	0	【挑战赛】屠龙	11	1	22~28	0	0	0	0	屠龙勇士，万人敬仰	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
289	0	1	1	1~160	1	0	0	0	【挑战赛】和氏璧	11	1	29~30	0	0	0	0	拭目以待，和氏璧之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_8
290	0	1	1	1~160	1	0	0	0	【挑战赛】和氏璧	12	1	1~5	0	0	0	0	拭目以待，和氏璧之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_8
291	0	1	1	1~160	1	0	0	0	【挑战赛】小喇叭	12	1	6~12	0	0	0	0	表现自我，尽展风采	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
292	0	1	1	1~160	1	0	0	0	【挑战赛】赤血号	12	1	13~19	0	0	0	0	拭目以待，赤血号之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
293	0	1	1	1~160	1	0	0	0	【挑战赛】杀敌	12	1	20~26	0	0	0	0	国家的英雄，在世战神	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_10
294	0	1	1	1~160	1	0	0	0	【挑战赛】祝家庄	12	1	27~31	0	0	0	0	拭目以待，祝家庄之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_9
295	0	1	1	1~160	1	0	0	0	【挑战赛】祝家庄	1	1	1~2	0	0	0	0	拭目以待，祝家庄之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_9
296	0	1	1	1~160	1	0	0	0	【挑战赛】战场等级	1	1	3~9	0	0	0	0	拭目以待，战场之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_11
297	0	1	1	1~160	1	0	0	0	【挑战赛】夏王墓	1	1	10~16	0	0	0	0	拭目以待，夏王墓之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
298	0	1	1	1~160	1	0	0	0	【挑战赛】放烟花	1	1	17~23	0	0	0	0	绚丽烟花，五彩缤纷	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_15
299	0	1	1	1~160	1	0	0	0	【挑战赛】印度河	1	1	24~30	0	0	0	0	拭目以待，印度河之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
300	0	1	1	1~160	1	0	0	0	【挑战赛】智力竞赛	1	1	31	0	0	0	0	比拼才智的平台	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
301	0	1	1	1~160	1	0	0	0	【挑战赛】智力竞赛	2	1	1~6	0	0	0	0	比拼才智的平台	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
302	0	1	1	1~160	1	0	0	0	【挑战赛】轮回台	2	1	7~13	0	0	0	0	拭目以待，轮回台之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_5
303	0	1	1	1~160	1	0	0	0	【挑战赛】玫瑰	2	1	14~20	0	0	0	0	展现浪漫的平台	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_12
304	0	1	1	1~160	1	0	0	0	【挑战赛】大教堂	2	1	21~27	0	0	0	0	拭目以待，大教堂之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
305	0	1	1	1~160	1	0	0	0	【挑战赛】神龙宝藏	2	1	28	0	0	0	0	拭目以待，神龙宝藏之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_16
306	0	1	1	1~160	1	0	0	0	【挑战赛】神龙宝藏	3	1	1~6	0	0	0	0	拭目以待，神龙宝藏之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_16
307	0	1	1	1~160	1	0	0	0	【挑战赛】囚龙岛	3	1	7~13	0	0	0	0	拭目以待，囚龙岛之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_7
308	0	1	1	1~160	1	0	0	0	【挑战赛】屠龙	3	1	14~20	0	0	0	0	屠龙勇士，万人敬仰	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
309	0	1	1	1~160	1	0	0	0	【挑战赛】和氏璧	3	1	21~27	0	0	0	0	拭目以待，和氏璧之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_8
310	0	1	1	1~160	1	0	0	0	【挑战赛】小喇叭	3	1	28~31	0	0	0	0	表现自我，尽展风采	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
311	0	1	1	1~160	1	0	0	0	【挑战赛】小喇叭	4	1	1~3	0	0	0	0	表现自我，尽展风采	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
312	0	1	1	1~160	1	0	0	0	【挑战赛】赤血号	4	1	4~10	0	0	0	0	拭目以待，赤血号之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
313	0	1	1	1~160	1	0	0	0	【挑战赛】杀敌	4	1	11~17	0	0	0	0	国家的英雄，在世战神	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_10
314	0	1	1	1~160	1	0	0	0	【挑战赛】祝家庄	4	1	18~24	0	0	0	0	拭目以待，祝家庄之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_9
315	0	1	1	1~160	1	0	0	0	【挑战赛】战场等级	4	1	25~30	0	0	0	0	拭目以待，战场之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_11
316	0	1	1	1~160	2	0	0	0	【挑战赛】智力竞赛	10	1	11~17	0	0	0	0	比拼才智的平台	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
317	0	1	1	1~160	2	0	0	0	【挑战赛】轮回台	10	1	18~24	0	0	0	0	拭目以待，轮回台之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_5
318	0	1	1	1~160	2	0	0	0	【挑战赛】玫瑰	10	1	25~31	0	0	0	0	展现浪漫的平台	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_12
319	0	1	1	1~160	2	0	0	0	【挑战赛】大教堂	11	1	1~7	0	0	0	0	拭目以待，大教堂之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
320	0	1	1	1~160	2	0	0	0	【挑战赛】神龙宝藏	11	1	8~14	0	0	0	0	拭目以待，神龙宝藏之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_16
321	0	1	1	1~160	2	0	0	0	【挑战赛】囚龙岛	11	1	15~21	0	0	0	0	拭目以待，囚龙岛之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_7
322	0	1	1	1~160	2	0	0	0	【挑战赛】屠龙	11	1	22~28	0	0	0	0	屠龙勇士，万人敬仰	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
323	0	1	1	1~160	2	0	0	0	【挑战赛】和氏璧	11	1	29~30	0	0	0	0	拭目以待，和氏璧之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_8
324	0	1	1	1~160	2	0	0	0	【挑战赛】和氏璧	12	1	1~5	0	0	0	0	拭目以待，和氏璧之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_8
325	0	1	1	1~160	2	0	0	0	【挑战赛】小喇叭	12	1	6~12	0	0	0	0	表现自我，尽展风采	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
326	0	1	1	1~160	2	0	0	0	【挑战赛】赤血号	12	1	13~19	0	0	0	0	拭目以待，赤血号之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
327	0	1	1	1~160	2	0	0	0	【挑战赛】杀敌	12	1	20~26	0	0	0	0	国家的英雄，在世战神	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_10
328	0	1	1	1~160	2	0	0	0	【挑战赛】祝家庄	12	1	27~31	0	0	0	0	拭目以待，祝家庄之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_9
329	0	1	1	1~160	2	0	0	0	【挑战赛】祝家庄	1	1	1~2	0	0	0	0	拭目以待，祝家庄之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_9
330	0	1	1	1~160	2	0	0	0	【挑战赛】战场等级	1	1	3~9	0	0	0	0	拭目以待，战场之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_11
331	0	1	1	1~160	2	0	0	0	【挑战赛】夏王墓	1	1	10~16	0	0	0	0	拭目以待，夏王墓之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
332	0	1	1	1~160	2	0	0	0	【挑战赛】放烟花	1	1	17~23	0	0	0	0	绚丽烟花，五彩缤纷	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_15
333	0	1	1	1~160	2	0	0	0	【挑战赛】印度河	1	1	24~30	0	0	0	0	拭目以待，印度河之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
334	0	1	1	1~160	2	0	0	0	【挑战赛】智力竞赛	1	1	31	0	0	0	0	比拼才智的平台	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
