INT	INT	INT
10258700	10	455
10258710	10	455
10258720	10	455
10258730	10	455
10258740	10	455
10258750	10	455
10258760	10	1050
10258761	10	1050
10258762	10	1050
10258763	10	1050
10258764	10	1050
10258765	10	1050
10258801	4	2800
10258802	4	8400
10258803	4	25200
10258804	1	60000
10258805	10	650
10258811	4	2800
10258812	4	8400
10258813	4	25200
10258814	1	60000
10258815	10	650
10258821	4	2800
10258822	4	8400
10258823	4	25200
10258824	1	60000
10258825	10	650
10258831	4	2800
10258832	4	8400
10258833	4	25200
10258834	1	60000
10258835	10	650
10258841	4	2800
10258842	4	8400
10258843	4	25200
10258844	1	60000
10258845	10	650
10258851	4	2800
10258852	4	8400
10258853	4	25200
10258854	1	60000
10258855	10	650
10258900	4	57600
10258901	4	57600
10258902	4	57600
10258903	4	57600
10258904	4	57600
10258905	4	57600
10258910	10	1500
10258911	10	1500
10258912	10	1500
10258913	10	1500
10258914	10	1500
10258915	10	1500
10259000	1	7000
10259001	1	7000
10259002	1	7000
10259003	1	7000
10259004	1	7000
10259005	1	7000
10259006	1	7000
10259007	1	7000
10259008	1	7000
10259009	1	7000
10259010	1	7000
10259011	1	7000
10259012	1	7000
10259013	1	7000
10259014	1	7000
10259015	1	7000
10259016	1	7000
10259017	1	7000
10259018	1	9800
10259019	1	9800
10259020	1	9800
10259021	1	9800
10259022	1	9800
10259023	1	9800
10259024	1	9800
10259025	1	9800
10259026	1	9800
10259027	1	9800
10259028	1	9800
10259029	1	9800
10259030	1	9800
10259031	1	9800
10259032	1	9800
10259033	1	9800
10259034	1	9800
10259035	1	9800
10259100	1	10000
10259101	1	10000
10259102	1	10000
10259103	1	10000
10259104	1	10000
10259105	1	10000
10259106	1	10000
10259107	1	10000
10259108	1	10000
10259109	1	10000
10259110	1	10000
10259111	1	10000
10259112	1	10000
10259113	1	10000
10259114	1	10000
10259115	1	10000
10259116	1	10000
10259117	1	10000
10259118	1	14000
10259119	1	14000
10259120	1	14000
10259121	1	14000
10259122	1	14000
10259123	1	14000
10259124	1	14000
10259125	1	14000
10259126	1	14000
10259127	1	14000
10259128	1	14000
10259129	1	14000
10259130	1	14000
10259131	1	14000
10259132	1	14000
10259133	1	14000
10259134	1	14000
10259135	1	14000
10259218	4	1960
10259219	4	5880
10259220	4	17640
10259221	4	40320
10259222	4	1960
10259223	4	5880
10259224	4	17640
10259225	4	40320
10259226	4	1960
10259227	4	5880
10259228	4	17640
10259229	4	40320
10259230	4	1960
10259231	4	5880
10259232	4	17640
10259233	4	40320
10259234	4	1960
10259235	4	5880
10259236	4	17640
10259237	4	40320
10259238	4	1960
10259239	4	5880
10259240	4	17640
10259241	4	40320
10259278	1	42000
10259279	1	42000
10259280	1	42000
10259281	1	42000
10259282	1	42000
10259283	1	42000
10259284	10	455
10259285	10	455
10259286	10	455
10259287	10	455
10259288	10	455
10259289	10	455
10259290	10	1050
10259291	10	1050
10259292	10	1050
10259293	10	1050
10259294	10	1050
10259295	10	1050
10259296	4	2800
10259297	4	8400
10259298	4	25200
10259299	1	60000
10259300	10	650
10259301	4	2800
10259302	4	8400
10259303	4	25200
10259304	1	60000
10259305	10	650
10259306	4	2800
10259307	4	8400
10259308	4	25200
10259309	1	60000
10259310	10	650
10259311	4	2800
10259312	4	8400
10259313	4	25200
10259314	1	60000
10259315	10	650
10259316	4	2800
10259317	4	8400
10259318	4	25200
10259319	1	60000
10259320	10	650
10259321	4	2800
10259322	4	8400
10259323	4	25200
10259324	1	60000
10259325	10	650
10259326	4	57600
10259327	4	57600
10259328	4	57600
10259329	4	57600
10259330	4	57600
10259331	4	57600
10259332	10	1500
10259333	10	1500
10259334	10	1500
10259335	10	1500
10259336	10	1500
10259337	10	1500
10259338	1	7000
10259339	1	7000
10259340	1	7000
10259341	1	7000
10259342	1	7000
10259343	1	7000
10259344	1	7000
10259345	1	7000
10259346	1	7000
10259347	1	7000
10259348	1	7000
10259349	1	7000
10259350	1	7000
10259351	1	7000
10259352	1	7000
10259353	1	7000
10259354	1	7000
10259355	1	7000
10259356	1	9800
10259357	1	9800
10259358	1	9800
10259359	1	9800
10259360	1	9800
10259361	1	9800
10259362	1	9800
10259363	1	9800
10259364	1	9800
10259365	1	9800
10259366	1	9800
10259367	1	9800
10259368	1	9800
10259369	1	9800
10259370	1	9800
10259371	1	9800
10259372	1	9800
10259373	1	9800
10259374	1	10000
10259375	1	10000
10259376	1	10000
10259377	1	10000
10259378	1	10000
10259379	1	10000
10259380	1	10000
10259381	1	10000
10259382	1	10000
10259383	1	10000
10259384	1	10000
10259385	1	10000
10259386	1	10000
10259387	1	10000
10259388	1	10000
10259389	1	10000
10259390	1	10000
10259391	1	10000
10259392	1	14000
10259393	1	14000
10259394	1	14000
10259395	1	14000
10259396	1	14000
10259397	1	14000
10259398	1	14000
10259399	1	14000
10259400	1	14000
10259401	1	14000
10259402	1	14000
10259403	1	14000
10259404	1	14000
10259405	1	14000
10259406	1	14000
10259407	1	14000
10259408	1	14000
10259409	1	14000
10259500	4	80640
10259501	4	80640
10259502	4	80640
10259503	4	80640
10259504	4	80640
10259505	4	80640
10259506	4	80640
10259507	4	80640
10259508	4	80640
10259509	4	80640
10259510	4	80640
10259511	4	80640
10259512	10	3150
10259513	10	3150
10259514	10	3150
10259515	10	3150
10259516	10	3150
10259517	10	3150
10259518	10	3150
10259519	10	3150
10259520	10	3150
10259521	10	3150
10259522	10	3150
10259523	10	3150
10259524	4	115200
10259525	4	115200
10259526	4	115200
10259527	4	115200
10259528	4	115200
10259529	4	115200
10259530	4	115200
10259531	4	115200
10259532	4	115200
10259533	4	115200
10259534	4	115200
10259535	4	115200
10259536	10	4500
10259537	10	4500
10259538	10	4500
10259539	10	4500
10259540	10	4500
10259541	10	4500
10259542	10	4500
10259543	10	4500
10259544	10	4500
10259545	10	4500
10259546	10	4500
10259547	10	4500
10264001	1	8400
10264002	1	28000
10264003	1	102900
10264004	1	157500
10264011	1	8400
10264012	1	28000
10264013	1	102900
10264014	1	157500
10264021	1	8400
10264022	1	28000
10264023	1	102900
10264024	1	157500
10264031	1	8400
10264032	1	28000
10264033	1	102900
10264034	1	157500
10264041	1	8400
10264042	1	28000
10264043	1	102900
10264044	1	157500
10264051	1	8400
10264052	1	28000
10264053	1	102900
10264054	1	157500
10268600	1	42000
10268610	1	42000
10268620	1	42000
10268630	1	42000
10268640	1	42000
10268650	1	42000
10268700	10	350
10268710	10	350
10268720	10	350
10268730	10	350
10268740	10	350
10268750	10	350
10268760	10	1365
10268761	10	1365
10268762	10	1365
10268763	10	1365
10268764	10	1365
10268765	10	1365
10268801	1	12000
10268802	1	40000
10268803	1	147000
10268804	1	60000
10268805	10	500
10268811	1	12000
10268812	1	40000
10268813	1	147000
10268814	1	60000
10268815	10	500
10268821	1	12000
10268822	1	40000
10268823	1	147000
10268824	1	60000
10268825	10	500
10268831	1	12000
10268832	1	40000
10268833	1	147000
10268834	1	60000
10268835	10	500
10268841	1	12000
10268842	1	40000
10268843	1	147000
10268844	1	60000
10268845	10	500
10268851	1	12000
10268852	1	40000
10268853	1	147000
10268854	1	60000
10268855	10	500
10268900	1	225000
10268901	1	225000
10268902	1	225000
10268903	1	225000
10268904	1	225000
10268905	1	225000
10268910	10	1950
10268911	10	1950
10268912	10	1950
10268913	10	1950
10268914	10	1950
10268915	10	1950
10269000	1	7000
10269001	1	7000
10269002	1	7000
10269003	1	7000
10269004	1	7000
10269005	1	7000
10269006	1	7000
10269007	1	7000
10269008	1	7000
10269009	1	7000
10269010	1	7000
10269011	1	7000
10269012	1	7000
10269013	1	7000
10269014	1	7000
10269015	1	7000
10269016	1	7000
10269017	1	7000
10269018	1	9800
10269019	1	9800
10269020	1	9800
10269021	1	9800
10269022	1	9800
10269023	1	9800
10269024	1	9800
10269025	1	9800
10269026	1	9800
10269027	1	9800
10269028	1	9800
10269029	1	9800
10269030	1	9800
10269031	1	9800
10269032	1	9800
10269033	1	9800
10269034	1	9800
10269035	1	9800
10269100	1	10000
10269101	1	10000
10269102	1	10000
10269103	1	10000
10269104	1	10000
10269105	1	10000
10269106	1	10000
10269107	1	10000
10269108	1	10000
10269109	1	10000
10269110	1	10000
10269111	1	10000
10269112	1	10000
10269113	1	10000
10269114	1	10000
10269115	1	10000
10269116	1	10000
10269117	1	10000
10269118	1	14000
10269119	1	14000
10269120	1	14000
10269121	1	14000
10269122	1	14000
10269123	1	14000
10269124	1	14000
10269125	1	14000
10269126	1	14000
10269127	1	14000
10269128	1	14000
10269129	1	14000
10269130	1	14000
10269131	1	14000
10269132	1	14000
10269133	1	14000
10269134	1	14000
10269135	1	14000
10269218	1	8400
10269219	1	28000
10269220	1	102900
10269221	1	157500
10269222	1	8400
10269223	1	28000
10269224	1	102900
10269225	1	157500
10269226	1	8400
10269227	1	28000
10269228	1	102900
10269229	1	157500
10269230	1	8400
10269231	1	28000
10269232	1	102900
10269233	1	157500
10269234	1	8400
10269235	1	28000
10269236	1	102900
10269237	1	157500
10269238	1	8400
10269239	1	28000
10269240	1	102900
10269241	1	157500
10269278	1	42000
10269279	1	42000
10269280	1	42000
10269281	1	42000
10269282	1	42000
10269283	1	42000
10269284	10	350
10269285	10	350
10269286	10	350
10269287	10	350
10269288	10	350
10269289	10	350
10269290	10	1365
10269291	10	1365
10269292	10	1365
10269293	10	1365
10269294	10	1365
10269295	10	1365
10269296	1	12000
10269297	1	40000
10269298	1	147000
10269299	1	60000
10269300	10	500
10269301	1	12000
10269302	1	40000
10269303	1	147000
10269304	1	60000
10269305	10	500
10269306	1	12000
10269307	1	40000
10269308	1	147000
10269309	1	60000
10269310	10	500
10269311	1	12000
10269312	1	40000
10269313	1	147000
10269314	1	60000
10269315	10	500
10269316	1	12000
10269317	1	40000
10269318	1	147000
10269319	1	60000
10269320	10	500
10269321	1	12000
10269322	1	40000
10269323	1	147000
10269324	1	60000
10269325	10	500
10269326	1	225000
10269327	1	225000
10269328	1	225000
10269329	1	225000
10269330	1	225000
10269331	1	225000
10269332	10	1950
10269333	10	1950
10269334	10	1950
10269335	10	1950
10269336	10	1950
10269337	10	1950
10269338	1	7000
10269339	1	7000
10269340	1	7000
10269341	1	7000
10269342	1	7000
10269343	1	7000
10269344	1	7000
10269345	1	7000
10269346	1	7000
10269347	1	7000
10269348	1	7000
10269349	1	7000
10269350	1	7000
10269351	1	7000
10269352	1	7000
10269353	1	7000
10269354	1	7000
10269355	1	7000
10269356	1	9800
10269357	1	9800
10269358	1	9800
10269359	1	9800
10269360	1	9800
10269361	1	9800
10269362	1	9800
10269363	1	9800
10269364	1	9800
10269365	1	9800
10269366	1	9800
10269367	1	9800
10269368	1	9800
10269369	1	9800
10269370	1	9800
10269371	1	9800
10269372	1	9800
10269373	1	9800
10269374	1	10000
10269375	1	10000
10269376	1	10000
10269377	1	10000
10269378	1	10000
10269379	1	10000
10269380	1	10000
10269381	1	10000
10269382	1	10000
10269383	1	10000
10269384	1	10000
10269385	1	10000
10269386	1	10000
10269387	1	10000
10269388	1	10000
10269389	1	10000
10269390	1	10000
10269391	1	10000
10269392	1	14000
10269393	1	14000
10269394	1	14000
10269395	1	14000
10269396	1	14000
10269397	1	14000
10269398	1	14000
10269399	1	14000
10269400	1	14000
10269401	1	14000
10269402	1	14000
10269403	1	14000
10269404	1	14000
10269405	1	14000
10269406	1	14000
10269407	1	14000
10269408	1	14000
10269409	1	14000
10269500	1	210000
10269501	1	210000
10269502	1	210000
10269503	1	210000
10269504	1	210000
10269505	1	210000
10269506	1	210000
10269507	1	210000
10269508	1	210000
10269509	1	210000
10269510	1	210000
10269511	1	210000
10269512	10	4095
10269513	10	4095
10269514	10	4095
10269515	10	4095
10269516	10	4095
10269517	10	4095
10269518	10	4095
10269519	10	4095
10269520	10	4095
10269521	10	4095
10269522	10	4095
10269523	10	4095
10269524	1	300000
10269525	1	300000
10269526	1	300000
10269527	1	300000
10269528	1	300000
10269529	1	300000
10269530	1	300000
10269531	1	300000
10269532	1	300000
10269533	1	300000
10269534	1	300000
10269535	1	300000
10269536	10	5850
10269537	10	5850
10269538	10	5850
10269539	10	5850
10269540	10	5850
10269541	10	5850
10269542	10	5850
10269543	10	5850
10269544	10	5850
10269545	10	5850
10269546	10	5850
10269547	10	5850
10274001	4	1960
10274002	4	5880
10274003	4	17640
10274004	4	40320
10274011	4	1960
10274012	4	5880
10274013	4	17640
10274014	4	40320
10274021	4	1960
10274022	4	5880
10274023	4	17640
10274024	4	40320
10274031	4	1960
10274032	4	5880
10274033	4	17640
10274034	4	40320
10274041	4	1960
10274042	4	5880
10274043	4	17640
10274044	4	40320
10274051	4	1960
10274052	4	5880
10274053	4	17640
10274054	4	40320
10278600	1	42000
10278610	1	42000
10278620	1	42000
10278630	1	42000
10278640	1	42000
10278650	1	42000
10278700	10	455
10278710	10	455
10278720	10	455
10278730	10	455
10278740	10	455
10278750	10	455
10278760	10	1365
10278761	10	1365
10278762	10	1365
10278763	10	1365
10278764	10	1365
10278765	10	1365
10278801	4	2800
10278802	4	8400
10278803	4	25200
10278804	1	60000
10278805	10	650
10278811	4	2800
10278812	4	8400
10278813	4	25200
10278814	1	60000
10278815	10	650
10278821	4	2800
10278822	4	8400
10278823	4	25200
10278824	1	60000
10278825	10	650
10278831	4	2800
10278832	4	8400
10278833	4	25200
10278834	1	60000
10278835	10	650
10278841	4	2800
10278842	4	8400
10278843	4	25200
10278844	1	60000
10278845	10	650
10278851	4	2800
10278852	4	8400
10278853	4	25200
10278854	1	60000
10278855	10	650
10278900	4	57600
10278901	4	57600
10278902	4	57600
10278903	4	57600
10278904	4	57600
10278905	4	57600
10278910	10	1950
10278911	10	1950
10278912	10	1950
10278913	10	1950
10278914	10	1950
10278915	10	1950
10279000	1	7000
10279001	1	7000
10279002	1	7000
10279003	1	7000
10279004	1	7000
10279005	1	7000
10279006	1	7000
10279007	1	7000
10279008	1	7000
10279009	1	7000
10279010	1	7000
10279011	1	7000
10279012	1	7000
10279013	1	7000
10279014	1	7000
10279015	1	7000
10279016	1	7000
10279017	1	7000
10279018	1	9800
10279019	1	9800
10279020	1	9800
10279021	1	9800
10279022	1	9800
10279023	1	9800
10279024	1	9800
10279025	1	9800
10279026	1	9800
10279027	1	9800
10279028	1	9800
10279029	1	9800
10279030	1	9800
10279031	1	9800
10279032	1	9800
10279033	1	9800
10279034	1	9800
10279035	1	9800
10279100	1	10000
10279101	1	10000
10279102	1	10000
10279103	1	10000
10279104	1	10000
10279105	1	10000
10279106	1	10000
10279107	1	10000
10279108	1	10000
10279109	1	10000
10279110	1	10000
10279111	1	10000
10279112	1	10000
10279113	1	10000
10279114	1	10000
10279115	1	10000
10279116	1	10000
10279117	1	10000
10279118	1	14000
10279119	1	14000
10279120	1	14000
10279121	1	14000
10279122	1	14000
10279123	1	14000
10279124	1	14000
10279125	1	14000
10279126	1	14000
10279127	1	14000
10279128	1	14000
10279129	1	14000
10279130	1	14000
10279131	1	14000
10279132	1	14000
10279133	1	14000
10279134	1	14000
10279135	1	14000
10279218	4	1960
10279219	4	5880
10279220	4	17640
10279221	4	40320
10279222	4	1960
10279223	4	5880
10279224	4	17640
10279225	4	40320
10279226	4	1960
10279227	4	5880
10279228	4	17640
10279229	4	40320
10279230	4	1960
10279231	4	5880
10279232	4	17640
10279233	4	40320
10279234	4	1960
10279235	4	5880
10279236	4	17640
10279237	4	40320
10279238	4	1960
10279239	4	5880
10279240	4	17640
10279241	4	40320
10279278	1	42000
10279279	1	42000
10279280	1	42000
10279281	1	42000
10279282	1	42000
10279283	1	42000
10279284	10	455
10279285	10	455
10279286	10	455
10279287	10	455
10279288	10	455
10279289	10	455
10279290	10	1365
10279291	10	1365
10279292	10	1365
10279293	10	1365
10279294	10	1365
10279295	10	1365
10279296	4	2800
10279297	4	8400
10279298	4	25200
10279299	1	60000
10279300	10	650
10279301	4	2800
10279302	4	8400
10279303	4	25200
10279304	1	60000
10279305	10	650
10279306	4	2800
10279307	4	8400
10279308	4	25200
10279309	1	60000
10279310	10	650
10279311	4	2800
10279312	4	8400
10279313	4	25200
10279314	1	60000
10279315	10	650
10279316	4	2800
10279317	4	8400
10279318	4	25200
10279319	1	60000
10279320	10	650
10279321	4	2800
10279322	4	8400
10279323	4	25200
10279324	1	60000
10279325	10	650
10279326	4	57600
10279327	4	57600
10279328	4	57600
10279329	4	57600
10279330	4	57600
10279331	4	57600
10279332	10	1950
10279333	10	1950
10279334	10	1950
10279335	10	1950
10279336	10	1950
10279337	10	1950
10279338	1	7000
10279339	1	7000
10279340	1	7000
10279341	1	7000
10279342	1	7000
10279343	1	7000
10279344	1	7000
10279345	1	7000
10279346	1	7000
10279347	1	7000
10279348	1	7000
10279349	1	7000
10279350	1	7000
10279351	1	7000
10279352	1	7000
10279353	1	7000
10279354	1	7000
10279355	1	7000
10279356	1	9800
10279357	1	9800
10279358	1	9800
10279359	1	9800
10279360	1	9800
10279361	1	9800
10279362	1	9800
10279363	1	9800
10279364	1	9800
10279365	1	9800
10279366	1	9800
10279367	1	9800
10279368	1	9800
10279369	1	9800
10279370	1	9800
10279371	1	9800
10279372	1	9800
10279373	1	9800
10279374	1	10000
10279375	1	10000
10279376	1	10000
10279377	1	10000
10279378	1	10000
10279379	1	10000
10279380	1	10000
10279381	1	10000
10279382	1	10000
10279383	1	10000
10279384	1	10000
10279385	1	10000
10279386	1	10000
10279387	1	10000
10279388	1	10000
10279389	1	10000
10279390	1	10000
10279391	1	10000
10279392	1	14000
10279393	1	14000
10279394	1	14000
10279395	1	14000
10279396	1	14000
10279397	1	14000
10279398	1	14000
10279399	1	14000
10279400	1	14000
10279401	1	14000
10279402	1	14000
10279403	1	14000
10279404	1	14000
10279405	1	14000
10279406	1	14000
10279407	1	14000
10279408	1	14000
10279409	1	14000
10279500	4	80640
10279501	4	80640
10279502	4	80640
10279503	4	80640
10279504	4	80640
10279505	4	80640
10279506	4	80640
10279507	4	80640
10279508	4	80640
10279509	4	80640
10279510	4	80640
10279511	4	80640
10279512	10	4095
10279513	10	4095
10279514	10	4095
10279515	10	4095
10279516	10	4095
10279517	10	4095
10279518	10	4095
10279519	10	4095
10279520	10	4095
10279521	10	4095
10279522	10	4095
10279523	10	4095
10279524	4	115200
10279525	4	115200
10279526	4	115200
10279527	4	115200
10279528	4	115200
10279529	4	115200
10279530	4	115200
10279531	4	115200
10279532	4	115200
10279533	4	115200
10279534	4	115200
10279535	4	115200
10279536	10	5850
10279537	10	5850
10279538	10	5850
10279539	10	5850
10279540	10	5850
10279541	10	5850
10279542	10	5850
10279543	10	5850
10279544	10	5850
10279545	10	5850
10279546	10	5850
10279547	10	5850
10284001	1	13650
10284002	1	45500
10284003	1	171500
10284004	1	220500
10284011	1	13650
10284012	1	45500
10284013	1	171500
10284014	1	220500
10284021	1	13650
10284022	1	45500
10284023	1	171500
10284024	1	220500
10284031	1	13650
10284032	1	45500
10284033	1	171500
10284034	1	220500
10284041	1	13650
10284042	1	45500
10284043	1	171500
10284044	1	220500
10284051	1	13650
10284052	1	45500
10284053	1	171500
10284054	1	220500
10284061	10	525
10284062	10	525
10284063	10	525
10284064	10	525
10284065	10	525
10284066	10	525
10284071	10	1225
10284072	10	1225
10284073	10	1225
10284074	10	1225
10284075	10	1225
10284076	10	1225
10285001	1	220500
10285002	1	315000
10287001	1	19500
10287002	1	65000
10287003	1	245000
10287011	1	19500
10287012	1	65000
10287013	1	245000
10287021	1	19500
10287022	1	65000
10287023	1	245000
10287031	1	19500
10287032	1	65000
10287033	1	245000
10287041	1	19500
10287042	1	65000
10287043	1	245000
10287051	1	19500
10287052	1	65000
10287053	1	245000
10287061	10	750
10287062	10	750
10287063	10	750
10287064	10	750
10287065	10	750
10287066	10	750
10287070	1	13650
10287071	1	45500
10287072	1	171500
10287080	1	19500
10287081	1	65000
10287082	1	245000
10287100	1	315000
10287101	1	315000
10287102	1	315000
10287103	1	315000
10287104	1	315000
10287105	1	315000
10287110	10	1750
10287111	10	1750
10287112	10	1750
10287113	10	1750
10287114	10	1750
10287115	10	1750
10288018	1	13650
10288019	1	45500
10288020	1	171500
10288021	1	220500
10288022	1	13650
10288023	1	45500
10288024	1	171500
10288025	1	220500
10288026	1	13650
10288027	1	45500
10288028	1	171500
10288029	1	220500
10288030	1	13650
10288031	1	45500
10288032	1	171500
10288033	1	220500
10288034	1	13650
10288035	1	45500
10288036	1	171500
10288037	1	220500
10288038	1	13650
10288039	1	45500
10288040	1	171500
10288041	1	220500
10288042	10	525
10288043	10	525
10288044	10	525
10288045	10	525
10288046	10	525
10288047	10	525
10288048	10	1225
10288049	10	1225
10288050	10	1225
10288051	10	1225
10288052	10	1225
10288053	10	1225
10288054	1	19500
10288055	1	65000
10288056	1	245000
10288057	1	19500
10288058	1	65000
10288059	1	245000
10288060	1	19500
10288061	1	65000
10288062	1	245000
10288063	1	19500
10288064	1	65000
10288065	1	245000
10288066	1	19500
10288067	1	65000
10288068	1	245000
10288069	1	19500
10288070	1	65000
10288071	1	245000
10288072	10	750
10288073	10	750
10288074	10	750
10288075	10	750
10288076	10	750
10288077	10	750
10288078	1	315000
10288079	1	315000
10288080	1	315000
10288081	1	315000
10288082	1	315000
10288083	1	315000
10288084	10	1750
10288085	10	1750
10288086	10	1750
10288087	10	1750
10288088	10	1750
10288089	10	1750
10288100	1	350000
10288101	1	350000
10288102	1	350000
10288103	1	350000
10288104	1	350000
10288105	1	350000
10288106	1	350000
10288107	1	350000
10288108	1	350000
10288109	1	350000
10288110	1	350000
10288111	1	350000
10288112	10	3675
10288113	10	3675
10288114	10	3675
10288115	10	3675
10288116	10	3675
10288117	10	3675
10288118	10	3675
10288119	10	3675
10288120	10	3675
10288121	10	3675
10288122	10	3675
10288123	10	3675
10288124	1	500000
10288125	1	500000
10288126	1	500000
10288127	1	500000
10288128	1	500000
10288129	1	500000
10288130	1	500000
10288131	1	500000
10288132	1	500000
10288133	1	500000
10288134	1	500000
10288135	1	500000
10288136	10	5250
10288137	10	5250
10288138	10	5250
10288139	10	5250
10288140	10	5250
10288141	10	5250
10288142	10	5250
10288143	10	5250
10288144	10	5250
10288145	10	5250
10288146	10	5250
10288147	10	5250
10294001	1	13650
10294002	1	45500
10294003	1	171500
10294004	1	220500
10294011	1	13650
10294012	1	45500
10294013	1	171500
10294014	1	220500
10294021	1	13650
10294022	1	45500
10294023	1	171500
10294024	1	220500
10294031	1	13650
10294032	1	45500
10294033	1	171500
10294034	1	220500
10294041	1	13650
10294042	1	45500
10294043	1	171500
10294044	1	220500
10294051	1	13650
10294052	1	45500
10294053	1	171500
10294054	1	220500
10294061	10	525
10294062	10	525
10294063	10	525
10294064	10	525
10294065	10	525
10294066	10	525
10294071	10	1225
10294072	10	1225
10294073	10	1225
10294074	10	1225
10294075	10	1225
10294076	10	1225
10295001	1	220500
10295002	1	315000
10297001	1	19500
10297002	1	65000
10297003	1	245000
10297011	1	19500
10297012	1	65000
10297013	1	245000
10297021	1	19500
10297022	1	65000
10297023	1	245000
10297031	1	19500
10297032	1	65000
10297033	1	245000
10297041	1	19500
10297042	1	65000
10297043	1	245000
10297051	1	19500
10297052	1	65000
10297053	1	245000
10297061	10	750
10297062	10	750
10297063	10	750
10297064	10	750
10297065	10	750
10297066	10	750
10297070	1	13650
10297071	1	45500
10297072	1	171500
10297080	1	19500
10297081	1	65000
10297082	1	245000
10297100	1	315000
10297101	1	315000
10297102	1	315000
10297103	1	315000
10297104	1	315000
10297105	1	315000
10297110	10	1750
10297111	10	1750
10297112	10	1750
10297113	10	1750
10297114	10	1750
10297115	10	1750
10298018	1	13650
10298019	1	45500
10298020	1	171500
10298021	1	220500
10298022	1	13650
10298023	1	45500
10298024	1	171500
10298025	1	220500
10298026	1	13650
10298027	1	45500
10298028	1	171500
10298029	1	220500
10298030	1	13650
10298031	1	45500
10298032	1	171500
10298033	1	220500
10298034	1	13650
10298035	1	45500
10298036	1	171500
10298037	1	220500
10298038	1	13650
10298039	1	45500
10298040	1	171500
10298041	1	220500
10298042	10	525
10298043	10	525
10298044	10	525
10298045	10	525
10298046	10	525
10298047	10	525
10298048	10	1225
10298049	10	1225
10298050	10	1225
10298051	10	1225
10298052	10	1225
10298053	10	1225
10298054	1	19500
10298055	1	65000
10298056	1	245000
10298057	1	19500
10298058	1	65000
10298059	1	245000
10298060	1	19500
10298061	1	65000
10298062	1	245000
10298063	1	19500
10298064	1	65000
10298065	1	245000
10298066	1	19500
10298067	1	65000
10298068	1	245000
10298069	1	19500
10298070	1	65000
10298071	1	245000
10298072	10	750
10298073	10	750
10298074	10	750
10298075	10	750
10298076	10	750
10298077	10	750
10298078	1	315000
10298079	1	315000
10298080	1	315000
10298081	1	315000
10298082	1	315000
10298083	1	315000
10298084	10	1750
10298085	10	1750
10298086	10	1750
10298087	10	1750
10298088	10	1750
10298089	10	1750
10298100	1	350000
10298101	1	350000
10298102	1	350000
10298103	1	350000
10298104	1	350000
10298105	1	350000
10298106	1	350000
10298107	1	350000
10298108	1	350000
10298109	1	350000
10298110	1	350000
10298111	1	350000
10298112	10	3675
10298113	10	3675
10298114	10	3675
10298115	10	3675
10298116	10	3675
10298117	10	3675
10298118	10	3675
10298119	10	3675
10298120	10	3675
10298121	10	3675
10298122	10	3675
10298123	10	3675
10298124	1	500000
10298125	1	500000
10298126	1	500000
10298127	1	500000
10298128	1	500000
10298129	1	500000
10298130	1	500000
10298131	1	500000
10298132	1	500000
10298133	1	500000
10298134	1	500000
10298135	1	500000
10298136	10	5250
10298137	10	5250
10298138	10	5250
10298139	10	5250
10298140	10	5250
10298141	10	5250
10298142	10	5250
10298143	10	5250
10298144	10	5250
10298145	10	5250
10298146	10	5250
10298147	10	5250
10354001	4	1050
10354002	4	7560
10354003	4	25200
10354004	4	60760
10354005	4	121520
10354100	10	756
10354101	10	2268
10354102	10	6804
10354200	1	42000
10354301	1	7000
10354302	1	7000
10354303	1	7000
10354401	1	9800
10354402	1	9800
10354403	1	9800
10355001	4	1500
10355002	4	10800
10355003	4	36000
10355004	4	86800
10355005	4	173600
10355100	10	1080
10355101	10	3240
10355102	10	9720
10355200	1	60000
10355301	1	10000
10355302	1	10000
10355303	1	10000
10355401	1	14000
10355402	1	14000
10355403	1	14000
10364001	4	1050
10364002	4	7560
10364003	4	25200
10364004	4	60760
10364005	4	121520
10364100	10	756
10364101	10	2268
10364102	10	6804
10364200	1	42000
10364301	1	7000
10364302	1	7000
10364303	1	7000
10364401	1	9800
10364402	1	9800
10364403	1	9800
10365001	4	1500
10365002	4	10800
10365003	4	36000
10365004	4	86800
10365005	4	173600
10365100	10	1080
10365101	10	3240
10365102	10	9720
10365200	1	60000
10365301	1	10000
10365302	1	10000
10365303	1	10000
10365401	1	14000
10365402	1	14000
10365403	1	14000
10374001	4	1050
10374002	4	7560
10374003	4	25200
10374004	4	60760
10374005	4	121520
10374100	10	756
10374101	10	2268
10374102	10	6804
10374200	1	42000
10374301	1	7000
10374302	1	7000
10374303	1	7000
10374401	1	9800
10374402	1	9800
10374403	1	9800
10375001	4	1500
10375002	4	10800
10375003	4	36000
10375004	4	86800
10375005	4	173600
10375100	10	1080
10375101	10	3240
10375102	10	9720
10375200	1	60000
10375301	1	10000
10375302	1	10000
10375303	1	10000
10375401	1	14000
10375402	1	14000
10375403	1	14000
10384001	4	1050
10384002	4	7560
10384003	4	25200
10384004	4	60760
10384005	4	121520
10384100	10	756
10384101	10	2268
10384102	10	6804
10384200	1	42000
10384301	1	7000
10384302	1	7000
10384303	1	7000
10384401	1	9800
10384402	1	9800
10384403	1	9800
10385001	4	1500
10385002	4	10800
10385003	4	36000
10385004	4	86800
10385005	4	173600
10385100	10	1080
10385101	10	3240
10385102	10	9720
10385200	1	60000
10385301	1	10000
10385302	1	10000
10385303	1	10000
10385401	1	14000
