INT	INT	INT	INT	STRING	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	STRING	STRING	INT	STRING	STRING	INT	INT	INT
14000205	14	0	205	CJSH_item_baoshi_6_12	9	28	软灵壁玉石	镶嵌位置：#O戒指#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	4600	10	1000	1	0	200	10205	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000206	14	0	206	CJSH_item_baoshi_6_14	9	29	软菊花玉石	镶嵌位置：#O手镯#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	5600	10	1000	1	0	200	10227	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000207	14	0	207	CJSH_item_baoshi_6_13	9	25	硬绿帘玉石	镶嵌位置：#O护手#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	6700	10	1000	1	0	200	10225	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000208	14	0	208	CJSH_item_baoshi_6_8	9	27|25|24|26|20	废弃	镶嵌位置:#O护手#cC8B88E、护腕、#O腰带#cC8B88E、#O帽子#cC8B88E、#O靴子#cC8B88E	8000	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000209	14	0	209	CJSH_item_baoshi_6_8	9	27|25|24|26|20	废弃	镶嵌位置:#O护手#cC8B88E、护腕、#O腰带#cC8B88E、#O帽子#cC8B88E、#O靴子#cC8B88E	9700	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000210	14	0	210	CJSH_item_baoshi_6_12	9	27|25|24|26|20	废弃	镶嵌位置:#O护手#cC8B88E、护腕、#O腰带#cC8B88E、#O帽子#cC8B88E、#O靴子#cC8B88E	11500	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000211	14	0	211	CJSH_item_baoshi_6_12	9	22|23	废弃	镶嵌位置:#O衣服#cC8B88E#O护肩#cC8B88E	14000	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000212	14	0	212	CJSH_item_baoshi_6_12	9	21	废弃	镶嵌位置:#O项链#cC8B88E	16700	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000213	14	0	213	CJSH_item_baoshi_6_12	9	29|28	废弃	镶嵌位置:#O戒指#cC8B88E、饰品	20000	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000214	14	0	214	CJSH_item_baoshi_6_12	9	22|23	废弃	镶嵌位置:#O衣服#cC8B88E、#O护肩#cC8B88E	24000	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000215	14	0	215	CJSH_item_baoshi_6_12	9	29|28	废弃	镶嵌位置:#O戒指#cC8B88E、饰品	28800	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000216	14	0	216	CJSH_item_baoshi_6_12	9	27|25|24|26|20	废弃	镶嵌位置:#O护手#cC8B88E、护腕、#O腰带#cC8B88E、#O帽子#cC8B88E、#O靴子#cC8B88E	34500	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000217	14	0	217	CJSH_item_baoshi_6_12	9	3|9	废弃	镶嵌位置:箭只、弓	41500	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000218	14	0	218	CJSH_item_baoshi_6_12	9	29	废弃	镶嵌位置:饰品	49500	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000219	14	0	219	CJSH_item_baoshi_6_12	9	21	硅孔雀玉石	镶嵌位置:#O徽章#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	28800	10	1000	1	0	200	10223	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000220	14	0	220	CJSH_item_baoshi_6_12	9	3|9	金绿猫眼玉石	镶嵌位置:#O主武器#cC8B88E、#O副武器#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	34500	10	1000	1	0	200	10225	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000221	14	0	221	CJSH_item_baoshi_6_12	9	22	黄绿猫眼玉石	镶嵌位置:#O披风#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	41500	10	1000	1	0	200	10227	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000222	14	0	222	CJSH_item_baoshi_6_12	9	21	无色玉容玉石	镶嵌位置:#O徽章#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	49500	10	1000	1	0	200	10228	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000223	14	0	223	CJSH_item_baoshi_6_12	9	3|9	无色云光玉石	镶嵌位置:#O主武器#cC8B88E、#O副武器#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	41500	10	1000	1	0	200	10230	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000224	14	0	224	CJSH_item_baoshi_6_12	9	29	无色仙锦玉石	镶嵌位置:#O手镯#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	49500	10	1000	1	0	200	10231	-1	-1	-1	-1	-1	-1	1	1	2	1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000225	14	0	225	CJSH_item_baoshi_6_13	9	24	蓝星玉石	镶嵌位置:#O项链#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	20000	10	1000	1	0	200	10232	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000226	14	0	226	CJSH_item_baoshi_6_11	9	27	蓝月玉石	镶嵌位置:#O靴子#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	20000	10	1000	1	0	200	10233	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
#	火枪																					3			-1																		
14000301	14	0	301	CJSH_item_baoshi_6_2	9	1~12	虹彩血滴玉髓	镶嵌位置：#O主武器#cC8B88E、#O副武器#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	2200	10	1000	1	0	200	10305	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000302	14	0	302	CJSH_item_baoshi_6_6	9	23	虹彩夜光玉髓	镶嵌位置：#O衣服#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	2700	10	1000	1	0	200	10311	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000303	14	0	303	CJSH_item_baoshi_6_10	9	28	虹彩冰花玉髓	镶嵌位置：#O戒指#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	3200	10	1000	1	0	200	10300	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000304	14	0	304	CJSH_item_baoshi_6_8	9	20	贵符山玉髓	镶嵌位置：#O帽子#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	3900	10	1000	1	0	200	10316	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000305	14	0	305	CJSH_item_baoshi_6_12	9	21	黑山云玉髓	镶嵌位置：#O徽章#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	4600	10	1000	1	0	200	10312	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000306	14	0	306	CJSH_item_baoshi_6_14	9	25	文象上水玉髓	镶嵌位置：#O护手#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	5600	10	1000	1	0	200	10304	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000307	14	0	307	CJSH_item_baoshi_6_13	9	29	文象贺兰玉髓	镶嵌位置：#O手镯#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	6700	10	1000	1	0	200	10310	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000308	14	0	308	CJSH_item_baoshi_6_14	9	4|10	废弃	镶嵌位置:子弹、枪	8000	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000309	14	0	309	CJSH_item_baoshi_6_14	9	27|25|24|26|20	废弃	镶嵌位置:#O护手#cC8B88E、护腕、#O腰带#cC8B88E、#O帽子#cC8B88E、#O靴子#cC8B88E	9700	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000310	14	0	310	CJSH_item_baoshi_12_4	9	27|25|24|26|20	废弃	镶嵌位置:#O护手#cC8B88E、护腕、#O腰带#cC8B88E、#O帽子#cC8B88E、#O靴子#cC8B88E	11500	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000311	14	0	311	CJSH_item_baoshi_12_4	9	22|23	废弃	镶嵌位置:#O衣服#cC8B88E#O护肩#cC8B88E	14000	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000312	14	0	312	CJSH_item_baoshi_12_4	9	21	废弃	镶嵌位置:#O项链#cC8B88E	16700	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000313	14	0	313	CJSH_item_baoshi_12_4	9	29|28	废弃	镶嵌位置:#O戒指#cC8B88E、饰品	20000	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000314	14	0	314	CJSH_item_baoshi_12_4	9	22|23	废弃	镶嵌位置:#O衣服#cC8B88E、#O护肩#cC8B88E	24000	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000315	14	0	315	CJSH_item_baoshi_12_4	9	29|28	废弃	镶嵌位置:#O戒指#cC8B88E、饰品	28800	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000316	14	0	316	CJSH_item_baoshi_12_4	9	22|23	废弃	镶嵌位置:#O衣服#cC8B88E、#O护肩#cC8B88E	34500	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000317	14	0	317	CJSH_item_baoshi_12_4	9	22|23	废弃	镶嵌位置:#O衣服#cC8B88E、#O护肩#cC8B88E	41500	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000318	14	0	318	CJSH_item_baoshi_12_4	9	29|28	废弃	镶嵌位置:#O戒指#cC8B88E、饰品	49500	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000319	14	0	319	CJSH_item_baoshi_12_4	9	29|28	废弃	镶嵌位置:#O戒指#cC8B88E、饰品	59000	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000320	14	0	320	CJSH_item_baoshi_12_4	9	4|10	硬碧玺玉髓	镶嵌位置:#O主武器#cC8B88E、#O副武器#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	34500	10	1000	1	0	200	10325	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000321	14	0	321	CJSH_item_baoshi_12_4	9	21	夜光蛇纹玉髓	镶嵌位置:#O徽章#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	41500	10	1000	1	0	200	10326	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000322	14	0	322	CJSH_item_baoshi_12_4	9	22	无色玉容玉髓	镶嵌位置:#O披风#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	49500	10	1000	1	0	200	10328	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000323	14	0	323	CJSH_item_baoshi_12_4	9	21	无色云光玉髓	镶嵌位置:#O徽章#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	59000	10	1000	1	0	200	10329	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000324	14	0	324	CJSH_item_baoshi_12_4	9	4|10	无色仙锦玉髓	镶嵌位置:#O主武器#cC8B88E、#O副武器#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	49500	10	1000	1	0	200	10331	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000325	14	0	325	CJSH_item_baoshi_12_4	9	29	烟太湖玉髓	镶嵌位置:#O手镯#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	59000	10	1000	1	0	200	10332	-1	-1	-1	-1	-1	-1	1	1	2	1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000326	14	0	326	CJSH_item_baoshi_6_13	9	24	云烟玉髓	镶嵌位置:#O项链#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	20000	10	1000	1	0	200	10333	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000327	14	0	327	CJSH_item_baoshi_6_11	9	27	云光玉髓	镶嵌位置:#O靴子#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	20000	10	1000	1	0	200	10334	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
#	先知																					3			-1																		
14000401	14	0	401	CJSH_item_baoshi_6_2	9	1~12	软灵壁玛瑙	镶嵌位置：#O主武器#cC8B88E、#O副武器#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	2200	10	1000	1	0	200	10401	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000402	14	0	402	CJSH_item_baoshi_6_6	9	23	软菊花玛瑙	镶嵌位置：#O衣服#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	2700	10	1000	1	0	200	10402	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000403	14	0	403	CJSH_item_baoshi_6_10	9	28	绿冻玛瑙	镶嵌位置：#O戒指#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	3200	10	1000	1	0	200	10415	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000404	14	0	404	CJSH_item_baoshi_6_8	9	20	硬绿帘玛瑙	镶嵌位置：#O帽子#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	3900	10	1000	1	0	200	10409	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000405	14	0	405	CJSH_item_baoshi_6_12	9	21	硬碧玺玛瑙	镶嵌位置：#O徽章#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	4600	10	1000	1	0	200	10412	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000406	14	0	406	CJSH_item_baoshi_6_14	9	25	烟海蓝玛瑙	镶嵌位置：#O护手#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	5600	10	1000	1	0	200	10428	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
