INT	INT	INT	INT	INT
10259221	11000504	10000	20	10259326
10259222	11000504	10000	20	10259301
10259223	11000504	10000	20	10259302
10259224	11000504	10000	20	10259303
10259225	11000504	10000	20	10259327
10259226	11000504	10000	20	10259306
10259227	11000504	10000	20	10259307
10259228	11000504	10000	20	10259308
10259229	11000504	10000	20	10259328
10259230	11000504	10000	20	10259311
10259231	11000504	10000	20	10259312
10259232	11000504	10000	20	10259313
10259233	11000504	10000	20	10259329
10259234	11000504	10000	20	10259316
10259235	11000504	10000	20	10259317
10259236	11000504	10000	20	10259318
10259237	11000504	10000	20	10259330
10259238	11000504	10000	20	10259321
10259239	11000504	10000	20	10259322
10259240	11000504	10000	20	10259323
10259241	11000504	10000	20	10259331
10259278	11000504	10000	20	10259299
10259279	11000504	10000	20	10259304
10259280	11000504	10000	20	10259309
10259281	11000504	10000	20	10259314
10259282	11000504	10000	20	10259319
10259283	11000504	10000	20	10259324
10259284	11000504	10000	20	10259300
10259285	11000504	10000	20	10259305
10259286	11000504	10000	20	10259310
10259287	11000504	10000	20	10259315
10259288	11000504	10000	20	10259320
10259289	11000504	10000	20	10259325
10259290	11000504	10000	20	10259332
10259291	11000504	10000	20	10259333
10259292	11000504	10000	20	10259334
10259293	11000504	10000	20	10259335
10259294	11000504	10000	20	10259336
10259295	11000504	10000	20	10259337
10259338	11000504	10000	20	10259374
10259339	11000504	10000	20	10259375
10259340	11000504	10000	20	10259376
10259341	11000504	10000	20	10259377
10259342	11000504	10000	20	10259378
10259343	11000504	10000	20	10259379
10259344	11000504	10000	20	10259380
10259345	11000504	10000	20	10259381
10259346	11000504	10000	20	10259382
10259347	11000504	10000	20	10259383
10259348	11000504	10000	20	10259384
10259349	11000504	10000	20	10259385
10259350	11000504	10000	20	10259386
10259351	11000504	10000	20	10259387
10259352	11000504	10000	20	10259388
10259353	11000504	10000	20	10259389
10259354	11000504	10000	20	10259390
10259355	11000504	10000	20	10259391
10259356	11000504	10000	20	10259392
10259357	11000504	10000	20	10259393
10259358	11000504	10000	20	10259394
10259359	11000504	10000	20	10259395
10259360	11000504	10000	20	10259396
10259361	11000504	10000	20	10259397
10259362	11000504	10000	20	10259398
10259363	11000504	10000	20	10259399
10259364	11000504	10000	20	10259400
10259365	11000504	10000	20	10259401
10259366	11000504	10000	20	10259402
10259367	11000504	10000	20	10259403
10259368	11000504	10000	20	10259404
10259369	11000504	10000	20	10259405
10259370	11000504	10000	20	10259406
10259371	11000504	10000	20	10259407
10259372	11000504	10000	20	10259408
10259373	11000504	10000	20	10259409
10259500	11000504	10000	20	10259524
10259501	11000504	10000	20	10259525
10259502	11000504	10000	20	10259526
10259503	11000504	10000	20	10259527
10259504	11000504	10000	20	10259528
10259505	11000504	10000	20	10259529
10259506	11000504	10000	20	10259530
10259507	11000504	10000	20	10259531
10259508	11000504	10000	20	10259532
10259509	11000504	10000	20	10259533
10259510	11000504	10000	20	10259534
10259511	11000504	10000	20	10259535
10259512	11000504	10000	20	10259536
10259513	11000504	10000	20	10259537
10259514	11000504	10000	20	10259538
10259515	11000504	10000	20	10259539
10259516	11000504	10000	20	10259540
10259517	11000504	10000	20	10259541
10259518	11000504	10000	20	10259542
10259519	11000504	10000	20	10259543
10259520	11000504	10000	20	10259544
10259521	11000504	10000	20	10259545
10259522	11000504	10000	20	10259546
10259523	11000504	10000	20	10259547
10264001	11000503	10000	20	10268801
10264002	11000503	10000	20	10268802
10264003	11000503	10000	20	10268803
10264004	11000503	10000	20	10268900
10264011	11000503	10000	20	10268811
10264012	11000503	10000	20	10268812
10264013	11000503	10000	20	10268813
10264014	11000503	10000	20	10268901
10264021	11000503	10000	20	10268821
10264022	11000503	10000	20	10268822
10264023	11000503	10000	20	10268823
10264024	11000503	10000	20	10268902
10264031	11000503	10000	20	10268831
10264032	11000503	10000	20	10268832
10264033	11000503	10000	20	10268833
10264034	11000503	10000	20	10268903
10264041	11000503	10000	20	10268841
10264042	11000503	10000	20	10268842
10264043	11000503	10000	20	10268843
10264044	11000503	10000	20	10268904
10264051	11000503	10000	20	10268851
10264052	11000503	10000	20	10268852
10264053	11000503	10000	20	10268853
10264054	11000503	10000	20	10268905
10268600	11000503	10000	20	10268804
10268610	11000503	10000	20	10268814
10268620	11000503	10000	20	10268824
10268630	11000503	10000	20	10268834
10268640	11000503	10000	20	10268844
10268650	11000503	10000	20	10268854
10268700	11000503	10000	20	10268805
10268710	11000503	10000	20	10268815
10268720	11000503	10000	20	10268825
10268730	11000503	10000	20	10268835
10268740	11000503	10000	20	10268845
10268750	11000503	10000	20	10268855
10268760	11000503	10000	20	10268910
10268761	11000503	10000	20	10268911
10268762	11000503	10000	20	10268912
10268763	11000503	10000	20	10268913
10268764	11000503	10000	20	10268914
10268765	11000503	10000	20	10268915
10269000	11000503	10000	20	10269100
10269001	11000503	10000	20	10269101
10269002	11000503	10000	20	10269102
10269003	11000503	10000	20	10269103
10269004	11000503	10000	20	10269104
10269005	11000503	10000	20	10269105
10269006	11000503	10000	20	10269106
10269007	11000503	10000	20	10269107
10269008	11000503	10000	20	10269108
10269009	11000503	10000	20	10269109
10269010	11000503	10000	20	10269110
10269011	11000503	10000	20	10269111
10269012	11000503	10000	20	10269112
10269013	11000503	10000	20	10269113
10269014	11000503	10000	20	10269114
10269015	11000503	10000	20	10269115
10269016	11000503	10000	20	10269116
10269017	11000503	10000	20	10269117
10269018	11000503	10000	20	10269118
10269019	11000503	10000	20	10269119
10269020	11000503	10000	20	10269120
10269021	11000503	10000	20	10269121
10269022	11000503	10000	20	10269122
10269023	11000503	10000	20	10269123
10269024	11000503	10000	20	10269124
10269025	11000503	10000	20	10269125
10269026	11000503	10000	20	10269126
10269027	11000503	10000	20	10269127
10269028	11000503	10000	20	10269128
10269029	11000503	10000	20	10269129
10269030	11000503	10000	20	10269130
10269031	11000503	10000	20	10269131
10269032	11000503	10000	20	10269132
10269033	11000503	10000	20	10269133
10269034	11000503	10000	20	10269134
10269035	11000503	10000	20	10269135
10269218	11000503	10000	20	10269296
10269219	11000503	10000	20	10269297
10269220	11000503	10000	20	10269298
10269221	11000503	10000	20	10269326
10269222	11000503	10000	20	10269301
10269223	11000503	10000	20	10269302
10269224	11000503	10000	20	10269303
10269225	11000503	10000	20	10269327
10269226	11000503	10000	20	10269306
10269227	11000503	10000	20	10269307
10269228	11000503	10000	20	10269308
10269229	11000503	10000	20	10269328
10269230	11000503	10000	20	10269311
10269231	11000503	10000	20	10269312
10269232	11000503	10000	20	10269313
10269233	11000503	10000	20	10269329
10269234	11000503	10000	20	10269316
10269235	11000503	10000	20	10269317
10269236	11000503	10000	20	10269318
10269237	11000503	10000	20	10269330
10269238	11000503	10000	20	10269321
10269239	11000503	10000	20	10269322
10269240	11000503	10000	20	10269323
10269241	11000503	10000	20	10269331
10269278	11000503	10000	20	10269299
10269279	11000503	10000	20	10269304
10269280	11000503	10000	20	10269309
10269281	11000503	10000	20	10269314
10269282	11000503	10000	20	10269319
10269283	11000503	10000	20	10269324
10269284	11000503	10000	20	10269300
10269285	11000503	10000	20	10269305
10269286	11000503	10000	20	10269310
10269287	11000503	10000	20	10269315
10269288	11000503	10000	20	10269320
10269289	11000503	10000	20	10269325
10269290	11000503	10000	20	10269332
10269291	11000503	10000	20	10269333
10269292	11000503	10000	20	10269334
10269293	11000503	10000	20	10269335
10269294	11000503	10000	20	10269336
10269295	11000503	10000	20	10269337
10269338	11000503	10000	20	10269374
10269339	11000503	10000	20	10269375
10269340	11000503	10000	20	10269376
10269341	11000503	10000	20	10269377
10269342	11000503	10000	20	10269378
10269343	11000503	10000	20	10269379
10269344	11000503	10000	20	10269380
10269345	11000503	10000	20	10269381
10269346	11000503	10000	20	10269382
10269347	11000503	10000	20	10269383
10269348	11000503	10000	20	10269384
10269349	11000503	10000	20	10269385
10269350	11000503	10000	20	10269386
10269351	11000503	10000	20	10269387
10269352	11000503	10000	20	10269388
10269353	11000503	10000	20	10269389
10269354	11000503	10000	20	10269390
10269355	11000503	10000	20	10269391
10269356	11000503	10000	20	10269392
10269357	11000503	10000	20	10269393
10269358	11000503	10000	20	10269394
10269359	11000503	10000	20	10269395
10269360	11000503	10000	20	10269396
10269361	11000503	10000	20	10269397
10269362	11000503	10000	20	10269398
10269363	11000503	10000	20	10269399
10269364	11000503	10000	20	10269400
10269365	11000503	10000	20	10269401
10269366	11000503	10000	20	10269402
10269367	11000503	10000	20	10269403
10269368	11000503	10000	20	10269404
10269369	11000503	10000	20	10269405
10269370	11000503	10000	20	10269406
10269371	11000503	10000	20	10269407
10269372	11000503	10000	20	10269408
10269373	11000503	10000	20	10269409
10269500	11000503	10000	20	10269524
10269501	11000503	10000	20	10269525
10269502	11000503	10000	20	10269526
10269503	11000503	10000	20	10269527
10269504	11000503	10000	20	10269528
10269505	11000503	10000	20	10269529
10269506	11000503	10000	20	10269530
10269507	11000503	10000	20	10269531
10269508	11000503	10000	20	10269532
10269509	11000503	10000	20	10269533
10269510	11000503	10000	20	10269534
10269511	11000503	10000	20	10269535
10269512	11000503	10000	20	10269536
10269513	11000503	10000	20	10269537
10269514	11000503	10000	20	10269538
10269515	11000503	10000	20	10269539
10269516	11000503	10000	20	10269540
10269517	11000503	10000	20	10269541
10269518	11000503	10000	20	10269542
10269519	11000503	10000	20	10269543
10269520	11000503	10000	20	10269544
10269521	11000503	10000	20	10269545
10269522	11000503	10000	20	10269546
10269523	11000503	10000	20	10269547
10274001	11000504	10000	20	10278801
10274002	11000504	10000	20	10278802
10274003	11000504	10000	20	10278803
10274004	11000504	10000	20	10278900
10274011	11000504	10000	20	10278811
10274012	11000504	10000	20	10278812
10274013	11000504	10000	20	10278813
10274014	11000504	10000	20	10278901
10274021	11000504	10000	20	10278821
10274022	11000504	10000	20	10278822
10274023	11000504	10000	20	10278823
10274024	11000504	10000	20	10278902
10274031	11000504	10000	20	10278831
10274032	11000504	10000	20	10278832
10274033	11000504	10000	20	10278833
10274034	11000504	10000	20	10278903
10274041	11000504	10000	20	10278841
10274042	11000504	10000	20	10278842
10274043	11000504	10000	20	10278843
10274044	11000504	10000	20	10278904
10274051	11000504	10000	20	10278851
10274052	11000504	10000	20	10278852
10274053	11000504	10000	20	10278853
10274054	11000504	10000	20	10278905
10278600	11000504	10000	20	10278804
10278610	11000504	10000	20	10278814
10278620	11000504	10000	20	10278824
10278630	11000504	10000	20	10278834
10278640	11000504	10000	20	10278844
10278650	11000504	10000	20	10278854
10278700	11000504	10000	20	10278805
10278710	11000504	10000	20	10278815
10278720	11000504	10000	20	10278825
10278730	11000504	10000	20	10278835
10278740	11000504	10000	20	10278845
10278750	11000504	10000	20	10278855
10278760	11000504	10000	20	10278910
10278761	11000504	10000	20	10278911
10278762	11000504	10000	20	10278912
10278763	11000504	10000	20	10278913
10278764	11000504	10000	20	10278914
10278765	11000504	10000	20	10278915
10279000	11000504	10000	20	10279100
10279001	11000504	10000	20	10279101
10279002	11000504	10000	20	10279102
10279003	11000504	10000	20	10279103
10279004	11000504	10000	20	10279104
10279005	11000504	10000	20	10279105
10279006	11000504	10000	20	10279106
10279007	11000504	10000	20	10279107
10279008	11000504	10000	20	10279108
10279009	11000504	10000	20	10279109
10279010	11000504	10000	20	10279110
10279011	11000504	10000	20	10279111
10279012	11000504	10000	20	10279112
10279013	11000504	10000	20	10279113
10279014	11000504	10000	20	10279114
10279015	11000504	10000	20	10279115
10279016	11000504	10000	20	10279116
10279017	11000504	10000	20	10279117
10279018	11000504	10000	20	10279118
10279019	11000504	10000	20	10279119
10279020	11000504	10000	20	10279120
10279021	11000504	10000	20	10279121
10279022	11000504	10000	20	10279122
10279023	11000504	10000	20	10279123
10279024	11000504	10000	20	10279124
10279025	11000504	10000	20	10279125
10279026	11000504	10000	20	10279126
10279027	11000504	10000	20	10279127
10279028	11000504	10000	20	10279128
10279029	11000504	10000	20	10279129
10279030	11000504	10000	20	10279130
10279031	11000504	10000	20	10279131
10279032	11000504	10000	20	10279132
10279033	11000504	10000	20	10279133
10279034	11000504	10000	20	10279134
10279035	11000504	10000	20	10279135
10279218	11000504	10000	20	10279296
10279219	11000504	10000	20	10279297
10279220	11000504	10000	20	10279298
10279221	11000504	10000	20	10279326
10279222	11000504	10000	20	10279301
10279223	11000504	10000	20	10279302
10279224	11000504	10000	20	10279303
10279225	11000504	10000	20	10279327
10279226	11000504	10000	20	10279306
10279227	11000504	10000	20	10279307
10279228	11000504	10000	20	10279308
10279229	11000504	10000	20	10279328
10279230	11000504	10000	20	10279311
10279231	11000504	10000	20	10279312
10279232	11000504	10000	20	10279313
10279233	11000504	10000	20	10279329
10279234	11000504	10000	20	10279316
10279235	11000504	10000	20	10279317
10279236	11000504	10000	20	10279318
10279237	11000504	10000	20	10279330
10279238	11000504	10000	20	10279321
10279239	11000504	10000	20	10279322
10279240	11000504	10000	20	10279323
10279241	11000504	10000	20	10279331
10279278	11000504	10000	20	10279299
10279279	11000504	10000	20	10279304
10279280	11000504	10000	20	10279309
10279281	11000504	10000	20	10279314
10279282	11000504	10000	20	10279319
10279283	11000504	10000	20	10279324
10279284	11000504	10000	20	10279300
10279285	11000504	10000	20	10279305
10279286	11000504	10000	20	10279310
10279287	11000504	10000	20	10279315
10279288	11000504	10000	20	10279320
10279289	11000504	10000	20	10279325
10279290	11000504	10000	20	10279332
10279291	11000504	10000	20	10279333
10279292	11000504	10000	20	10279334
10279293	11000504	10000	20	10279335
10279294	11000504	10000	20	10279336
10279295	11000504	10000	20	10279337
10279338	11000504	10000	20	10279374
10279339	11000504	10000	20	10279375
10279340	11000504	10000	20	10279376
10279341	11000504	10000	20	10279377
10279342	11000504	10000	20	10279378
10279343	11000504	10000	20	10279379
10279344	11000504	10000	20	10279380
10279345	11000504	10000	20	10279381
10279346	11000504	10000	20	10279382
10279347	11000504	10000	20	10279383
10279348	11000504	10000	20	10279384
10279349	11000504	10000	20	10279385
10279350	11000504	10000	20	10279386
10279351	11000504	10000	20	10279387
10279352	11000504	10000	20	10279388
10279353	11000504	10000	20	10279389
10279354	11000504	10000	20	10279390
10279355	11000504	10000	20	10279391
10279356	11000504	10000	20	10279392
10279357	11000504	10000	20	10279393
10279358	11000504	10000	20	10279394
10279359	11000504	10000	20	10279395
10279360	11000504	10000	20	10279396
10279361	11000504	10000	20	10279397
10279362	11000504	10000	20	10279398
10279363	11000504	10000	20	10279399
10279364	11000504	10000	20	10279400
10279365	11000504	10000	20	10279401
10279366	11000504	10000	20	10279402
10279367	11000504	10000	20	10279403
10279368	11000504	10000	20	10279404
10279369	11000504	10000	20	10279405
10279370	11000504	10000	20	10279406
10279371	11000504	10000	20	10279407
10279372	11000504	10000	20	10279408
10279373	11000504	10000	20	10279409
10279500	11000504	10000	20	10279524
10279501	11000504	10000	20	10279525
10279502	11000504	10000	20	10279526
10279503	11000504	10000	20	10279527
10279504	11000504	10000	20	10279528
10279505	11000504	10000	20	10279529
10279506	11000504	10000	20	10279530
10279507	11000504	10000	20	10279531
10279508	11000504	10000	20	10279532
10279509	11000504	10000	20	10279533
10279510	11000504	10000	20	10279534
10279511	11000504	10000	20	10279535
10279512	11000504	10000	20	10279536
10279513	11000504	10000	20	10279537
10279514	11000504	10000	20	10279538
10279515	11000504	10000	20	10279539
10279516	11000504	10000	20	10279540
10279517	11000504	10000	20	10279541
10279518	11000504	10000	20	10279542
10279519	11000504	10000	20	10279543
10279520	11000504	10000	20	10279544
10279521	11000504	10000	20	10279545
10279522	11000504	10000	20	10279546
10279523	11000504	10000	20	10279547
10284001	11000502	10000	20	10287001
10284002	11000502	10000	20	10287002
10284003	11000502	10000	20	10287003
10284004	11000502	10000	20	10287100
10284011	11000502	10000	20	10287011
10284012	11000502	10000	20	10287012
10284013	11000502	10000	20	10287013
10284014	11000502	10000	20	10287101
10284021	11000502	10000	20	10287021
10284022	11000502	10000	20	10287022
10284023	11000502	10000	20	10287023
10284024	11000502	10000	20	10287102
10284031	11000502	10000	20	10287031
10284032	11000502	10000	20	10287032
10284033	11000502	10000	20	10287033
10284034	11000502	10000	20	10287103
10284041	11000502	10000	20	10287041
10284042	11000502	10000	20	10287042
10284043	11000502	10000	20	10287043
10284044	11000502	10000	20	10287104
10284051	11000502	10000	20	10287051
10284052	11000502	10000	20	10287052
10284053	11000502	10000	20	10287053
10284054	11000502	10000	20	10287105
10284061	11000502	10000	20	10287061
10284062	11000502	10000	20	10287062
10284063	11000502	10000	20	10287063
10284064	11000502	10000	20	10287064
10284065	11000502	10000	20	10287065
10284066	11000502	10000	20	10287066
10284071	11000502	10000	20	10287110
10284072	11000502	10000	20	10287111
10284073	11000502	10000	20	10287112
10284074	11000502	10000	20	10287113
10284075	11000502	10000	20	10287114
10284076	11000502	10000	20	10287115
10285001	11000502	10000	20	10285002
10286092	11000502	10000	20	10287054
10287070	11000502	10000	20	10287080
10287071	11000502	10000	20	10287081
10287072	11000502	10000	20	10287082
10287073	11000502	10000	20	10287083
10287074	11000502	10000	20	10287084
10287075	11000502	10000	20	10287085
10287076	11000502	10000	20	10287086
10288018	11000502	10000	20	10288054
10288019	11000502	10000	20	10288055
10288020	11000502	10000	20	10288056
10288021	11000502	10000	20	10288078
10288022	11000502	10000	20	10288057
10288023	11000502	10000	20	10288058
10288024	11000502	10000	20	10288059
10288025	11000502	10000	20	10288079
10288026	11000502	10000	20	10288060
10288027	11000502	10000	20	10288061
10288028	11000502	10000	20	10288062
10288029	11000502	10000	20	10288080
10288030	11000502	10000	20	10288063
10288031	11000502	10000	20	10288064
10288032	11000502	10000	20	10288065
10288033	11000502	10000	20	10288081
10288034	11000502	10000	20	10288066
10288035	11000502	10000	20	10288067
10288036	11000502	10000	20	10288068
10288037	11000502	10000	20	10288082
10288038	11000502	10000	20	10288069
10288039	11000502	10000	20	10288070
10288040	11000502	10000	20	10288071
10288041	11000502	10000	20	10288083
10288042	11000502	10000	20	10288072
10288043	11000502	10000	20	10288073
10288044	11000502	10000	20	10288074
10288045	11000502	10000	20	10288075
10288046	11000502	10000	20	10288076
10288047	11000502	10000	20	10288077
10288048	11000502	10000	20	10288084
10288049	11000502	10000	20	10288085
10288050	11000502	10000	20	10288086
10288051	11000502	10000	20	10288087
10288052	11000502	10000	20	10288088
10288053	11000502	10000	20	10288089
10288100	11000502	10000	20	10288124
10288101	11000502	10000	20	10288125
10288102	11000502	10000	20	10288126
10288103	11000502	10000	20	10288127
10288104	11000502	10000	20	10288128
10288105	11000502	10000	20	10288129
10288106	11000502	10000	20	10288130
10288107	11000502	10000	20	10288131
10288108	11000502	10000	20	10288132
10288109	11000502	10000	20	10288133
10288110	11000502	10000	20	10288134
10288111	11000502	10000	20	10288135
10288112	11000502	10000	20	10288136
10288113	11000502	10000	20	10288137
10288114	11000502	10000	20	10288138
10288115	11000502	10000	20	10288139
10288116	11000502	10000	20	10288140
10288117	11000502	10000	20	10288141
10288118	11000502	10000	20	10288142
10288119	11000502	10000	20	10288143
10288120	11000502	10000	20	10288144
10288121	11000502	10000	20	10288145
10288122	11000502	10000	20	10288146
10288123	11000502	10000	20	10288147
10294001	11000504	10000	20	10297001
10294002	11000504	10000	20	10297002
10294003	11000504	10000	20	10297003
10294004	11000504	10000	20	10297100
10294011	11000504	10000	20	10297011
10294012	11000504	10000	20	10297012
10294013	11000504	10000	20	10297013
10294014	11000504	10000	20	10297101
10294021	11000504	10000	20	10297021
10294022	11000504	10000	20	10297022
10294023	11000504	10000	20	10297023
10294024	11000504	10000	20	10297102
10294031	11000504	10000	20	10297031
10294032	11000504	10000	20	10297032
10294033	11000504	10000	20	10297033
10294034	11000504	10000	20	10297103
10294041	11000504	10000	20	10297041
10294042	11000504	10000	20	10297042
10294043	11000504	10000	20	10297043
10294044	11000504	10000	20	10297104
10294051	11000504	10000	20	10297051
10294052	11000504	10000	20	10297052
10294053	11000504	10000	20	10297053
10294054	11000504	10000	20	10297105
10294061	11000504	10000	20	10297061
10294062	11000504	10000	20	10297062
10294063	11000504	10000	20	10297063
10294064	11000504	10000	20	10297064
10294065	11000504	10000	20	10297065
10294066	11000504	10000	20	10297066
10294071	11000504	10000	20	10297110
10294072	11000504	10000	20	10297111
10294073	11000504	10000	20	10297112
10294074	11000504	10000	20	10297113
10294075	11000504	10000	20	10297114
10294076	11000504	10000	20	10297115
10295001	11000504	10000	20	10295002
10296072	11000504	10000	20	10297054
10297070	11000504	10000	20	10297080
10297071	11000504	10000	20	10297081
10297072	11000504	10000	20	10297082
10297073	11000504	10000	20	10297083
10297074	11000504	10000	20	10297084
10297075	11000504	10000	20	10297085
10297076	11000504	10000	20	10297086
10298018	11000504	10000	20	10298054
10298019	11000504	10000	20	10298055
10298020	11000504	10000	20	10298056
10298021	11000504	10000	20	10298078
10298022	11000504	10000	20	10298057
10298023	11000504	10000	20	10298058
10298024	11000504	10000	20	10298059
10298025	11000504	10000	20	10298079
10298026	11000504	10000	20	10298060
10298027	11000504	10000	20	10298061
10298028	11000504	10000	20	10298062
10298029	11000504	10000	20	10298080
10298030	11000504	10000	20	10298063
10298031	11000504	10000	20	10298064
10298032	11000504	10000	20	10298065
10298033	11000504	10000	20	10298081
10298034	11000504	10000	20	10298066
10298035	11000504	10000	20	10298067
10298036	11000504	10000	20	10298068
10298037	11000504	10000	20	10298082
10298038	11000504	10000	20	10298069
10298039	11000504	10000	20	10298070
10298040	11000504	10000	20	10298071
10298041	11000504	10000	20	10298083
10298042	11000504	10000	20	10298072
10298043	11000504	10000	20	10298073
10298044	11000504	10000	20	10298074
10298045	11000504	10000	20	10298075
10298046	11000504	10000	20	10298076
10298047	11000504	10000	20	10298077
10298048	11000504	10000	20	10298084
10298049	11000504	10000	20	10298085
10298050	11000504	10000	20	10298086
10298051	11000504	10000	20	10298087
10298052	11000504	10000	20	10298088
10298053	11000504	10000	20	10298089
10298100	11000504	10000	20	10298124
10298101	11000504	10000	20	10298125
10298102	11000504	10000	20	10298126
10298103	11000504	10000	20	10298127
10298104	11000504	10000	20	10298128
10298105	11000504	10000	20	10298129
10298106	11000504	10000	20	10298130
10298107	11000504	10000	20	10298131
10298108	11000504	10000	20	10298132
10298109	11000504	10000	20	10298133
10298110	11000504	10000	20	10298134
10298111	11000504	10000	20	10298135
10298112	11000504	10000	20	10298136
10298113	11000504	10000	20	10298137
10298114	11000504	10000	20	10298138
10298115	11000504	10000	20	10298139
10298116	11000504	10000	20	10298140
10298117	11000504	10000	20	10298141
10298118	11000504	10000	20	10298142
10298119	11000504	10000	20	10298143
10298120	11000504	10000	20	10298144
10298121	11000504	10000	20	10298145
10298122	11000504	10000	20	10298146
10298123	11000504	10000	20	10298147
10354001	11000500	10000	20	10355001
10354002	11000500	10000	20	10355002
10354003	11000500	10000	20	10355003
10354004	11000500	10000	20	10355004
10354005	11000500	10000	20	10355005
10354100	11000500	10000	20	10355100
10354101	11000500	10000	20	10355101
10354102	11000500	10000	20	10355102
10354200	11000500	10000	20	10355200
10354301	11000500	10000	20	10355301
10354302	11000500	10000	20	10355302
10354303	11000500	10000	20	10355303
10354401	11000500	10000	20	10355401
10354402	11000500	10000	20	10355402
10354403	11000500	10000	20	10355403
10364001	11000500	10000	20	10365001
10364002	11000500	10000	20	10365002
10364003	11000500	10000	20	10365003
10364004	11000500	10000	20	10365004
10364005	11000500	10000	20	10365005
10364100	11000500	10000	20	10365100
10364101	11000500	10000	20	10365101
10364102	11000500	10000	20	10365102
10364200	11000500	10000	20	10365200
10364301	11000500	10000	20	10365301
10364302	11000500	10000	20	10365302
10364303	11000500	10000	20	10365303
10364401	11000500	10000	20	10365401
10364402	11000500	10000	20	10365402
10364403	11000500	10000	20	10365403
10374001	11000500	10000	20	10375001
10374002	11000500	10000	20	10375002
10374003	11000500	10000	20	10375003
10374004	11000500	10000	20	10375004
10374005	11000500	10000	20	10375005
10374100	11000500	10000	20	10375100
10374101	11000500	10000	20	10375101
10374102	11000500	10000	20	10375102
10374200	11000500	10000	20	10375200
10374301	11000500	10000	20	10375301
10374302	11000500	10000	20	10375302
10374303	11000500	10000	20	10375303
10374401	11000500	10000	20	10375401
10374402	11000500	10000	20	10375402
10374403	11000500	10000	20	10375403
10384001	11000500	10000	20	10385001
10384002	11000500	10000	20	10385002
10384003	11000500	10000	20	10385003
10384004	11000500	10000	20	10385004
10384005	11000500	10000	20	10385005
10384100	11000500	10000	20	10385100
10384101	11000500	10000	20	10385101
10384102	11000500	10000	20	10385102
10384200	11000500	10000	20	10385200
10384301	11000500	10000	20	10385301
10384302	11000500	10000	20	10385302
10384303	11000500	10000	20	10385303
10384401	11000500	10000	20	10385401
10384402	11000500	10000	20	10385402
10384403	11000500	10000	20	10385403
10394001	11000500	10000	20	10395001
10394002	11000500	10000	20	10395002
10394003	11000500	10000	20	10395003
10394004	11000500	10000	20	10395004
10394005	11000500	10000	20	10395005
10394100	11000500	10000	20	10395100
10394101	11000500	10000	20	10395101
10394102	11000500	10000	20	10395102
10394200	11000500	10000	20	10395200
10394301	11000500	10000	20	10395301
10394302	11000500	10000	20	10395302
10394303	11000500	10000	20	10395303
10394401	11000500	10000	20	10395401
10394402	11000500	10000	20	10395402
10394403	11000500	10000	20	10395403
10404001	11000500	10000	20	10405001
10404002	11000500	10000	20	10405002
10404003	11000500	10000	20	10405003
10404004	11000500	10000	20	10405004
10404005	11000500	10000	20	10405005
10404100	11000500	10000	20	10405100
10404101	11000500	10000	20	10405101
10404102	11000500	10000	20	10405102
10404200	11000500	10000	20	10405200
10404301	11000500	10000	20	10405301
10404302	11000500	10000	20	10405302
10404303	11000500	10000	20	10405303
10404401	11000500	10000	20	10405401
10404402	11000500	10000	20	10405402
10404403	11000500	10000	20	10405403
10414001	11000500	10000	20	10415001
10414002	11000500	10000	20	10415002
10414003	11000500	10000	20	10415003
10414004	11000500	10000	20	10415004
10414005	11000500	10000	20	10415005
10414100	11000500	10000	20	10415100
10414101	11000500	10000	20	10415101
10414102	11000500	10000	20	10415102
10414200	11000500	10000	20	10415200
10414301	11000500	10000	20	10415301
10414302	11000500	10000	20	10415302
10414303	11000500	10000	20	10415303
10414401	11000500	10000	20	10415401
10414402	11000500	10000	20	10415402
10414403	11000500	10000	20	10415403
10424001	11000500	10000	20	10425001
10424002	11000500	10000	20	10425002
10424003	11000500	10000	20	10425003
10424004	11000500	10000	20	10425004
10424005	11000500	10000	20	10425005
10424100	11000500	10000	20	10425100
10424101	11000500	10000	20	10425101
10424102	11000500	10000	20	10425102
10424200	11000500	10000	20	10425200
10424301	11000500	10000	20	10425301
10424302	11000500	10000	20	10425302
10424303	11000500	10000	20	10425303
10424401	11000500	10000	20	10425401
10424402	11000500	10000	20	10425402
10424403	11000500	10000	20	10425403
10434001	11000500	10000	20	10435001
10434002	11000500	10000	20	10435002
10434003	11000500	10000	20	10435003
10434004	11000500	10000	20	10435004
10434005	11000500	10000	20	10435005
10434100	11000500	10000	20	10435100
10434101	11000500	10000	20	10435101
10434102	11000500	10000	20	10435102
10434200	11000500	10000	20	10435200
10434301	11000500	10000	20	10435301
10434302	11000500	10000	20	10435302
10434303	11000500	10000	20	10435303
10434401	11000500	10000	20	10435401
10434402	11000500	10000	20	10435402
10434403	11000500	10000	20	10435403
10444001	11000500	10000	20	10445001
10444002	11000500	10000	20	10445002
10444003	11000500	10000	20	10445003
10444004	11000500	10000	20	10445004
10444005	11000500	10000	20	10445005
10444100	11000500	10000	20	10445100
10444101	11000500	10000	20	10445101
10444102	11000500	10000	20	10445102
10444200	11000500	10000	20	10445200
10444301	11000500	10000	20	10445301
10444302	11000500	10000	20	10445302
10444303	11000500	10000	20	10445303
10444401	11000500	10000	20	10445401
10444402	11000500	10000	20	10445402
10444403	11000500	10000	20	10445403
10454001	11000500	10000	20	10455001
10454002	11000500	10000	20	10455002
10454003	11000500	10000	20	10455003
