INT	STRING	INT	STRING	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT												
309	1|10|20|30|40|50|60|70|73|93	2	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	0|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
310	-1	-1	0	-1	0	0	-1	3	-1	-1	-1	-1	-1	-1	-1												
311	50|50|50|50|50|50|60|70|74|94	2	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
312	-1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
313	10|10|20|30|40|50|60|70|76|96	2	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
314	30|30|30|30|40|50|60|70|71|91	2	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
315	40|40|40|40|40|50|60|70|77|97	2	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
316	40|40|40|40|40|50|60|70|75|95	2	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
317	10|10|20|30|40|50|60|70|78|98	2	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
318	30|30|30|30|40|50|60|70|79|99	2	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
319	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
320	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
321	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
322	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
323	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
324	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
325	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
326	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
327	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
328	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
329	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
330	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
331	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
332	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
333	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
334	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
335	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
336	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
337	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
338	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
339	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
340	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
341	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
342	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
343	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
344	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
345	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
346	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
347	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
348	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
349	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
350	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
351	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
352	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
353	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
354	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
355	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
356	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
357	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
358	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
359	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
360	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
361	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
362	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
363	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
364	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
365	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
366	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
367	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
368	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
369	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
370	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
371	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
372	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
373	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
374	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
375	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
376	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
377	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
378	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
379	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
380	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
381	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
382	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
383	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
384	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
385	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
386	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
387	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
388	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
389	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
390	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
391	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
392	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
393	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
394	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
395	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
396	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
397	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
398	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
399	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
400	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
401	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
402	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
403	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
404	10|10|20|30|40|50|60|70|71|91	3	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
405	-1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
406	1|10|20|30|40|50|60|70|77|97	3	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	0|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
407	-1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
408	10|10|20|30|40|50|60|70|74|94	3	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
409	1|10|20|30|40|50|60|70|73|93	3	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	0|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
410	20|20|20|30|40|50|60|70|79|99	3	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
411	30|30|30|30|40|50|60|70|77|97	3	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
412	40|40|40|40|40|50|60|70|79|99	3	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
413	10|10|20|30|40|50|60|70|71|91	3	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
414	30|30|30|30|40|50|60|70|76|96	3	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
415	-1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
416	-1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
417	40|40|40|40|40|50|60|70|75|95	3	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
418	50|50|50|50|50|50|60|70|78|98	3	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
419	-1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
420	-1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
421	20|20|20|30|40|50|60|70|78|98	3	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
422	20|20|20|30|40|50|60|70|72|92	3	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
423	50|50|50|50|50|50|60|70|76|96	3	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
424	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
425	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
426	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
427	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
428	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
429	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
430	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
431	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
432	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
433	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
434	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
435	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
436	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
437	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
438	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
439	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
440	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
441	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
442	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
443	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
444	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
445	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
446	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
447	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
448	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
449	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
450	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
451	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
452	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
453	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
454	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
455	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
456	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
457	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
458	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
459	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
460	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
461	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
462	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
463	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
464	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
465	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
466	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
467	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
468	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
469	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
470	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
471	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
472	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
473	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
474	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
475	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
476	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
477	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
478	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
479	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
480	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
481	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
482	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
483	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
484	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
485	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
486	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
487	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
488	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
489	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
490	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
491	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
492	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
493	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
494	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
495	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
496	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
497	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
498	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
499	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
500	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
501	10|10|20|30|40|50|60|70|77|97	4	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
502	1|10|20|30|40|50|60|70|78|98	4	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	0|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
503	40|40|40|40|40|50|60|70|77|97	4	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
504	-1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
505	20|20|20|30|40|50|60|70|72|92	4	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
506	20|20|20|30|40|50|60|70|76|96	4	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
507	10|10|20|30|40|50|60|70|71|91	4	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
508	1|10|20|30|40|50|60|70|73|93	4	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	0|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
509	30|30|30|30|40|50|60|70|78|98	4	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
510	50|50|50|50|50|50|60|70|75|95	4	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
511	20|20|20|30|40|50|60|70|74|94	4	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
512	50|50|50|50|50|50|60|70|79|99	4	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
513	10|10|20|30|40|50|60|70|79|99	4	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
514	30|30|30|30|40|50|60|70|71|91	4	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
515	40|40|40|40|40|50|60|70|76|96	4	0	-1	0	0	0|0|864|2566|7000|15000|50000|382225|500000|2500000	100|500|4309|62557|202327|408797|1000869|7259931|10000000|50000000	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	-1	-1	-1	-1	-1												
516	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
517	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
518	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
519	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
520	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
521	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
522	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
523	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
524	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
525	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
526	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
527	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
528	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
529	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
530	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
531	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
532	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
533	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
534	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
535	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
536	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
537	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
538	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1												
