INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	INT	STRING
4156	4156	10	1	CJSH_skill_player_3_9			人物身体前置点	状态_火枪_狙击_01		人物身体受击点	0	1	1	0						狙击持续伤害：每秒受到33点火伤。自身远攻计算比率55%，目标远防计算比率33%	1	狙击持续伤害：每秒受到33点火伤。自身远攻计算比率55%，目标远防计算比率33%
4157	4157	10	1	CJSH_skill_player_3_9			人物身体前置点	状态_火枪_狙击_01		人物身体受击点	0	1	1	0						狙击持续伤害：每秒受到36点火伤。自身远攻计算比率60%，目标远防计算比率36%	1	狙击持续伤害：每秒受到36点火伤。自身远攻计算比率60%，目标远防计算比率36%
4158	4158	10	1	CJSH_skill_player_3_9			人物身体前置点	状态_火枪_狙击_01		人物身体受击点	0	1	1	0						狙击持续伤害：每秒受到39点火伤。自身远攻计算比率65%，目标远防计算比率39%	1	狙击持续伤害：每秒受到39点火伤。自身远攻计算比率65%，目标远防计算比率39%
4159	4159	10	1	CJSH_skill_player_3_9			人物身体前置点	状态_火枪_狙击_01		人物身体受击点	0	1	1	0						狙击持续伤害：每秒受到42点火伤。自身远攻计算比率70%，目标远防计算比率42%	1	狙击持续伤害：每秒受到42点火伤。自身远攻计算比率70%，目标远防计算比率42%
4160	4160	10	1	CJSH_skill_player_3_9			人物身体前置点	状态_火枪_狙击_01		人物身体受击点	0	1	1	0						狙击持续伤害：每秒受到45点火伤。自身远攻计算比率75%，目标远防计算比率45%	1	狙击持续伤害：每秒受到45点火伤。自身远攻计算比率75%，目标远防计算比率45%











4191	4191	10	1	CJSH_skill_player_3_10			人物身体前置点	状态_火枪_毁灭_01		人物身体受击点	0	1	1	0						毁灭：命中率降低15	1	毁灭：命中率降低15
4192	4192	10	1	CJSH_skill_player_3_10			人物身体前置点	状态_火枪_毁灭_01		人物身体受击点	0	1	1	0						毁灭：命中率降低15	1	毁灭：命中率降低15
4193	4193	10	1	CJSH_skill_player_3_10			人物身体前置点	状态_火枪_毁灭_01		人物身体受击点	0	1	1	0						毁灭：命中率降低15	1	毁灭：命中率降低15
4194	4194	10	1	CJSH_skill_player_3_10			人物身体前置点	状态_火枪_毁灭_01		人物身体受击点	0	1	1	0						毁灭：命中率降低15	1	毁灭：命中率降低15
4195	4195	10	1	CJSH_skill_player_3_10			人物身体前置点	状态_火枪_毁灭_01		人物身体受击点	0	1	1	0						毁灭：命中率降低15	1	毁灭：命中率降低15
4196	4196	10	1	CJSH_skill_player_3_10			人物身体前置点	状态_火枪_毁灭_01		人物身体受击点	0	1	1	0						毁灭：命中率降低15	1	毁灭：命中率降低15
4197	4197	10	1	CJSH_skill_player_3_10			人物身体前置点	状态_火枪_毁灭_01		人物身体受击点	0	1	1	0						毁灭：命中率降低15	1	毁灭：命中率降低15
4198	4198	10	1	CJSH_skill_player_3_10			人物身体前置点	状态_火枪_毁灭_01		人物身体受击点	0	1	1	0						毁灭：命中率降低15	1	毁灭：命中率降低15
4199	4199	10	1	CJSH_skill_player_3_10			人物身体前置点	状态_火枪_毁灭_01		人物身体受击点	0	1	1	0						毁灭：命中率降低15	1	毁灭：命中率降低15
4200	4200	10	1	CJSH_skill_player_3_10			人物身体前置点	状态_火枪_毁灭_01		人物身体受击点	0	1	1	0						毁灭：命中率降低15	1	毁灭：命中率降低15

4211	4211	10	1	CJSH_skill_player_3_15			人物身体受击点	状态_火枪_霰光雷_01		人物身体受击点	0	1	0	0						霰光雷：无敌，无法攻击移动，可以手动取消	1	霰光雷：无敌，无法攻击移动，可以手动取消
4212	4212	10	1	CJSH_skill_player_3_15			人物身体受击点	状态_火枪_霰光雷_01		人物身体受击点	0	1	0	0						霰光雷：无敌，无法攻击移动，可以手动取消	1	霰光雷：无敌，无法攻击移动，可以手动取消
4213	4213	10	1	CJSH_skill_player_3_15			人物身体受击点	状态_火枪_霰光雷_01		人物身体受击点	0	1	0	0						霰光雷：无敌，无法攻击移动，可以手动取消	1	霰光雷：无敌，无法攻击移动，可以手动取消
4214	4214	10	1	CJSH_skill_player_3_15			人物身体受击点	状态_火枪_霰光雷_01		人物身体受击点	0	1	0	0						霰光雷：无敌，无法攻击移动，可以手动取消	1	霰光雷：无敌，无法攻击移动，可以手动取消
4215	4215	10	1	CJSH_skill_player_3_15			人物身体受击点	状态_火枪_霰光雷_01		人物身体受击点	0	1	0	0						霰光雷：无敌，无法攻击移动，可以手动取消	1	霰光雷：无敌，无法攻击移动，可以手动取消
4216	4216	10	1	CJSH_skill_player_3_15			人物身体受击点	状态_火枪_霰光雷_01		人物身体受击点	0	1	0	0						霰光雷：无敌，无法攻击移动，可以手动取消	1	霰光雷：无敌，无法攻击移动，可以手动取消
4217	4217	10	1	CJSH_skill_player_3_15			人物身体受击点	状态_火枪_霰光雷_01		人物身体受击点	0	1	0	0						霰光雷：无敌，无法攻击移动，可以手动取消	1	霰光雷：无敌，无法攻击移动，可以手动取消
4218	4218	10	1	CJSH_skill_player_3_15			人物身体受击点	状态_火枪_霰光雷_01		人物身体受击点	0	1	0	0						霰光雷：无敌，无法攻击移动，可以手动取消	1	霰光雷：无敌，无法攻击移动，可以手动取消
4219	4219	10	1	CJSH_skill_player_3_15			人物身体受击点	状态_火枪_霰光雷_01		人物身体受击点	0	1	0	0						霰光雷：无敌，无法攻击移动，可以手动取消	1	霰光雷：无敌，无法攻击移动，可以手动取消
4220	4220	10	1	CJSH_skill_player_3_15			人物身体受击点	状态_火枪_霰光雷_01		人物身体受击点	0	1	0	0						霰光雷：无敌，无法攻击移动，可以手动取消	1	霰光雷：无敌，无法攻击移动，可以手动取消
																				0	1	
4241	4241	10	1	CJSH_skill_player_3_16			人物身体前置点	状态_火枪_排子炮_01		人物身体受击点	0	1	1	0						定时炸弹：10秒钟后爆炸，造成500点远攻伤害	1	定时炸弹：10秒钟后爆炸，造成500点远攻伤害
4242	4242	10	1	CJSH_skill_player_3_16			人物身体前置点	状态_火枪_排子炮_01		人物身体受击点	0	1	1	0						定时炸弹：10秒钟后爆炸，造成500点远攻伤害	1	定时炸弹：10秒钟后爆炸，造成500点远攻伤害
4243	4243	10	1	CJSH_skill_player_3_16			人物身体前置点	状态_火枪_排子炮_01		人物身体受击点	0	1	1	0						定时炸弹：10秒钟后爆炸，造成500点远攻伤害	1	定时炸弹：10秒钟后爆炸，造成500点远攻伤害
4244	4244	10	1	CJSH_skill_player_3_16			人物身体前置点	状态_火枪_排子炮_01		人物身体受击点	0	1	1	0						定时炸弹：10秒钟后爆炸，造成500点远攻伤害	1	定时炸弹：10秒钟后爆炸，造成500点远攻伤害
4245	4245	10	1	CJSH_skill_player_3_16			人物身体前置点	状态_火枪_排子炮_01		人物身体受击点	0	1	1	0						定时炸弹：10秒钟后爆炸，造成500点远攻伤害	1	定时炸弹：10秒钟后爆炸，造成500点远攻伤害
4246	4246	10	1	CJSH_skill_player_3_16			人物身体前置点	状态_火枪_排子炮_01		人物身体受击点	0	1	1	0						定时炸弹：10秒钟后爆炸，造成500点远攻伤害	1	定时炸弹：10秒钟后爆炸，造成500点远攻伤害
4247	4247	10	1	CJSH_skill_player_3_16			人物身体前置点	状态_火枪_排子炮_01		人物身体受击点	0	1	1	0						定时炸弹：10秒钟后爆炸，造成500点远攻伤害	1	定时炸弹：10秒钟后爆炸，造成500点远攻伤害
4248	4248	10	1	CJSH_skill_player_3_16			人物身体前置点	状态_火枪_排子炮_01		人物身体受击点	0	1	1	0						定时炸弹：10秒钟后爆炸，造成500点远攻伤害	1	定时炸弹：10秒钟后爆炸，造成500点远攻伤害
4249	4249	10	1	CJSH_skill_player_3_16			人物身体前置点	状态_火枪_排子炮_01		人物身体受击点	0	1	1	0						定时炸弹：10秒钟后爆炸，造成500点远攻伤害	1	定时炸弹：10秒钟后爆炸，造成500点远攻伤害
4250	4250	10	1	CJSH_skill_player_3_16			人物身体前置点	状态_火枪_排子炮_01		人物身体受击点	0	1	1	0						定时炸弹：10秒钟后爆炸，造成500点远攻伤害	1	定时炸弹：10秒钟后爆炸，造成500点远攻伤害
																				0	1	
																				0	1	
4261	4261	10	1	CJSH_skill_player_4_1			人物脚部绑定点			人物身体受击点	0	1	1	0	1	火枪_地雷网_blt	人物左手绑定点	人物身体受击点	1	地网雷：受到束缚，不能移动攻击	1	地网雷：受到束缚，不能移动攻击
4262	4262	10	1	CJSH_skill_player_4_1			人物脚部绑定点			人物身体受击点	0	1	1	0	1	火枪_地雷网_blt	人物左手绑定点	人物身体受击点	1	地网雷：受到束缚，不能移动攻击	1	地网雷：受到束缚，不能移动攻击
4263	4263	10	1	CJSH_skill_player_4_1			人物脚部绑定点			人物身体受击点	0	1	1	0	1	火枪_地雷网_blt	人物左手绑定点	人物身体受击点	1	地网雷：受到束缚，不能移动攻击	1	地网雷：受到束缚，不能移动攻击
4264	4264	10	1	CJSH_skill_player_4_1			人物脚部绑定点			人物身体受击点	0	1	1	0	1	火枪_地雷网_blt	人物左手绑定点	人物身体受击点	1	地网雷：受到束缚，不能移动攻击	1	地网雷：受到束缚，不能移动攻击
4265	4265	10	1	CJSH_skill_player_4_1			人物脚部绑定点			人物身体受击点	0	1	1	0	1	火枪_地雷网_blt	人物左手绑定点	人物身体受击点	1	地网雷：受到束缚，不能移动攻击	1	地网雷：受到束缚，不能移动攻击
4266	4266	10	1	CJSH_skill_player_4_1			人物脚部绑定点			人物身体受击点	0	1	1	0	1	火枪_地雷网_blt	人物左手绑定点	人物身体受击点	1	地网雷：受到束缚，不能移动攻击	1	地网雷：受到束缚，不能移动攻击
4267	4267	10	1	CJSH_skill_player_4_1			人物脚部绑定点			人物身体受击点	0	1	1	0	1	火枪_地雷网_blt	人物左手绑定点	人物身体受击点	1	地网雷：受到束缚，不能移动攻击	1	地网雷：受到束缚，不能移动攻击
4268	4268	10	1	CJSH_skill_player_4_1			人物脚部绑定点			人物身体受击点	0	1	1	0	1	火枪_地雷网_blt	人物左手绑定点	人物身体受击点	1	地网雷：受到束缚，不能移动攻击	1	地网雷：受到束缚，不能移动攻击
4269	4269	10	1	CJSH_skill_player_4_1			人物脚部绑定点			人物身体受击点	0	1	1	0	1	火枪_地雷网_blt	人物左手绑定点	人物身体受击点	1	地网雷：受到束缚，不能移动攻击	1	地网雷：受到束缚，不能移动攻击
4270	4270	10	1	CJSH_skill_player_4_1			人物脚部绑定点			人物身体受击点	0	1	1	0	1	火枪_地雷网_blt	人物左手绑定点	人物身体受击点	1	地网雷：受到束缚，不能移动攻击	1	地网雷：受到束缚，不能移动攻击
																				0		
4291	4291	10	1	CJSH_skill_player_4_3			人物脚部绑定点	状态_火枪_一闪_01		人物脚部绑定点	0	1	0	0						一闪：使用攻击技能不计冷却时间	1	一闪：使用攻击技能不计冷却时间
4292	4292	10	1	CJSH_skill_player_4_3			人物脚部绑定点	状态_火枪_一闪_01		人物脚部绑定点	0	1	0	0						一闪：使用攻击技能不计冷却时间	1	一闪：使用攻击技能不计冷却时间
4293	4293	10	1	CJSH_skill_player_4_3			人物脚部绑定点	状态_火枪_一闪_01		人物脚部绑定点	0	1	0	0						一闪：使用攻击技能不计冷却时间	1	一闪：使用攻击技能不计冷却时间
4294	4294	10	1	CJSH_skill_player_4_3			人物脚部绑定点	状态_火枪_一闪_01		人物脚部绑定点	0	1	0	0						一闪：使用攻击技能不计冷却时间	1	一闪：使用攻击技能不计冷却时间
4295	4295	10	1	CJSH_skill_player_4_3			人物脚部绑定点	状态_火枪_一闪_01		人物脚部绑定点	0	1	0	0						一闪：使用攻击技能不计冷却时间	1	一闪：使用攻击技能不计冷却时间
4296	4296	10	1	CJSH_skill_player_4_3			人物脚部绑定点	状态_火枪_一闪_01		人物脚部绑定点	0	1	0	0						一闪：使用攻击技能不计冷却时间	1	一闪：使用攻击技能不计冷却时间
4297	4297	10	1	CJSH_skill_player_4_3			人物脚部绑定点	状态_火枪_一闪_01		人物脚部绑定点	0	1	0	0						一闪：使用攻击技能不计冷却时间	1	一闪：使用攻击技能不计冷却时间
4298	4298	10	1	CJSH_skill_player_4_3			人物脚部绑定点	状态_火枪_一闪_01		人物脚部绑定点	0	1	0	0						一闪：使用攻击技能不计冷却时间	1	一闪：使用攻击技能不计冷却时间
4299	4299	10	1	CJSH_skill_player_4_3			人物脚部绑定点	状态_火枪_一闪_01		人物脚部绑定点	0	1	0	0						一闪：使用攻击技能不计冷却时间	1	一闪：使用攻击技能不计冷却时间
4300	4300	10	1	CJSH_skill_player_4_3			人物脚部绑定点	状态_火枪_一闪_01		人物脚部绑定点	0	1	0	0						一闪：使用攻击技能不计冷却时间	1	一闪：使用攻击技能不计冷却时间
																				0		
#	先知						人物身体前置点													0		
																				0		
																				0		
																				0		
5061	5061	10	1	CJSH_skill_player_4_9			人物身体前置点	状态_先知_沉默缄言_01		人物身体受击点	0	1	1	0						沉默箴言：沉默	1	沉默箴言：沉默
5062	5062	10	1	CJSH_skill_player_4_9			人物身体前置点	状态_先知_沉默缄言_01		人物身体受击点	0	1	1	0						沉默箴言：沉默	1	沉默箴言：沉默
5063	5063	10	1	CJSH_skill_player_4_9			人物身体前置点	状态_先知_沉默缄言_01		人物身体受击点	0	1	1	0						沉默箴言：沉默	1	沉默箴言：沉默
5064	5064	10	1	CJSH_skill_player_4_9			人物身体前置点	状态_先知_沉默缄言_01		人物身体受击点	0	1	1	0						沉默箴言：沉默	1	沉默箴言：沉默
5065	5065	10	1	CJSH_skill_player_4_9			人物身体前置点	状态_先知_沉默缄言_01		人物身体受击点	0	1	1	0						沉默箴言：沉默	1	沉默箴言：沉默
5066	5066	10	1	CJSH_skill_player_4_9			人物身体前置点	状态_先知_沉默缄言_01		人物身体受击点	0	1	1	0						沉默箴言：沉默	1	沉默箴言：沉默
5067	5067	10	1	CJSH_skill_player_4_9			人物身体前置点	状态_先知_沉默缄言_01		人物身体受击点	0	1	1	0						沉默箴言：沉默	1	沉默箴言：沉默
5068	5068	10	1	CJSH_skill_player_4_9			人物身体前置点	状态_先知_沉默缄言_01		人物身体受击点	0	1	1	0						沉默箴言：沉默	1	沉默箴言：沉默
5069	5069	10	1	CJSH_skill_player_4_9			人物身体前置点	状态_先知_沉默缄言_01		人物身体受击点	0	1	1	0						沉默箴言：沉默	1	沉默箴言：沉默
5070	5070	10	1	CJSH_skill_player_4_9			人物身体前置点	状态_先知_沉默缄言_01		人物身体受击点	0	1	1	0						沉默箴言：沉默	1	沉默箴言：沉默
5071	5071	10	1	CJSH_skill_player_4_10			人物身体前置点	状态_先知_禁锢箴言_01		人物脚部绑定点	0	1	1	0						禁锢箴言：无法移动，受到火之惩戒、风之惩戒、天之惩戒伤害加深20%	1	禁锢箴言：无法移动，受到火之惩戒、风之惩戒、天之惩戒伤害加深20%
5072	5072	10	1	CJSH_skill_player_4_10			人物身体前置点	状态_先知_禁锢箴言_01		人物脚部绑定点	0	1	1	0						禁锢箴言：无法移动，受到火之惩戒、风之惩戒、天之惩戒伤害加深20%	1	禁锢箴言：无法移动，受到火之惩戒、风之惩戒、天之惩戒伤害加深20%
5073	5073	10	1	CJSH_skill_player_4_10			人物身体前置点	状态_先知_禁锢箴言_01		人物脚部绑定点	0	1	1	0						禁锢箴言：无法移动，受到火之惩戒、风之惩戒、天之惩戒伤害加深20%	1	禁锢箴言：无法移动，受到火之惩戒、风之惩戒、天之惩戒伤害加深20%
5074	5074	10	1	CJSH_skill_player_4_10			人物身体前置点	状态_先知_禁锢箴言_01		人物脚部绑定点	0	1	1	0						禁锢箴言：无法移动，受到火之惩戒、风之惩戒、天之惩戒伤害加深20%	1	禁锢箴言：无法移动，受到火之惩戒、风之惩戒、天之惩戒伤害加深20%
5075	5075	10	1	CJSH_skill_player_4_10			人物身体前置点	状态_先知_禁锢箴言_01		人物脚部绑定点	0	1	1	0						禁锢箴言：无法移动，受到火之惩戒、风之惩戒、天之惩戒伤害加深20%	1	禁锢箴言：无法移动，受到火之惩戒、风之惩戒、天之惩戒伤害加深20%
5076	5076	10	1	CJSH_skill_player_4_10			人物身体前置点	状态_先知_禁锢箴言_01		人物脚部绑定点	0	1	1	0						禁锢箴言：无法移动，受到火之惩戒、风之惩戒、天之惩戒伤害加深20%	1	禁锢箴言：无法移动，受到火之惩戒、风之惩戒、天之惩戒伤害加深20%
5077	5077	10	1	CJSH_skill_player_4_10			人物身体前置点	状态_先知_禁锢箴言_01		人物脚部绑定点	0	1	1	0						禁锢箴言：无法移动，受到火之惩戒、风之惩戒、天之惩戒伤害加深20%	1	禁锢箴言：无法移动，受到火之惩戒、风之惩戒、天之惩戒伤害加深20%
5078	5078	10	1	CJSH_skill_player_4_10			人物身体前置点	状态_先知_禁锢箴言_01		人物脚部绑定点	0	1	1	0						禁锢箴言：无法移动，受到火之惩戒、风之惩戒、天之惩戒伤害加深20%	1	禁锢箴言：无法移动，受到火之惩戒、风之惩戒、天之惩戒伤害加深20%
5079	5079	10	1	CJSH_skill_player_4_10			人物身体前置点	状态_先知_禁锢箴言_01		人物脚部绑定点	0	1	1	0						禁锢箴言：无法移动，受到火之惩戒、风之惩戒、天之惩戒伤害加深20%	1	禁锢箴言：无法移动，受到火之惩戒、风之惩戒、天之惩戒伤害加深20%
5080	5080	10	1	CJSH_skill_player_4_10			人物身体前置点	状态_先知_禁锢箴言_01		人物脚部绑定点	0	1	1	0						禁锢箴言：无法移动，受到火之惩戒、风之惩戒、天之惩戒伤害加深20%	1	禁锢箴言：无法移动，受到火之惩戒、风之惩戒、天之惩戒伤害加深20%
5081	5081	10	1	CJSH_skill_player_4_11			人物身体前置点			人物身体受击点	0	1	0	0						神灯之光：增加智力21点	1	神灯之光：增加智力21点
5082	5082	10	1	CJSH_skill_player_4_11			人物身体前置点			人物身体受击点	0	1	0	0						神灯之光：增加智力38点	1	神灯之光：增加智力38点
5083	5083	10	1	CJSH_skill_player_4_11			人物身体前置点			人物身体受击点	0	1	0	0						神灯之光：增加智力55点	1	神灯之光：增加智力55点
5084	5084	10	1	CJSH_skill_player_4_11			人物身体前置点			人物身体受击点	0	1	0	0						神灯之光：增加智力72点	1	神灯之光：增加智力72点
5085	5085	10	1	CJSH_skill_player_4_11			人物身体前置点			人物身体受击点	0	1	0	0						神灯之光：增加智力89点	1	神灯之光：增加智力89点
5086	5086	10	1	CJSH_skill_player_4_11			人物身体前置点			人物身体受击点	0	1	0	0						神灯之光：增加智力106点	1	神灯之光：增加智力106点
5087	5087	10	1	CJSH_skill_player_4_11			人物身体前置点			人物身体受击点	0	1	0	0						神灯之光：增加智力123点	1	神灯之光：增加智力123点
5088	5088	10	1	CJSH_skill_player_4_11			人物身体前置点			人物身体受击点	0	1	0	0						神灯之光：增加智力140点	1	神灯之光：增加智力140点
5089	5089	10	1	CJSH_skill_player_4_11			人物身体前置点			人物身体受击点	0	1	0	0						神灯之光：增加智力157点	1	神灯之光：增加智力157点
5090	5090	10	1	CJSH_skill_player_4_11			人物身体前置点			人物身体受击点	0	1	0	0						神灯之光：增加智力174点	1	神灯之光：增加智力174点
5091	5091	10	1	CJSH_skill_player_4_12			人物脚部绑定点	状态_先知_玄石之盾_01		人物身体受击点	0	1	0	0						玄石之盾：所有伤害减免5%	1	玄石之盾：所有伤害减免5%
5092	5092	10	1	CJSH_skill_player_4_12			人物脚部绑定点	状态_先知_玄石之盾_01		人物身体受击点	0	1	0	0						玄石之盾：所有伤害减免10%	1	玄石之盾：所有伤害减免10%
5093	5093	10	1	CJSH_skill_player_4_12			人物脚部绑定点	状态_先知_玄石之盾_01		人物身体受击点	0	1	0	0						玄石之盾：所有伤害减免15%	1	玄石之盾：所有伤害减免15%
5094	5094	10	1	CJSH_skill_player_4_12			人物脚部绑定点	状态_先知_玄石之盾_01		人物身体受击点	0	1	0	0						玄石之盾：所有伤害减免20%	1	玄石之盾：所有伤害减免20%
5095	5095	10	1	CJSH_skill_player_4_12			人物脚部绑定点	状态_先知_玄石之盾_01		人物身体受击点	0	1	0	0						玄石之盾：所有伤害减免25%	1	玄石之盾：所有伤害减免25%
5096	5096	10	1	CJSH_skill_player_4_12			人物脚部绑定点	状态_先知_玄石之盾_01		人物身体受击点	0	1	0	0						玄石之盾：所有伤害减免30%	1	玄石之盾：所有伤害减免30%
5097	5097	10	1	CJSH_skill_player_4_12			人物脚部绑定点	状态_先知_玄石之盾_01		人物身体受击点	0	1	0	0						玄石之盾：所有伤害减免35%	1	玄石之盾：所有伤害减免35%
5098	5098	10	1	CJSH_skill_player_4_12			人物脚部绑定点	状态_先知_玄石之盾_01		人物身体受击点	0	1	0	0						玄石之盾：所有伤害减免40%	1	玄石之盾：所有伤害减免40%
5099	5099	10	1	CJSH_skill_player_4_12			人物脚部绑定点	状态_先知_玄石之盾_01		人物身体受击点	0	1	0	0						玄石之盾：所有伤害减免45%	1	玄石之盾：所有伤害减免45%
5100	5100	10	1	CJSH_skill_player_4_12			人物脚部绑定点	状态_先知_玄石之盾_01		人物身体受击点	0	1	0	0						玄石之盾：所有伤害减免50%	1	玄石之盾：所有伤害减免50%
5101	5101	10	1	CJSH_skill_player_4_13			人物身体前置点	状态_先知_气定神闲_01		人物身体受击点	0	1	0	0						气定神闲：下两次需要聚气的技能瞬发	1	气定神闲：下两次需要聚气的技能瞬发
5102	5102	10	1	CJSH_skill_player_4_13			人物身体前置点	状态_先知_气定神闲_01		人物身体受击点	0	1	0	0						气定神闲：下两次需要聚气的技能瞬发	1	气定神闲：下两次需要聚气的技能瞬发
5103	5103	10	1	CJSH_skill_player_4_13			人物身体前置点	状态_先知_气定神闲_01		人物身体受击点	0	1	0	0						气定神闲：下两次需要聚气的技能瞬发	1	气定神闲：下两次需要聚气的技能瞬发
5104	5104	10	1	CJSH_skill_player_4_13			人物身体前置点	状态_先知_气定神闲_01		人物身体受击点	0	1	0	0						气定神闲：下两次需要聚气的技能瞬发	1	气定神闲：下两次需要聚气的技能瞬发
5105	5105	10	1	CJSH_skill_player_4_13			人物身体前置点	状态_先知_气定神闲_01		人物身体受击点	0	1	0	0						气定神闲：下两次需要聚气的技能瞬发	1	气定神闲：下两次需要聚气的技能瞬发
5106	5106	10	1	CJSH_skill_player_4_13			人物身体前置点	状态_先知_气定神闲_01		人物身体受击点	0	1	0	0						气定神闲：下两次需要聚气的技能瞬发	1	气定神闲：下两次需要聚气的技能瞬发
5107	5107	10	1	CJSH_skill_player_4_13			人物身体前置点	状态_先知_气定神闲_01		人物身体受击点	0	1	0	0						气定神闲：下两次需要聚气的技能瞬发	1	气定神闲：下两次需要聚气的技能瞬发
5108	5108	10	1	CJSH_skill_player_4_13			人物身体前置点	状态_先知_气定神闲_01		人物身体受击点	0	1	0	0						气定神闲：下两次需要聚气的技能瞬发	1	气定神闲：下两次需要聚气的技能瞬发
5109	5109	10	1	CJSH_skill_player_4_13			人物身体前置点	状态_先知_气定神闲_01		人物身体受击点	0	1	0	0						气定神闲：下两次需要聚气的技能瞬发	1	气定神闲：下两次需要聚气的技能瞬发
5110	5110	10	1	CJSH_skill_player_4_13			人物身体前置点	状态_先知_气定神闲_01		人物身体受击点	0	1	0	0						气定神闲：下两次需要聚气的技能瞬发	1	气定神闲：下两次需要聚气的技能瞬发
5161	5161	10	1	CJSH_skill_player_4_9			人物身体前置点	状态_先知_沉默缄言_01		人物脚部绑定点	0	1	1	0						沉默箴言减速效果：减少移动速度18%	1	沉默箴言减速效果：减少移动速度18%
5162	5162	10	1	CJSH_skill_player_4_9			人物身体前置点	状态_先知_沉默缄言_01		人物脚部绑定点	0	1	1	0						沉默箴言减速效果：减少移动速度21%	1	沉默箴言减速效果：减少移动速度21%
5163	5163	10	1	CJSH_skill_player_4_9			人物身体前置点	状态_先知_沉默缄言_01		人物脚部绑定点	0	1	1	0						沉默箴言减速效果：减少移动速度24%	1	沉默箴言减速效果：减少移动速度24%
5164	5164	10	1	CJSH_skill_player_4_9			人物身体前置点	状态_先知_沉默缄言_01		人物脚部绑定点	0	1	1	0						沉默箴言减速效果：减少移动速度27%	1	沉默箴言减速效果：减少移动速度27%
5165	5165	10	1	CJSH_skill_player_4_9			人物身体前置点	状态_先知_沉默缄言_01		人物脚部绑定点	0	1	1	0						沉默箴言减速效果：减少移动速度30%	1	沉默箴言减速效果：减少移动速度30%
5166	5166	10	1	CJSH_skill_player_4_9			人物身体前置点	状态_先知_沉默缄言_01		人物脚部绑定点	0	1	1	0						沉默箴言减速效果：减少移动速度33%	1	沉默箴言减速效果：减少移动速度33%
5167	5167	10	1	CJSH_skill_player_4_9			人物身体前置点	状态_先知_沉默缄言_01		人物脚部绑定点	0	1	1	0						沉默箴言减速效果：减少移动速度36%	1	沉默箴言减速效果：减少移动速度36%
5168	5168	10	1	CJSH_skill_player_4_9			人物身体前置点	状态_先知_沉默缄言_01		人物脚部绑定点	0	1	1	0						沉默箴言减速效果：减少移动速度39%	1	沉默箴言减速效果：减少移动速度39%
5169	5169	10	1	CJSH_skill_player_4_9			人物身体前置点	状态_先知_沉默缄言_01		人物脚部绑定点	0	1	1	0						沉默箴言减速效果：减少移动速度42%	1	沉默箴言减速效果：减少移动速度42%
5170	5170	10	1	CJSH_skill_player_4_9			人物身体前置点	状态_先知_沉默缄言_01		人物脚部绑定点	0	1	1	0						沉默箴言减速效果：减少移动速度45%	1	沉默箴言减速效果：减少移动速度45%
																				0		
5171	5171	10	1	CJSH_skill_player_4_5			人物身体前置点	状态_风之惩戒_01		人物脚部绑定点	0	1	1	0						风之惩戒：每秒受到6点魔攻伤害。释放者魔攻伤害计算比率10%，目标魔防计算比率6%	1	风之惩戒：每秒受到6点魔攻伤害。释放者魔攻伤害计算比率10%，目标魔防计算比率6%
5172	5172	10	1	CJSH_skill_player_4_5			人物身体前置点	状态_风之惩戒_01		人物脚部绑定点	0	1	1	0						风之惩戒：每秒受到12点魔攻伤害。释放者魔攻伤害计算比率10%，目标魔防计算比率6%	1	风之惩戒：每秒受到12点魔攻伤害。释放者魔攻伤害计算比率10%，目标魔防计算比率6%
5173	5173	10	1	CJSH_skill_player_4_5			人物身体前置点	状态_风之惩戒_01		人物脚部绑定点	0	1	1	0						风之惩戒：每秒受到18点魔攻伤害。释放者魔攻伤害计算比率10%，目标魔防计算比率6%	1	风之惩戒：每秒受到18点魔攻伤害。释放者魔攻伤害计算比率10%，目标魔防计算比率6%
5174	5174	10	1	CJSH_skill_player_4_5			人物身体前置点	状态_风之惩戒_01		人物脚部绑定点	0	1	1	0						风之惩戒：每秒受到24点魔攻伤害。释放者魔攻伤害计算比率10%，目标魔防计算比率6%	1	风之惩戒：每秒受到24点魔攻伤害。释放者魔攻伤害计算比率10%，目标魔防计算比率6%
5175	5175	10	1	CJSH_skill_player_4_5			人物身体前置点	状态_风之惩戒_01		人物脚部绑定点	0	1	1	0						风之惩戒：每秒受到30点魔攻伤害。释放者魔攻伤害计算比率10%，目标魔防计算比率6%	1	风之惩戒：每秒受到30点魔攻伤害。释放者魔攻伤害计算比率10%，目标魔防计算比率6%
5176	5176	10	1	CJSH_skill_player_4_5			人物身体前置点	状态_风之惩戒_01		人物脚部绑定点	0	1	1	0						风之惩戒：每秒受到46点魔攻伤害。释放者魔攻伤害计算比率10%，目标魔防计算比率6%	1	风之惩戒：每秒受到46点魔攻伤害。释放者魔攻伤害计算比率10%，目标魔防计算比率6%
5177	5177	10	1	CJSH_skill_player_4_5			人物身体前置点	状态_风之惩戒_01		人物脚部绑定点	0	1	1	0						风之惩戒：每秒受到52点魔攻伤害。释放者魔攻伤害计算比率10%，目标魔防计算比率6%	1	风之惩戒：每秒受到52点魔攻伤害。释放者魔攻伤害计算比率10%，目标魔防计算比率6%
