5153	闪避增强	命中修正值		闪避修正值	3	会心修正值																													13		1	5153	111	5153	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	1
5154	闪避增强	命中修正值		闪避修正值	4	会心修正值																													13		1	5154	111	5154	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	1
5155	闪避增强	命中修正值		闪避修正值	5	会心修正值																													13		1	5155	111	5155	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	1
5156	闪避增强	命中修正值		闪避修正值	6	会心修正值																													13		1	5156	111	5156	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	1
5157	闪避增强	命中修正值		闪避修正值	7	会心修正值																													13		1	5157	111	5157	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	1
5158	闪避增强	命中修正值		闪避修正值	8	会心修正值																													13		1	5158	111	5158	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	1
5159	闪避增强	命中修正值		闪避修正值	9	会心修正值																													13		1	5159	111	5159	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	1
5160	闪避增强	命中修正值		闪避修正值	10	会心修正值																													13		1	5160	111	5160	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	1
5161	沉默箴言减速	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	-1	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	-18	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_0014	1	5161	112	5161	-1	0	1	0	0	0	0	0	0	0	4000	0	0	0	2	0	0				-1	
5162	沉默箴言减速	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	-1	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	-21	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_0014	1	5162	112	5162	-1	0	1	0	0	0	0	0	0	0	4000	0	0	0	2	0	0				-1	
5163	沉默箴言减速	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	-1	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	-24	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_0014	1	5163	112	5163	-1	0	1	0	0	0	0	0	0	0	4000	0	0	0	2	0	0				-1
5164	沉默箴言减速	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	-1	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	-27	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_0014	1	5164	112	5164	-1	0	1	0	0	0	0	0	0	0	4000	0	0	0	2	0	0				-1
5165	沉默箴言减速	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	-1	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	-30	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_0014	1	5165	112	5165	-1	0	1	0	0	0	0	0	0	0	4000	0	0	0	2	0	0				-1
5166	沉默箴言减速	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	-1	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	-33	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_0014	1	5166	112	5166	-1	0	1	0	0	0	0	0	0	0	4000	0	0	0	2	0	0				-1
5167	沉默箴言减速	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	-1	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	-36	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_0014	1	5167	112	5167	-1	0	1	0	0	0	0	0	0	0	4000	0	0	0	2	0	0				-1
5168	沉默箴言减速	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	-1	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	-39	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_0014	1	5168	112	5168	-1	0	1	0	0	0	0	0	0	0	4000	0	0	0	2	0	0				-1
5169	沉默箴言减速	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	-1	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	-42	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_0014	1	5169	112	5169	-1	0	1	0	0	0	0	0	0	0	4000	0	0	0	2	0	0				-1
5170	沉默箴言减速	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	-1	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	-45	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_0014	1	5170	112	5170	-1	0	1	0	0	0	0	0	0	0	4000	0	0	0	2	0	0				-1
5171	风之惩戒dot	0为按点数修正，1为按百分比修正	0	伤害类型	2	伤害数值	6	自身攻击力计算比重	10	对方防御力计算比重	6																								63	STD_IMPACT_003	1	5171	113	5171	-1	0	1	0	0	0	0	0	1	0	6000	1000	0	0	-1	1	0				-1
5172	风之惩戒dot	0为按点数修正，1为按百分比修正	0	伤害类型	2	伤害数值	12	自身攻击力计算比重	10	对方防御力计算比重	6																								63	STD_IMPACT_003	1	5172	113	5172	-1	0	1	0	0	0	0	0	1	0	6000	1000	0	0	-1	1	0				-1
5173	风之惩戒dot	0为按点数修正，1为按百分比修正	0	伤害类型	2	伤害数值	18	自身攻击力计算比重	10	对方防御力计算比重	6																								63	STD_IMPACT_003	1	5173	113	5173	-1	0	1	0	0	0	0	0	1	0	6000	1000	0	0	-1	1	0				-1
5174	风之惩戒dot	0为按点数修正，1为按百分比修正	0	伤害类型	2	伤害数值	24	自身攻击力计算比重	10	对方防御力计算比重	6																								63	STD_IMPACT_003	1	5174	113	5174	-1	0	1	0	0	0	0	0	1	0	6000	1000	0	0	-1	1	0				-1
5175	风之惩戒dot	0为按点数修正，1为按百分比修正	0	伤害类型	2	伤害数值	30	自身攻击力计算比重	10	对方防御力计算比重	6																								63	STD_IMPACT_003	1	5175	113	5175	-1	0	1	0	0	0	0	0	1	0	6000	1000	0	0	-1	1	0				-1
5176	风之惩戒dot	0为按点数修正，1为按百分比修正	0	伤害类型	2	伤害数值	36	自身攻击力计算比重	10	对方防御力计算比重	6																								63	STD_IMPACT_003	1	5176	113	5176	-1	0	1	0	0	0	0	0	1	0	6000	1000	0	0	-1	1	0				-1
5177	风之惩戒dot	0为按点数修正，1为按百分比修正	0	伤害类型	2	伤害数值	42	自身攻击力计算比重	10	对方防御力计算比重	6																								63	STD_IMPACT_003	1	5177	113	5177	-1	0	1	0	0	0	0	0	1	0	6000	1000	0	0	-1	1	0				-1
5178	风之惩戒dot	0为按点数修正，1为按百分比修正	0	伤害类型	2	伤害数值	48	自身攻击力计算比重	10	对方防御力计算比重	6																								63	STD_IMPACT_003	1	5178	113	5178	-1	0	1	0	0	0	0	0	1	0	6000	1000	0	0	-1	1	0				-1
5179	风之惩戒dot	0为按点数修正，1为按百分比修正	0	伤害类型	2	伤害数值	54	自身攻击力计算比重	10	对方防御力计算比重	6																								63	STD_IMPACT_003	1	5179	113	5179	-1	0	1	0	0	0	0	0	1	0	6000	1000	0	0	-1	1	0				-1
5180	风之惩戒dot	0为按点数修正，1为按百分比修正	0	伤害类型	2	伤害数值	60	自身攻击力计算比重	10	对方防御力计算比重	6																								63	STD_IMPACT_003	1	5180	113	5180	-1	0	1	0	0	0	0	0	1	0	6000	1000	0	0	-1	1	0				-1
5181	禁锢箴言	近程伤害百分比	0	远程伤害百分比		魔法伤害百分比	-20	冰系伤害百分比	0	火系伤害百分比	0	电系伤害百分比	0	毒系伤害百分比	0																				61	STD_IMPACT_003	0	5181	114	5181	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0				-1
5182	禁锢箴言	近程伤害百分比	0	远程伤害百分比		魔法伤害百分比	-15	冰系伤害百分比	0	火系伤害百分比	0	电系伤害百分比	0	毒系伤害百分比	0																				61	STD_IMPACT_003	0	5182	114	5182	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0				-1
5183	禁锢箴言	近程伤害百分比	0	远程伤害百分比		魔法伤害百分比	-10	冰系伤害百分比	0	火系伤害百分比	0	电系伤害百分比	0	毒系伤害百分比	0																				61	STD_IMPACT_003	0	5183	114	5183	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0				-1
5184	禁锢箴言	近程伤害百分比	0	远程伤害百分比		魔法伤害百分比	-5	冰系伤害百分比	0	火系伤害百分比	0	电系伤害百分比	0	毒系伤害百分比	0																				61	STD_IMPACT_003	0	5184	114	5184	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0				-1
5185	禁锢箴言	近程伤害百分比	0	远程伤害百分比		魔法伤害百分比	0	冰系伤害百分比	0	火系伤害百分比	0	电系伤害百分比	0	毒系伤害百分比	0																				61	STD_IMPACT_003	0	5185	114	5185	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0				-1
5186	禁锢箴言	近程伤害百分比	0	远程伤害百分比		魔法伤害百分比	5	冰系伤害百分比	0	火系伤害百分比	0	电系伤害百分比	0	毒系伤害百分比	0																				61	STD_IMPACT_003	0	5186	114	5186	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0				-1
5187	禁锢箴言	近程伤害百分比	0	远程伤害百分比		魔法伤害百分比	10	冰系伤害百分比	0	火系伤害百分比	0	电系伤害百分比	0	毒系伤害百分比	0																				61	STD_IMPACT_003	0	5187	114	5187	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0				-1
5188	禁锢箴言	近程伤害百分比	0	远程伤害百分比		魔法伤害百分比	15	冰系伤害百分比	0	火系伤害百分比	0	电系伤害百分比	0	毒系伤害百分比	0																				61	STD_IMPACT_003	0	5188	114	5188	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0				-1
5189	禁锢箴言	近程伤害百分比	0	远程伤害百分比		魔法伤害百分比	20	冰系伤害百分比	0	火系伤害百分比	0	电系伤害百分比	0	毒系伤害百分比	0																				61	STD_IMPACT_003	0	5189	114	5189	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0				-1
5190	禁锢箴言	近程伤害百分比	0	远程伤害百分比		魔法伤害百分比	25	冰系伤害百分比	0	火系伤害百分比	0	电系伤害百分比	0	毒系伤害百分比	0																				61	STD_IMPACT_003	0	5190	114	5190	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0				-1
5191	天之惩戒火系伤害加深	技能系别ID （技能属于该系别时，有效）	502	威力修正值 （最终物理攻击值 = 物理攻击 + 物理攻击 * 修正 / 100）	50	怒气转换率% （产生的怒气 = 总攻击值 * 转换率 / 100）																													46	STD_IMPACT_003	1	5191	115	5191	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	-1	0	0				-1
5192	天之惩戒火系伤害加深	技能系别ID （技能属于该系别时，有效）	502	威力修正值 （最终物理攻击值 = 物理攻击 + 物理攻击 * 修正 / 100）	50	怒气转换率% （产生的怒气 = 总攻击值 * 转换率 / 100）																													46	STD_IMPACT_003	1	5192	115	5192	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	-1	0	0				-1
5193	天之惩戒火系伤害加深	技能系别ID （技能属于该系别时，有效）	502	威力修正值 （最终物理攻击值 = 物理攻击 + 物理攻击 * 修正 / 100）	50	怒气转换率% （产生的怒气 = 总攻击值 * 转换率 / 100）																													46	STD_IMPACT_003	1	5193	115	5193	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	-1	0	0				-1
5194	天之惩戒火系伤害加深	技能系别ID （技能属于该系别时，有效）	502	威力修正值 （最终物理攻击值 = 物理攻击 + 物理攻击 * 修正 / 100）	50	怒气转换率% （产生的怒气 = 总攻击值 * 转换率 / 100）																													46	STD_IMPACT_003	1	5194	115	5194	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	-1	0	0				-1
5195	天之惩戒火系伤害加深	技能系别ID （技能属于该系别时，有效）	502	威力修正值 （最终物理攻击值 = 物理攻击 + 物理攻击 * 修正 / 100）	50	怒气转换率% （产生的怒气 = 总攻击值 * 转换率 / 100）																													46	STD_IMPACT_003	1	5195	115	5195	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	-1	0	0				-1
5196	天之惩戒火系伤害加深	技能系别ID （技能属于该系别时，有效）	502	威力修正值 （最终物理攻击值 = 物理攻击 + 物理攻击 * 修正 / 100）	50	怒气转换率% （产生的怒气 = 总攻击值 * 转换率 / 100）																													46	STD_IMPACT_003	1	5196	115	5196	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	-1	0	0				-1
5197	天之惩戒火系伤害加深	技能系别ID （技能属于该系别时，有效）	502	威力修正值 （最终物理攻击值 = 物理攻击 + 物理攻击 * 修正 / 100）	50	怒气转换率% （产生的怒气 = 总攻击值 * 转换率 / 100）																													46	STD_IMPACT_003	1	5197	115	5197	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	-1	0	0				-1
5198	天之惩戒火系伤害加深	技能系别ID （技能属于该系别时，有效）	502	威力修正值 （最终物理攻击值 = 物理攻击 + 物理攻击 * 修正 / 100）	50	怒气转换率% （产生的怒气 = 总攻击值 * 转换率 / 100）																													46	STD_IMPACT_003	1	5198	115	5198	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	-1	0	0				-1
5199	天之惩戒火系伤害加深	技能系别ID （技能属于该系别时，有效）	502	威力修正值 （最终物理攻击值 = 物理攻击 + 物理攻击 * 修正 / 100）	50	怒气转换率% （产生的怒气 = 总攻击值 * 转换率 / 100）																													46	STD_IMPACT_003	1	5199	115	5199	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	-1	0	0				-1
5200	天之惩戒火系伤害加深	技能系别ID （技能属于该系别时，有效）	502	威力修正值 （最终物理攻击值 = 物理攻击 + 物理攻击 * 修正 / 100）	50	怒气转换率% （产生的怒气 = 总攻击值 * 转换率 / 100）																													46	STD_IMPACT_003	1	5200	115	5200	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	-1	0	0				-1
5201	沙之惩戒定身效果	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	0	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_014	1	5201	116	5201	-1	0	1	0	0	0	0	0	0	0	4000	0	0	0	-1	0	0				-1
5202	沙之惩戒定身效果	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	0	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_014	1	5202	116	5202	-1	0	1	0	0	0	0	0	0	0	4500	0	0	0	-1	0	0				-1
5203	沙之惩戒定身效果	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	0	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_014	1	5203	116	5203	-1	0	1	0	0	0	0	0	0	0	5000	0	0	0	-1	0	0				-1
5204	沙之惩戒定身效果	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	0	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_014	1	5204	116	5204	-1	0	1	0	0	0	0	0	0	0	5500	0	0	0	-1	0	0				-1
5205	沙之惩戒定身效果	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	0	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_014	1	5205	116	5205	-1	0	1	0	0	0	0	0	0	0	6000	0	0	0	-1	0	0				-1
5206	沙之惩戒定身效果	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	0	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_014	1	5206	116	5206	-1	0	1	0	0	0	0	0	0	0	6500	0	0	0	-1	0	0				-1
5207	沙之惩戒定身效果	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	0	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_014	1	5207	116	5207	-1	0	1	0	0	0	0	0	0	0	7000	0	0	0	-1	0	0				-1
5208	沙之惩戒定身效果	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	0	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_014	1	5208	116	5208	-1	0	1	0	0	0	0	0	0	0	7500	0	0	0	-1	0	0				-1
5209	沙之惩戒定身效果	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	0	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_014	1	5209	116	5209	-1	0	1	0	0	0	0	0	0	0	8000	0	0	0	-1	0	0				-1
5210	沙之惩戒定身效果	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	0	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_014	1	5210	116	5210	-1	0	1	0	0	0	0	0	0	0	8500	0	0	0	-1	0	0				-1
5211	禁锢箴言冰冻伤害加深	技能系别ID （技能属于该系别时，有效）	501	威力修正值 （最终物理攻击值 = 物理攻击 + 物理攻击 * 修正 / 100）	20	怒气转换率% （产生的怒气 = 总攻击值 * 转换率 / 100）																													46	STD_IMPACT_003	1	5211	117	5211	-1	0	1	0	0	0	0	0	0	0	4000	0	0	0	2	0	0				-1
5212	禁锢箴言冰冻伤害加深	技能系别ID （技能属于该系别时，有效）	501	威力修正值 （最终物理攻击值 = 物理攻击 + 物理攻击 * 修正 / 100）	20	怒气转换率% （产生的怒气 = 总攻击值 * 转换率 / 100）																													46	STD_IMPACT_003	1	5212	117	5212	-1	0	1	0	0	0	0	0	0	0	4500	0	0	0	2	0	0				-1
5213	禁锢箴言冰冻伤害加深	技能系别ID （技能属于该系别时，有效）	501	威力修正值 （最终物理攻击值 = 物理攻击 + 物理攻击 * 修正 / 100）	20	怒气转换率% （产生的怒气 = 总攻击值 * 转换率 / 100）																													46	STD_IMPACT_003	1	5213	117	5213	-1	0	1	0	0	0	0	0	0	0	5000	0	0	0	2	0	0				-1
5214	禁锢箴言冰冻伤害加深	技能系别ID （技能属于该系别时，有效）	501	威力修正值 （最终物理攻击值 = 物理攻击 + 物理攻击 * 修正 / 100）	20	怒气转换率% （产生的怒气 = 总攻击值 * 转换率 / 100）																													46	STD_IMPACT_003	1	5214	117	5214	-1	0	1	0	0	0	0	0	0	0	5500	0	0	0	2	0	0				-1
5215	禁锢箴言冰冻伤害加深	技能系别ID （技能属于该系别时，有效）	501	威力修正值 （最终物理攻击值 = 物理攻击 + 物理攻击 * 修正 / 100）	20	怒气转换率% （产生的怒气 = 总攻击值 * 转换率 / 100）																													46	STD_IMPACT_003	1	5215	117	5215	-1	0	1	0	0	0	0	0	0	0	6000	0	0	0	2	0	0				-1
5216	禁锢箴言冰冻伤害加深	技能系别ID （技能属于该系别时，有效）	501	威力修正值 （最终物理攻击值 = 物理攻击 + 物理攻击 * 修正 / 100）	20	怒气转换率% （产生的怒气 = 总攻击值 * 转换率 / 100）																													46	STD_IMPACT_003	1	5216	117	5216	-1	0	1	0	0	0	0	0	0	0	6500	0	0	0	2	0	0				-1
5217	禁锢箴言冰冻伤害加深	技能系别ID （技能属于该系别时，有效）	501	威力修正值 （最终物理攻击值 = 物理攻击 + 物理攻击 * 修正 / 100）	20	怒气转换率% （产生的怒气 = 总攻击值 * 转换率 / 100）																													46	STD_IMPACT_003	1	5217	117	5217	-1	0	1	0	0	0	0	0	0	0	7000	0	0	0	2	0	0				-1
5218	禁锢箴言冰冻伤害加深	技能系别ID （技能属于该系别时，有效）	501	威力修正值 （最终物理攻击值 = 物理攻击 + 物理攻击 * 修正 / 100）	20	怒气转换率% （产生的怒气 = 总攻击值 * 转换率 / 100）																													46	STD_IMPACT_003	1	5218	117	5218	-1	0	1	0	0	0	0	0	0	0	7500	0	0	0	2	0	0				-1
5219	禁锢箴言冰冻伤害加深	技能系别ID （技能属于该系别时，有效）	501	威力修正值 （最终物理攻击值 = 物理攻击 + 物理攻击 * 修正 / 100）	20	怒气转换率% （产生的怒气 = 总攻击值 * 转换率 / 100）																													46	STD_IMPACT_003	1	5219	117	5219	-1	0	1	0	0	0	0	0	0	0	8000	0	0	0	2	0	0				-1
5220	禁锢箴言冰冻伤害加深	技能系别ID （技能属于该系别时，有效）	501	威力修正值 （最终物理攻击值 = 物理攻击 + 物理攻击 * 修正 / 100）	20	怒气转换率% （产生的怒气 = 总攻击值 * 转换率 / 100）																													46	STD_IMPACT_003	1	5220	117	5220	-1	0	1	0	0	0	0	0	0	0	8500	0	0	0	2	0	0				-1
5221	玄石之盾BUFF	概率	100	事件ID	4	目标类型（0自己，1对方）	1	技能ID	517																										66	STD_IMPACT_066	1	5221	118	5221	1	0	1	0	0	0	0	0	0	0	30000	0	0	0	-1	0	0				-1
