INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING
13011800	13	1	3	CJSH_wanfa_add_0_9	蛇	蛇#r#Y攻击力：23#r防御力：19#r敏捷：33#r资质：31#r属性：水#r#r#R特殊技：水汪眼#W	1	0	0	4	99	-1	-1	-1	-1	-1	-1	-1	-1	0	0	任务道具	-1	00ccff
13011801	13	1	3	CJSH_wanfa_add_0_8	蛤蟆	蛤蟆#r#Y攻击力：20#r防御力：13#r敏捷：45#r资质：22#r属性：火#r#r#R特殊技：赤瞳波纹#W	1	0	0	4	99	-1	-1	-1	-1	-1	-1	-1	-1	0	0	任务道具	-1	00ccff
13011802	13	1	3	CJSH_Monster_touxiang_2_14	蜘蛛	蜘蛛#r#Y攻击力：17#r防御力：24#r敏捷：18#r资质：26#r属性：木#r#r#R特殊技：龙啸落叶斩#W	1	0	0	4	99	-1	-1	-1	-1	-1	-1	-1	-1	0	0	任务道具	-1	00ccff
13011803	13	1	3	CJSH_Add_0_11	斑翅麻雀	群居的守卫者——斑翅麻雀#r#Y攻击力：13#r防御力：15#r敏捷：30#r资质：20#r属性：风#r#r#R特殊技：凤翼天翔#W	1	0	0	4	99	-1	-1	-1	-1	-1	-1	-1	-1	0	0	任务道具	-1	00ccff
13011804	13	1	3	CJSH_Add_0_13	白翅蝴蝶	美丽的暗毒杀手——白翅蝴蝶#r#Y攻击力：40#r防御力：-3#r敏捷：15#r资质：42#r属性：毒#r#r#R特殊技：神蛊毒灭散#W	1	0	0	4	99	-1	-1	-1	-1	-1	-1	-1	-1	0	0	任务道具	-1	00ccff
13011805	13	1	3	CJSH_Monster_touxiang_8_15	剪刀手螳螂	孤独的双刀客——剪刀手螳螂#r#Y攻击力：52#r防御力：25#r敏捷：32#r资质：0#r属性：无#r#r#R特殊技：居合斩——断津迷航#W	1	0	0	4	99	-1	-1	-1	-1	-1	-1	-1	-1	0	0	任务道具	-1	00ccff
13011806	13	1	3	CJSH_Add_0_12	粘液毛毛虫	完全没有作用的虫子——粘液毛毛虫#r#Y攻击力：？？#r防御力：？？#r敏捷：？？#r资质：？？#r属性：？？#r#r#R特殊技：上古邪神召唤——蚩尤临世#W	1	0	0	4	99	-1	-1	-1	-1	-1	-1	-1	-1	0	0	任务道具	-1	00ccff
#	童趣送信																		-1	0	0		-1	
13011850	13	1	3	CJSH_quest_zawu_1_3	鸡毛信	军机秘文！	1	0	0	4	1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	任务道具	-1	00ccff
13011851	13	1	3	CJSH_quest_zawu_1_3	哈达	献给英雄的哈达	1	0	0	4	1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	任务道具	-1	00ccff
13011852	13	1	3	CJSH_quest_zawu_1_3	鲜花	献给英雄的鲜花	1	0	0	4	1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	任务道具	-1	00ccff
#	小兵速成																		-1	0	0		-1	
13012000	13	3	3	CJSH_item_zhipian_1_6	军官委托证	军官委托证	1	0	0	6	1	413130	-1	-1	-1	-1	-1	-1	-1	0	0	任务道具	-1	00ccff
#	张科用	13013000	13019999																					
13013000	13	1	3	CJSH_item_common_1_4	仙灵玉石	罕见的宝石，散发出奇异光彩	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13013001	13	1	3	CJSH_item_common_1_1	仙灵光石	罕见的宝石，散发出奇异光彩	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13013002	13	1	3	CJSH_item_common_1_5	仙灵彩石	罕见的宝石，散发出奇异光彩	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13013003	13	1	3	CJSH_item_common_1_2	仙灵暗石	罕见的宝石，散发出奇异光彩	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13013004	13	1	3	CJSH_item_common_1_3	仙灵玄石	罕见的宝石，散发出奇异光彩	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13013100	13	1	3	CJSH_wanfa_add_1_16	珍宝皮毛	草原三宝之一，价值不菲	1	0	0	4	150	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13013101	13	1	3	CJSH_wanfa_add_1_15	明目胆汁	草原三宝之一，入药的最好选择	1	0	0	4	150	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13013102	13	1	3	CJSH_wanfa_add_1_14	血玉骨	草原三宝之一，可以雕琢为各种工艺品	1	0	0	4	150	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13013103	13	1	3	CJSH_quest_yihai_1_4	兵士骸骨	古战场中盘桓的孤魂所遗留下来的古物，是战士们怨念的结晶。	1	0	0	4	150	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13013104	13	1	3	CJSH_item_common_1_8	听音海螺	古战场中盘桓的孤魂所遗留下来的古物，是战士们怨念的结晶。	1	0	0	4	150	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13013300	13	1	3	CJSH_item_common_2_4	始耀结晶	始耀的结晶，散发的谱法不可解读	1	0	0	6	1	310021	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13013301	13	1	3	CJSH_item_common_2_2	理耀结晶	理耀的结晶，散发的谱法不可解读	1	0	0	6	1	310021	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13013302	13	1	3	CJSH_item_common_2_3	命耀结晶	命耀的结晶，散发的谱法不可解读	1	0	0	6	1	310021	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13013303	13	1	3	CJSH_item_common_2_1	化耀结晶	化耀的结晶，散发的谱法不可解读	1	0	0	6	1	310021	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13013304	13	1	3	CJSH_item_common_2_5	灭耀结晶	灭耀的结晶，散发的谱法不可解读	1	0	0	6	1	310021	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13013500	13	1	3	CJSH_item_common_2_13	真视眼镜	使用真视眼镜便可看到平常难以被发现的小动物	1	0	0	6	1	300322	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13013501	13	1	3	CJSH_item_common_1_7	传送指轮	它具有神奇的力量，可以通过它进行瞬间移动	1	0	0	6	1	300323	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
#	张科好友任务																							
13013600	13	2	3	CJSH_item_yanhua_1_1	好友烟花	象征两人友谊的烟花。	1	0	0	6	1	300781	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13013700	13	1	3	CJSH_item_grass_1_8	互爱之花	象征好友之间互相相爱的花。	1	0	0	4	1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	任务道具	-1	00ccff
13013701	13	1	3	CJSH_item_grass_1_8	互助之花	象征好友之间互相帮助的花。	1	0	0	4	1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	任务道具	-1	00ccff
13013702	13	1	3	CJSH_item_grass_1_8	互补之花	象征好友之间互相补足的花。	1	0	0	4	1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	任务道具	-1	00ccff
13013703	13	1	3	CJSH_item_grass_1_8	互谅之花	象征好友之间互相体谅的花。	1	0	0	4	1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	任务道具	-1	00ccff
13013704	13	1	3	CJSH_item_grass_1_8	互戒之花	象征好友之间互相提戒的花。	1	0	0	4	1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	任务道具	-1	00ccff
13013705	13	1	3	CJSH_item_grass_1_8	互习之花	象征好友之间互相学习的花。	1	0	0	4	1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	任务道具	-1	00ccff
13013800	13	2	3	CJSH_item_zhipian_1_6	友谊地久天长之信	封面上写有友谊地久天长的信件。	1	0	0	4	1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	任务道具	-1	00ccff
#	张科引导任务																							
13015000	13	1	3	CJSH_wanfa_add_1_11	优质马鬃	良马的鬃毛，可以用于制作工艺品	1	0	0	6	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13015001	13	1	3	CJSH_wanfa_add_1_9	九叶灵芝	拥有九个叶子的奇异灵芝	1	0	0	6	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13015002	13	1	3	CJSH_wanfa_add_1_10	精锐徽章	实力的印证，代表精锐的徽章	1	0	0	6	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13015003	13	1	3	CJSH_wanfa_add_1_5	龙堡明珠	蓝龙城堡中的夜明珠	1	0	0	6	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13015004	13	1	3	CJSH_wanfa_add_1_12	灰蟹巨螯	灰蟹的巨大前鳌	1	0	0	6	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13015005	13	1	3	CJSH_wanfa_add_1_6	恶灵眼	独眼恶灵的眼睛	1	0	0	6	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13015006	13	1	3	CJSH_wanfa_add_1_2	河眼石碑	刻有无法识别的符文的石碑	1	0	0	6	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13015007	13	1	3	CJSH_wanfa_add_1_4	蜻蜓翅膀	巨型蜻蜓的翅膀	1	0	0	6	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13015008	13	1	3	CJSH_wanfa_add_1_8	恐鸟长嘴	恐鸟的喙，坚硬锐利	1	0	0	6	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13015009	13	1	3	CJSH_wanfa_add_1_7	剑龙之角	剑龙的尖角，看起来十分结实	1	0	0	6	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13015010	13	1	3	CJSH_wanfa_add_1_3	翼龙长爪	翼龙的长爪，拥有异常的抓力	1	0	0	6	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13015011	13	1	3	CJSH_wanfa_add_1_1	明心之晶	带在身上可以明心静气的至宝	1	0	0	6	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13015012	13	1	3	CJSH_wanfa_add_1_16	鱼翅	鲜嫩的鱼翅，其肉质肥嫩，可以用来食用	1	0	0	10	50	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
#	春雷用	13020000	13029999																					
13020000	13	2	0	CJSH_item_xiangzi_1_1	被盗的物资	被盗的物资	1	0	0	4	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020001	13	2	1	CJSH_quest_zawu_1_3	扩展仓库	扩展仓库	1	0	0	4	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020002	13	2	2	CJSH_quest_rongqi_1_3	空的水囊	去灵泉去接灵水。	1	0	0	6	1	400003	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020003	13	2	3	CJSH_item_yanhua_1_1	铁木真的烟花	为铁木真的安达指明方向。	1	0	0	6	1	400002	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020004	13	2	4	CJSH_equip_mazhang_1_1	马掌	为秦杨到钧窑窑口处打造。	1	0	0	6	1	400006	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020005	13	2	5	CJSH_item_grass_1_10	木合草	传说由札木合死后所化，幼时青青如翠，可以食用。但长大以后浑身是刺，牛不吃，马不啃。萨满祭司可用其来占卜未来。	1	0	0	4	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020006	13	2	6	CJSH_item_grass_1_3	芨芨草	一种草药，对灵芝牧场的瘟疫有奇效。	1	0	0	4	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020007	13	2	7	CJSH_item_xiangzi_1_1	黑灵珠	黑灵珠	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020008	13	2	8	CJSH_item_xiangzi_1_1	乌羽令	乌羽令	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020009	13	2	9	CJSH_item_xiangzi_1_1	黑钻	黑钻	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020010	13	2	10	CJSH_item_xiangzi_1_1	使团的物资	使团的物资	1	0	0	4	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020011	13	2	11	CJSH_equip_jianzhi_1_1	浪漫神箭	浪漫神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020012	13	2	12	CJSH_equip_jianzhi_1_1	兄弟神箭	兄弟神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020013	13	2	13	CJSH_equip_jianzhi_1_1	复仇神箭	复仇神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020014	13	2	14	CJSH_equip_jianzhi_1_1	容忍神箭	容忍神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020015	13	2	15	CJSH_equip_jianzhi_1_1	英雄神箭	英雄神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020016	13	2	16	CJSH_equip_jianzhi_1_1	智慧神箭	智慧神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020017	13	2	17	CJSH_equip_jianzhi_1_1	荣誉神箭	荣誉神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020018	13	2	18	CJSH_equip_jianzhi_1_1	悲痛神箭	悲痛神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020019	13	2	19	CJSH_equip_jianzhi_1_1	光荣神箭	光荣神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020020	13	2	20	CJSH_equip_jianzhi_1_1	裂金神箭	裂金神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020021	13	2	21	CJSH_equip_jianzhi_1_1	真情神箭	真情神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020022	13	2	22	CJSH_equip_jianzhi_1_1	信仰神箭	信仰神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020023	13	2	23	CJSH_equip_jianzhi_1_1	预兆神箭	预兆神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020024	13	2	24	CJSH_equip_jianzhi_1_1	悲歌神箭	悲歌神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020025	13	2	25	CJSH_equip_jianzhi_1_1	仇恨神箭	仇恨神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020026	13	2	26	CJSH_equip_jianzhi_1_1	战神神箭	战神神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020027	13	2	27	CJSH_equip_jianzhi_1_1	西征神箭	西征神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020028	13	2	28	CJSH_equip_jianzhi_1_1	命运神箭	命运神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020029	13	2	29	CJSH_equip_jianzhi_1_1	波兰神箭	波兰神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020030	13	2	30	CJSH_equip_jianzhi_1_1	匈牙利神箭	匈牙利神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020031	13	2	31	CJSH_equip_jianzhi_1_1	福冈神箭	福冈神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020032	13	2	32	CJSH_equip_jianzhi_1_1	苏门答腊神箭	苏门答腊神箭	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020100	13	2	100	CJSH_quest_xinjia_1_8	褶皱的黑羽密信	右键点击打开	1	0	0	6	1	400200	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020101	13	2	101	CJSH_quest_xinjia_1_8	沾有血迹的黑羽密信	右键点击打开	1	0	0	6	1	400201	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020102	13	2	102	CJSH_quest_xinjia_1_8	浸湿的黑羽密信	右键点击打开	1	0	0	6	1	400202	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020200	13	2	200	CJSH_item_xiangzi_1_5	一箱补给品	箱子正面有一个猪腿的标志，不知道里边装的是什么……	1	0	0	4	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020201	13	2	201	CJSH_item_wanfa_1_1	风干的牛肉	深红的颜色，看起来很有食欲的样子，不过似乎有点咯牙……	1	0	0	4	3	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020202	13	2	202	CJSH_quest_rentou_1_4	巴里斯的头颅	从表情看起来，死的时候没有感到什么痛苦……	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020203	13	2	203	CJSH_quest_xinjia_1_5	作战计划书	火漆封着的一封信，不知道里边写的什么。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020204	13	2	204	CJSH_skill_add_0_2	罗盘针	黄铜打造的仪器，看起来很精致，还有蟠龙的雕纹。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020205	13	2	205	CJSH_quest_xinjia_1_8	航海图	一张发黄的羊皮纸，画着一条船和一些虚线。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020206	13	2	206	CJSH_quest_rongqi_1_9	圣水瓶	一个白色的瓶子，似乎没有什么特别。	1	0	0	6	1	400212	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020207	13	2	207	CJSH_item_hongyao_1_1	恐鸟之血	一块很硬的深红色的凝血，有点像中国的鸡血石。	1	0	0	4	3	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020208	13	2	208	CJSH_item_grass_1_12	幸运三叶草	长有三片叶子的一株草，传说它有神奇的力量，会给持有者带来幸运。	1	0	0	4	3	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020209	13	2	209	CJSH_item_lvyao_1_3	圣者之泪	一种能够解除石化魔法的神奇药剂，据说是一位法师为了破除某些黑暗魔法发明的。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020210	13	2	210	CJSH_item_grass_1_8	五色花	一种神奇的花朵，具有强大的通灵力量，五种颜色的花瓣代表了世间的五种元素。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020211	13	2	211	CJSH_skill_player_3_15	蓝冥神灯	其中充满了极寒的力量，据说是北极之神的东西。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020212	13	2	212	CJSH_item_baoshi_3_3	灵魂水晶	如果配合拜火教的另一样圣物使用，可以将一个人的灵魂放在其中，供持有者使用。	1	0	0	6	1	400213	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020213	13	2	213	CJSH_item_baoshi_3_3	灵魂水晶	如果配合拜火教的另一样圣物使用，可以将一个人的灵魂放在其中，供持有者使用。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020214	13	2	214	CJSH_quest_rongqi_1_9	灌满的圣水瓶	一个白色的瓶子，灌满了水。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020215	13	2	215	CJSH_item_zahuo_1_3	火漆密信	上面还沾满了血迹。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020216	13	2	216	CJSH_equip_shipin_1_1	猫眼饰坠	村长和公主联络的信物。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020217	13	2	217	CJSH_item_shujuan_1_1	空竹密信	从草堆里找出来，真不知道如果羊不小心把它吃了该怎么办。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020218	13	2	218	CJSH_item_common_1_9	乾元珠	一颗透明的珠子，有金光在其中若隐若现。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020219	13	2	219	CJSH_item_kuangshi_1_15	赤色土壤	真不知道普通的泥土怎么会变成这个颜色。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020220	13	2	220	CJSH_ridskill_6_1	黑蹄巨牛腿	足有30斤的重量。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020221	13	2	221	CJSH_item_xiangzi_1_4	冰心鉴	一个密封的匣子，摸起来很凉。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020222	13	2	222	CJSH_quest_mabian_1_1	抛杆	回回炮上重要的部件。	1	0	0	4	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020223	13	2	223	CJSH_skill_player_4_14	残破的佛头	看起来年代很久远。	1	0	0	4	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020224	13	2	224	CJSH_item_baoshi_5_2	荧光玉	在夜晚会发出淡淡荧光。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020225	13	2	225	CJSH_item_common_1_9	乾元珠	一颗透明的珠子，有金光在其中若隐若现。	1	0	0	6	1	400215	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020226	13	2	226	CJSH_item_bupi_1_4	蓝色毛皮	幽冥鬼狐的背皮，传说中拿着它就能看到另一个世界的东西。	1	0	0	4	3	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020227	13	2	227	CJSH_item_grass_1_2	灵狐草	一种仙草，有了它可以和鬼沟通。	1	0	0	4	2	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020228	13	2	228	CJSH_item_zahuo_1_5	海螺	魂音海螺，人的魂魄所留下的声音。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020229	13	2	229	CJSH_equip_jian_1_7	魔剑	剑锋上透出红光，隐藏着很大的煞气。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020230	13	2	230	CJSH_item_juqing_1	野猪肉	巨大的一块野猪肉，足够几户人吃一天。	1	0	0	4	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020231	13	2	231	CJSH_item_baoshi_5_4	熊胆	在大都可以卖一个好价钱。	1	0	0	4	3	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020232	13	2	232	CJSH_item_maopi_1_1	黑山羊皮	大都的商贩经常来收购这种毛皮。	1	0	0	4	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020233	13	2	233	CJSH_item_zahuo_1_2	公牛角	据说这种角可以用来制药。	1	0	0	4	3	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020234	13	2	234	CJSH_item_grass_1_3	龙胆草	部落中萨满常用的药材。	1	0	0	4	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020300	13	2	300	CJSH_item_xiangzi_1_5	黑木盒	刻有波斯花纹，你试着打开它，但却没有办法打开。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020301	13	2	301	CJSH_quest_rongqi_1_5	明教玉瓶	一个精美的玉质水瓶。	1	0	0	6	1	400203	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020302	13	2	302	CJSH_quest_rongqi_1_5	灌满的玉瓶	灌满了清澈的河水！	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020303	13	2	303	CJSH_item_baoshi_3_4	坤离丹	从大蛇坤离头上取下的蛇丹。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020304	13	2	304	CJSH_item_grass_1_12	甘草根	发出清香，入口有淡淡的甜味。	1	0	0	4	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020305	13	2	305	CJSH_item_yaofen_3_1	坤离散	明教急需的解药！	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020306	13	2	306	CJSH_item_add_0_5	绿色烟花	巨鲸帮与波斯明教约好进攻的信号。	1	0	0	6	1	400204	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020307	13	2	307	CJSH_equip_shipin_2_4	圣火令	金色，看不出是什么材料制成，背面刻有波斯文。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020308	13	2	308	CJSH_item_xiangzi_1_4	铁琴印	一块巴掌大的铁琴，琴虽小但拨动琴弦依然会发出动听的声音。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020309	13	2	309	CJSH_quest_rongqi_1_1	杜康	不用掀开盖子就可以闻到浓浓的酒香！	1	0	0	6	1	400205	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020310	13	2	310	CJSH_item_grass_1_9	鹿茸	一种稀有的药材！	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020311	13	2	311	CJSH_item_shuji_1_3	太极图	黑白。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020312	13	2	312	CJSH_equip_xianglian_2_11	翡翠项链	一个精致的翡翠项链。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
