INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING
204	鞑靼铜环刀	10010040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		主武器
205	鞑靼白刃剑	10020040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		主武器
206	鞑靼硬木弓	10030040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		主武器
207	鞑靼云纹枪	10040040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		主武器
208	鞑靼铁头杖	10050040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		主武器
209	鞑靼精钢槌	10060040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		主武器
210	鞑靼铜环盾	10070040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		副武器
211	鞑靼粹炼锏	10080040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		副武器
212	鞑靼晖利箭	10090040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		副武器
213	鞑靼急速弹	10100040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		副武器
214	鞑靼红玉号	10110040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		副武器
215	鞑靼狼牙鼓	10120040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		副武器
216	四象江湖之刀	10019400	1	6	2	11041000	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		主武器
217	四象江湖之剑	10028400	1	6	2	11041000	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		主武器
218	四象江湖之弓	10038400	1	6	2	11041000	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		主武器
219	四象江湖之枪	10048400	1	6	2	11041000	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		主武器
220	四象江湖之杖	10058400	1	6	2	11041000	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		主武器
221	四象江湖之槌	10068400	1	6	2	11041000	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		主武器
222	四象江湖之盾	10077400	1	6	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		副武器
223	四象江湖之锏	10087400	1	6	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		副武器
224	四象江湖羽箭	10097400	1	6	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		副武器
225	四象江湖飞弹	10107400	1	6	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		副武器
226	四象江湖之号	10117400	1	6	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		副武器
227	四象江湖之鼓	10127400	1	6	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		副武器
228	乃蛮黑铁刀	10010050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		主武器
229	乃蛮锐步剑	10020050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		主武器
230	乃蛮扬手弓	10030050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		主武器
231	乃蛮闪击枪	10040050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		主武器
232	乃蛮晶玉杖	10050050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		主武器
233	乃蛮乌金槌	10060050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		主武器
234	乃蛮黑铁盾	10070050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		副武器
235	乃蛮昆吾锏	10080050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		副武器
236	乃蛮舀锐箭	10090050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		副武器
237	乃蛮螺旋弹	10100050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		副武器
238	乃蛮如意号	10110050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		副武器
239	乃蛮封冰鼓	10120050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		副武器
240	乌月风动刀	10010060	1	6	4	11041001	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		主武器
241	乌月紫极剑	10020060	1	6	4	11041001	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		主武器
242	乌月怒人弓	10030060	1	6	4	11041001	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		主武器
243	乌月轰雷枪	10040060	1	6	4	11041001	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		主武器
244	乌月归天杖	10050060	1	6	4	11041001	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		主武器
245	乌月玄铁槌	10060060	1	6	4	11041001	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		主武器
246	乌月风动盾	10070060	1	6	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		副武器
247	乌月三才锏	10080060	1	6	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		副武器
248	乌月灭杀箭	10090060	1	6	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		副武器
249	乌月鸣空弹	10100060	1	6	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		副武器
250	乌月九宫号	10110060	1	6	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		副武器
251	乌月唤雷鼓	10120060	1	6	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		副武器
252	六合江湖之刀	10019500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		主武器
253	六合江湖之剑	10028500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		主武器
254	六合江湖之弓	10038500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		主武器
255	六合江湖之枪	10048500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		主武器
256	六合江湖之杖	10058500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		主武器
257	六合江湖之槌	10068500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		主武器
258	六合江湖之盾	10077500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		副武器
259	六合江湖之锏	10087500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		副武器
260	六合江湖羽箭	10097500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		副武器
261	六合江湖飞弹	10107500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		副武器
262	六合江湖之号	10117500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		副武器
263	六合江湖之鼓	10127500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		副武器
264	凤翔赤精刀	10010070	1	6	6	11041002	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		主武器
265	凤翔奔日剑	10020070	1	6	6	11041002	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		主武器
266	凤翔千疾弓	10030070	1	6	6	11041002	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		主武器
267	凤翔明应枪	10040070	1	6	6	11041002	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		主武器
268	凤翔伏魔杖	10050070	1	6	6	11041002	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		主武器
269	凤翔百裂槌	10060070	1	6	6	11041002	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		主武器
270	凤翔赤精盾	10070070	1	6	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		副武器
271	凤翔定光锏	10080070	1	6	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		副武器
272	凤翔鬼泣箭	10090070	1	6	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		副武器
273	凤翔流星弹	10100070	1	6	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		副武器
274	凤翔七星号	10110070	1	6	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		副武器
275	凤翔龙啸鼓	10120070	1	6	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		副武器
276	神龙掌门之刀	10019600	1	6	7	11041003	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		主武器
277	神龙掌门之剑	10028600	1	6	7	11041003	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		主武器
278	神龙掌门之弓	10038600	1	6	7	11041003	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		主武器
279	神龙掌门之枪	10048600	1	6	7	11041003	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		主武器
280	神龙掌门之杖	10058600	1	6	7	11041003	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		主武器
281	神龙掌门之槌	10068600	1	6	7	11041003	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		主武器
282	神龙掌门之盾	10077600	1	6	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		副武器
283	神龙掌门之锏	10087600	1	6	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		副武器
284	神龙掌门羽箭	10097600	1	6	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		副武器
285	神龙掌门飞弹	10107600	1	6	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		副武器
286	神龙掌门之号	10117600	1	6	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		副武器
287	神龙掌门之鼓	10127600	1	6	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		副武器
288	西辽地龙刀	10010080	1	6	8	11041003	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		主武器
289	西辽粲星剑	10020080	1	6	8	11041003	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		主武器
290	西辽风铃弓	10030080	1	6	8	11041003	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		主武器
291	西辽暴焰枪	10040080	1	6	8	11041003	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		主武器
292	西辽摩天杖	10050080	1	6	8	11041003	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		主武器
293	西辽五行槌	10060080	1	6	8	11041003	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		主武器
294	西辽地龙盾	10070080	1	6	8	11041043	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		副武器
295	西辽飞仙锏	10080080	1	6	8	11041043	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		副武器
296	西辽鸣杀箭	10090080	1	6	8	11041043	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		副武器
297	西辽崩烈弹	10100080	1	6	8	11041043	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		副武器
298	西辽地灵号	10110080	1	6	8	11041043	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		副武器
299	西辽碎魂鼓	10120080	1	6	8	11041043	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		副武器
300	鞑靼青铜头盔	10200040	1	3	1	11041040	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		头盔
301	鞑靼虎斑甲	10230040	1	3	1	11041040	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		衣服
302	鞑靼青龙护手	10250040	1	3	1	11041040	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		护手
303	鞑靼缀星腰带	10260040	1	3	1	11041040	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		腰带
304	鞑靼铁将战靴	10270040	1	3	1	11041040	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		靴子
305	四象江湖铠甲	10238400	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		衣服
306	四象江湖头盔	10208400	1	3	2	11041010	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		头盔
307	四象江湖腰带	10268400	1	3	2	11041000	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		腰带
308	四象江湖护手	10258400	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		护手
309	四象江湖战靴	10278400	1	3	2	11041040	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		靴子
310	四象江湖铠甲	10238410	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		衣服
311	四象江湖头盔	10208410	1	3	2	11041010	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		头盔
312	四象江湖腰带	10268410	1	3	2	11041000	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		腰带
313	四象江湖护手	10258410	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		护手
314	四象江湖战靴	10278410	1	3	2	11041040	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		靴子
315	四象江湖铠甲	10238420	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		衣服
316	四象江湖头盔	10208420	1	3	2	11041010	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		头盔
317	四象江湖腰带	10268420	1	3	2	11041000	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		腰带
318	四象江湖护手	10258420	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		护手
319	四象江湖战靴	10278420	1	3	2	11041040	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		靴子
320	四象江湖铠甲	10238430	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		衣服
321	四象江湖头盔	10208430	1	3	2	11041010	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		头盔
322	四象江湖腰带	10268430	1	3	2	11041000	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		腰带
323	四象江湖护手	10258430	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		护手
324	四象江湖战靴	10278430	1	3	2	11041040	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		靴子
325	四象江湖铠甲	10238440	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		衣服
326	四象江湖头盔	10208440	1	3	2	11041010	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		头盔
327	四象江湖腰带	10268440	1	3	2	11041000	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		腰带
328	四象江湖护手	10258440	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		护手
329	四象江湖战靴	10278440	1	3	2	11041040	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		靴子
330	四象江湖铠甲	10238450	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		衣服
331	四象江湖头盔	10208450	1	3	2	11041010	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		头盔
332	四象江湖腰带	10268450	1	3	2	11041000	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		腰带
333	四象江湖护手	10258450	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		护手
334	四象江湖战靴	10278450	1	3	2	11041040	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		靴子
335	乃蛮玄铁头盔	10200050	1	3	3	11041011	1	11041021	1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		头盔
336	乃蛮督军甲	10230050	1	3	3	11041041	1	11041031	1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		衣服
337	乃蛮黑寂护手	10250050	1	3	3	11041041	1	11041031	1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		护手
338	乃蛮盘蛇腰带	10260050	1	3	3	11041001	1	11041021	1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		腰带
339	乃蛮神木战靴	10270050	1	3	3	11041041	1	11041051	1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		靴子
340	乌月羽银头盔	10200060	1	3	4	11041011	1	11041021	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		头盔
341	乌月梦翔甲	10230060	1	3	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		衣服
342	乌月紫玉护手	10250060	1	3	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		护手
343	乌月寒玉腰带	10260060	1	3	4	11041001	1	11041021	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		腰带
344	乌月风轮战靴	10270060	1	3	4	11041041	1	11041051	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		靴子
345	六合江湖铠甲	10238500	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		衣服
346	六合江湖头盔	10208500	1	3	5	11041012	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		头盔
347	六合江湖腰带	10268500	1	3	5	11041002	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		腰带
348	六合江湖护手	10258500	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		护手
349	六合江湖战靴	10278500	1	3	5	11041042	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		靴子
350	六合江湖铠甲	10238510	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		衣服
351	六合江湖头盔	10208510	1	3	5	11041012	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		头盔
352	六合江湖腰带	10268510	1	3	5	11041002	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		腰带
353	六合江湖护手	10258510	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		护手
354	六合江湖战靴	10278510	1	3	5	11041042	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		靴子
355	六合江湖铠甲	10238520	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		衣服
356	六合江湖头盔	10208520	1	3	5	11041012	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		头盔
357	六合江湖腰带	10268520	1	3	5	11041002	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		腰带
358	六合江湖护手	10258520	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		护手
359	六合江湖战靴	10278520	1	3	5	11041042	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		靴子
360	六合江湖铠甲	10238530	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		衣服
361	六合江湖头盔	10208530	1	3	5	11041012	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		头盔
362	六合江湖腰带	10268530	1	3	5	11041002	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		腰带
363	六合江湖护手	10258530	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		护手
364	六合江湖战靴	10278530	1	3	5	11041042	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		靴子
365	六合江湖铠甲	10238540	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		衣服
366	六合江湖头盔	10208540	1	3	5	11041012	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		头盔
367	六合江湖腰带	10268540	1	3	5	11041002	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		腰带
368	六合江湖护手	10258540	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		护手
369	六合江湖战靴	10278540	1	3	5	11041042	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		靴子
370	六合江湖铠甲	10238550	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		衣服
371	六合江湖头盔	10208550	1	3	5	11041012	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		头盔
372	六合江湖腰带	10268550	1	3	5	11041002	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		腰带
373	六合江湖护手	10258550	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		护手
374	六合江湖战靴	10278550	1	3	5	11041042	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		靴子
375	凤翔紫金头盔	10200070	1	3	6	11041012	1	11041022	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		头盔
376	凤翔银鳞甲	10230070	1	3	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		衣服
377	凤翔绯日护手	10250070	1	3	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		护手
378	凤翔天蚕腰带	10260070	1	3	6	11041002	1	11041022	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		腰带
379	凤翔登云战靴	10270070	1	3	6	11041042	1	11041052	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		靴子
380	神龙掌门铠甲	10238600	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		衣服
381	神龙掌门头盔	10208600	1	3	7	11041013	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		头盔
382	神龙掌门腰带	10268600	1	3	7	11041003	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		腰带
383	神龙掌门护手	10258600	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		护手
384	神龙掌门战靴	10278600	1	3	7	11041043	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		靴子
385	神龙掌门铠甲	10238610	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		衣服
386	神龙掌门头盔	10208610	1	3	7	11041013	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		头盔
387	神龙掌门腰带	10268610	1	3	7	11041003	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		腰带
388	神龙掌门护手	10258610	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		护手
389	神龙掌门战靴	10278610	1	3	7	11041043	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		靴子
390	神龙掌门铠甲	10238620	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		衣服
391	神龙掌门头盔	10208620	1	3	7	11041013	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		头盔
392	神龙掌门腰带	10268620	1	3	7	11041003	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		腰带
393	神龙掌门护手	10258620	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		护手
394	神龙掌门战靴	10278620	1	3	7	11041043	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		靴子
395	神龙掌门铠甲	10238630	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		衣服
396	神龙掌门头盔	10208630	1	3	7	11041013	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		头盔
397	神龙掌门腰带	10268630	1	3	7	11041003	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		腰带
398	神龙掌门护手	10258630	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		护手
399	神龙掌门战靴	10278630	1	3	7	11041043	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		靴子
400	神龙掌门铠甲	10238640	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		衣服
401	神龙掌门头盔	10208640	1	3	7	11041013	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		头盔
402	神龙掌门腰带	10268640	1	3	7	11041003	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		腰带
403	神龙掌门护手	10258640	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		护手
404	神龙掌门战靴	10278640	1	3	7	11041043	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		靴子
405	神龙掌门铠甲	10238650	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		衣服
406	神龙掌门头盔	10208650	1	3	7	11041013	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		头盔
407	神龙掌门腰带	10268650	1	3	7	11041003	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		腰带
408	神龙掌门护手	10258650	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		护手
