INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT
11040505	11	4	505	CJSH_item_jinshuding_1_2	首饰核心材料5	首饰核心材料5	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11040506	11	4	506	CJSH_item_jinshuding_1_2	首饰核心材料6	首饰核心材料6	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11040507	11	4	507	CJSH_item_jinshuding_1_2	首饰核心材料7	首饰核心材料7	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11041000	11	4	1000	CJSH_item_part_1_5	一级装饰部件	装备制造所需材料之一，来源于印度珠宝术。#r #r#g突厥锻造术#cC8B88E、#g罗马铸甲术#cC8B88E的材料。#r #r#g印度珠宝术（1级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11041001	11	4	1001	CJSH_item_part_1_6	二级装饰部件	装备制造所需材料之一，来源于印度珠宝术。#r #r#g突厥锻造术#cC8B88E、#g罗马铸甲术#cC8B88E的材料。#r #r#g印度珠宝术（3级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	3	-1	0	-1	-1	-1	1
11041002	11	4	1002	CJSH_item_part_1_7	三级装饰部件	装备制造所需材料之一，来源于印度珠宝术。#r #r#g突厥锻造术#cC8B88E、#g罗马铸甲术#cC8B88E的材料。#r #r#g印度珠宝术（5级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	5	-1	0	-1	-1	-1	1
11041003	11	4	1003	CJSH_item_part_1_8	四级装饰部件	装备制造所需材料之一，来源于印度珠宝术。#r #r#g突厥锻造术#cC8B88E、#g罗马铸甲术#cC8B88E的材料。#r #r#g印度珠宝术（7级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1
11041010	11	4	1010	CJSH_item_part_2_5	一级藤甲部件	装备制造所需材料之一，来源于中原草药术。#r #r#g罗马铸甲术#cC8B88E、#g波斯工艺术#cC8B88E的材料。#r #r#g中原草药术（1级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11041011	11	4	1011	CJSH_item_part_2_6	二级藤甲部件	装备制造所需材料之一，来源于中原草药术。#r #r#g罗马铸甲术#cC8B88E、#g波斯工艺术#cC8B88E的材料。#r #r#g中原草药术（3级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	3	-1	0	-1	-1	-1	1
11041012	11	4	1012	CJSH_item_part_2_7	三级藤甲部件	装备制造所需材料之一，来源于中原草药术。#r #r#g罗马铸甲术#cC8B88E、#g波斯工艺术#cC8B88E的材料。#r #r#g中原草药术（5级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	5	-1	0	-1	-1	-1	1
11041013	11	4	1013	CJSH_item_part_2_8	四级藤甲部件	装备制造所需材料之一，来源于中原草药术。#r #r#g罗马铸甲术#cC8B88E、#g波斯工艺术#cC8B88E的材料。#r #r#g中原草药术（7级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1
11041020	11	4	1020	CJSH_item_part_1_1	一级皮革部件	装备制造所需材料之一，来源于蒙古驯马术。#r #r#g波斯工艺术#cC8B88E、#g罗马铸甲术#cC8B88E的材料。#r #r#g蒙古驯马术（1级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11041021	11	4	1021	CJSH_item_part_1_2	二级皮革部件	装备制造所需材料之一，来源于蒙古驯马术。#r #r#g波斯工艺术#cC8B88E、#g罗马铸甲术#cC8B88E的材料。#r #r#g蒙古驯马术（3级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	3	-1	0	-1	-1	-1	1
11041022	11	4	1022	CJSH_item_part_1_3	三级皮革部件	装备制造所需材料之一，来源于蒙古驯马术。#r #r#g波斯工艺术#cC8B88E、#g罗马铸甲术#cC8B88E的材料，#r #r#g蒙古驯马术（5级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	5	-1	0	-1	-1	-1	1
11041023	11	4	1023	CJSH_item_part_1_4	四级皮革部件	装备制造所需材料之一，来源于蒙古驯马术。#r #r#g波斯工艺术#cC8B88E、#g罗马铸甲术#cC8B88E的材料。#r #r#g蒙古驯马术（7级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1
11041030	11	4	1030	CJSH_item_part_1_13	一级锻金部件	装备制造所需材料之一，来源于突厥锻造术。#r #r#g突厥锻造术#cC8B88E、#g罗马铸甲术#cC8B88E的材料。#r #r#g突厥锻造术（1级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11041031	11	4	1031	CJSH_item_part_1_14	二级锻金部件	装备制造所需材料之一，来源于突厥锻造术。#r #r#g突厥锻造术#cC8B88E、#g罗马铸甲术#cC8B88E的材料。#r #r#g突厥锻造术（3级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	3	-1	0	-1	-1	-1	1
11041032	11	4	1032	CJSH_item_part_1_15	三级锻金部件	装备制造所需材料之一，来源于突厥锻造术。#r #r#g突厥锻造术#cC8B88E、#g罗马铸甲术#cC8B88E的材料。#r #r#g突厥锻造术（5级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	5	-1	0	-1	-1	-1	1
11041033	11	4	1033	CJSH_item_part_1_16	四级锻金部件	装备制造所需材料之一，来源于突厥锻造术。#r #r#g突厥锻造术#cC8B88E、#g罗马铸甲术#cC8B88E的材料，#r #r#g突厥锻造术（7级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1
11041040	11	4	1040	CJSH_item_part_1_9	一级铁甲部件	装备制造所需材料之一，来源于罗马铸甲术。#r #r#g罗马铸甲术#cC8B88E、#g突厥锻造术#cC8B88E的材料。#r #r#g罗马铸甲术（1级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11041041	11	4	1041	CJSH_item_part_1_10	二级铁甲部件	装备制造所需材料之一，来源于罗马铸甲术。#r #r#g罗马铸甲术#cC8B88E、#g突厥锻造术#cC8B88E的材料。#r #r#g罗马铸甲术（3级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	3	-1	0	-1	-1	-1	1
11041042	11	4	1042	CJSH_item_part_1_11	三级铁甲部件	装备制造所需材料之一，来源于罗马铸甲术。#r #r#g罗马铸甲术#cC8B88E、#g突厥锻造术#cC8B88E的材料。#r #r#g罗马铸甲术（5级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	5	-1	0	-1	-1	-1	1
11041043	11	4	1043	CJSH_item_part_1_12	四级铁甲部件	装备制造所需材料之一，来源于罗马铸甲术。#r #r#g罗马铸甲术#cC8B88E、#g突厥锻造术#cC8B88E的材料。#r #r#g罗马铸甲术（7级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1
11041050	11	4	1050	CJSH_item_part_2_1	一级工艺部件	装备制造所需材料之一，来源于波斯工艺术。#r #r#g罗马铸甲术#cC8B88E、#g波斯工艺术#cC8B88E的材料。#r #r#g波斯工艺术（1级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11041051	11	4	1051	CJSH_item_part_2_2	二级工艺部件	装备制造所需材料之一，来源于波斯工艺术。#r #r#g罗马铸甲术#cC8B88E、#g波斯工艺术#cC8B88E的材料。#r #r#g波斯工艺术（3级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	3	-1	0	-1	-1	-1	1
11041052	11	4	1052	CJSH_item_part_2_3	三级工艺部件	装备制造所需材料之一，来源于波斯工艺术。#r #r#g罗马铸甲术#cC8B88E、#g波斯工艺术#cC8B88E的材料。#r #r#g波斯工艺术（5级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	5	-1	0	-1	-1	-1	1
11041053	11	4	1053	CJSH_item_part_2_4	四级工艺部件	装备制造所需材料之一，来源于波斯工艺术。#r #r#g罗马铸甲术#cC8B88E、#g波斯工艺术#cC8B88E的材料。#r #r#g波斯工艺术（7级）#cC8B88E制造。	1	-1	-1	99	100	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	合成材料	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1
11050001	11	5	1	CJSH_item_common_1_1	初级龙眼石	王城急需的炼金材料，可以用来兑换世传装备。#r #r王城#S龙眼石兑换（王城兑换商店区）#cC8B88E处兑换装备。#r #r#g副本藏宝洞、轮回台#cC8B88E产出，同时#g金币商店（快捷键J）#O装备打造区#N装备强化类#cC8B88E也出售。	1	-1	-1	99	100	10	5	250	-1	-1	-1	-1	-1	4	0	-1	0	0	龙眼石	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11050002	11	5	2	CJSH_item_common_1_2	中级龙眼石	王城急需的炼金材料，可以用来兑换国传装备。#r #r大都#S龙眼石兑换（大都兑换商店区）#cC8B88E处兑换装备。#r #r#g副本藏宝洞、轮回台#cC8B88E产出，同时#g金币商店（快捷键J）#O装备打造区#N装备强化类#cC8B88E也出售。	1	-1	-1	99	100	10	5	250	-1	-1	-1	-1	-1	4	0	-1	0	0	龙眼石	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11050003	11	5	3	CJSH_item_common_1_3	高级龙眼石	王城急需的炼金材料，可以用来兑换神传装备。#r #r大都#S龙眼石兑换（大都兑换商店区）#cC8B88E处兑换装备。#r #r#g副本藏宝洞、轮回台#cC8B88E产出，同时#g金币商店（快捷键J）#O装备打造区#N装备强化类#cC8B88E也出售。	1	-1	-1	99	100	10	5	250	-1	-1	-1	-1	-1	4	0	-1	0	0	龙眼石	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11050004	11	5	4	CJSH_item_common_1_4	天之龙眼石	王城急需的炼金材料，可以用来兑换天传装备。#r #r大都#S龙眼石兑换（大都兑换商店区）#cC8B88E处兑换装备。#r #r#g副本藏宝洞、轮回台#cC8B88E产出，同时#g金币商店（快捷键J）#O装备打造区#N装备强化类#cC8B88E也出售。	1	-1	-1	99	100	10	5	250	-1	-1	-1	-1	-1	4	0	-1	0	0	龙眼石	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11050005	11	5	5	CJSH_item_common_2_15	冥之龙眼石	王城急需的炼金材料，可以用来兑换冥传装备。#r #r大都#S龙眼石兑换（大都兑换商店区）#cC8B88E处兑换装备。#r #r#g大都#S龙眼石兑换（大都兑换商店区）#cC8B88E处，由天之龙眼石兑换而来。	1	-1	-1	99	20000	10	5	250	-1	-1	-1	-1	-1	4	0	-1	0	0	龙眼石	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11060001	11	6	1	CJSH_item_zhipian_1_8	王国银票	王城通用的银票。#r #r#O20级以上的玩家#cC8B88E在王城#S银票兑换商人#cC8B88E或大都#S银票兑换商人#cC8B88E处使用，可兑换到18两银卡。#r #r#g金币商城（快捷键J）#O日常消耗区#N银票珍宝类#cC8B88E出售。	20	-1	-1	99	100	10	10	250	-1	-1	-1	-1	-1	4	0	-1	0	0	银票	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11060002	11	6	2	CJSH_item_zhipian_1_9	大元银票	王城通用的银票。#r #r#O40级以上的玩家#cC8B88E在王城#S银票兑换商人#cC8B88E或大都#S银票兑换商人#cC8B88E处使用，可兑换到90两银卡。#r #r#g金币商城（快捷键J）#O日常消耗区#N银票珍宝类#cC8B88E出售。	40	-1	-1	99	100	10	10	250	-1	-1	-1	-1	-1	4	0	-1	0	0	银票	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11060003	11	6	3	CJSH_item_zhipian_1_10	帝国银票	王城通用的银票。#r #r#O60级以上的玩家#cC8B88E在王城#S银票兑换商人#cC8B88E或大都#S银票兑换商人#cC8B88E处使用，可兑换到180两银卡。#r #r#g金币商城（快捷键J）#O日常消耗区#N银票珍宝类#cC8B88E出售。	60	-1	-1	99	100	10	10	250	-1	-1	-1	-1	-1	4	0	-1	0	0	银票	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11070001	11	7	1	CJSH_item_liangshi_1_2	安南贡米	安南贡米通常只供皇族食用，异常珍贵。	1	-1	-1	99	100	10	3	20	-1	-1	-1	-1	-1	4	0	-1	0	0	商品	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11070002	11	7	2	CJSH_wanfa_add_5_3	高丽红参	这棵红参是由高丽最好的野山参蒸包而成。	1	-1	-1	99	100	10	3	20	-1	-1	-1	-1	-1	4	0	-1	0	0	商品	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11070003	11	7	3	CJSH_item_kuangshi_2_6	天方火枣	产自天方的火枣吸山川之灵气，是滋养身体的良药。	1	-1	-1	99	100	10	3	20	-1	-1	-1	-1	-1	4	0	-1	0	0	商品	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11070004	11	7	4	CJSH_item_kuangshi_2_7	吕宋香芒	吕宋香芒口感香甜，世人称为仙果。	1	-1	-1	99	100	10	3	20	-1	-1	-1	-1	-1	4	0	-1	0	0	商品	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11070005	11	7	5	CJSH_wanfa_add_4_5	天竺红茶	饮用天竺红茶齿间留香，且有强身健体的功效。	1	-1	-1	99	100	10	3	20	-1	-1	-1	-1	-1	4	0	-1	0	0	商品	掉落水晶.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11960001	11	96	1	CJSH_quest_rongqi_1_3	蒙古软皮囊	蒙古人用来携带水或马奶酒的一种容器，草原上几乎人人必备，出售给商人可以换取一定数量的金钱。#r #r在商店出售能换取银子。#r #r怪物有几率掉落，#g金币商店（快捷键J）#O日常消耗区#N银票珍宝类#cC8B88E出售。	1	-1	-1	99	93	93	5	250	-1	-1	-1	-1	-1	4	0	-1	0	0	换钱道具	掉落换钱_01_黄.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11960002	11	96	2	CJSH_item_maopi_1_1	天山白狐皮	一张完整而柔软的白狐皮毛，是缝制衣物的上等材料，出售给商人可以换取一定数量的金钱。#r #r在商店出售能换取银子。#r #r怪物有几率掉落，#g金币商店（快捷键J）#O日常消耗区#N银票珍宝类#cC8B88E出售。	1	-1	-1	99	140	140	5	250	-1	-1	-1	-1	-1	4	0	-1	0	0	换钱道具	掉落换钱_02_白.lmodel	cj_yingguang_huang	0	ffffff	-1	2	-1	0	-1	-1	-1	1
11960003	11	96	3	CJSH_item_packet_1_5	回鹘丝锦囊	使用一种叫做“回鹘丝”材料制成的锦囊，质地柔软，常被用来装钱和珠宝等贵重物品，出售给商人可以换取一定数量的金钱。#r #r在商店出售能换取银子。#r #r怪物有几率掉落，#g金币商店（快捷键J）#O日常消耗区#N银票珍宝类#cC8B88E出售。	1	-1	-1	99	233	233	5	250	-1	-1	-1	-1	-1	4	0	-1	0	0	换钱道具	掉落包_橙.lmodel	cj_yingguang_huang	0	ffffff	-1	3	-1	0	-1	-1	-1	1
11960004	11	96	4	CJSH_quest_rongqi_1_8	景德青花瓶	瓶体洁白细腻，釉质光润，白中泛青，造型优美，青花色泽淡雅，是瓷器中的精品，价格不菲，出售给商人可以换取一定数量的金钱。#r #r在商店出售能换取银子。#r #r怪物有几率掉落，#g金币商店（快捷键J）#O日常消耗区#N银票珍宝类#cC8B88E出售。	1	-1	-1	99	373	373	5	250	-1	-1	-1	-1	-1	4	0	-1	0	0	换钱道具	掉落换钱_03_白.lmodel	cj_yingguang_huang	0	ffffff	-1	4	-1	0	-1	-1	-1	1
11960005	11	96	5	CJSH_item_bupi_1_6	波斯绿毡毯	产于波斯的一种细纹纺织品，精美程度虽比不上江南黄道婆金针银梭纺织的“乌泥泾被”，但是结实耐用。出售给商人可以换取一定数量的金钱。#r #r在商店出售能换取银子。#r #r怪物有几率掉落，#g金币商店（快捷键J）#O日常消耗区#N银票珍宝类#cC8B88E出售。	1	-1	-1	99	513	513	5	250	-1	-1	-1	-1	-1	4	0	-1	0	0	换钱道具	掉落换钱_04_绿.lmodel	cj_yingguang_huang	0	ffffff	-1	5	-1	0	-1	-1	-1	1
11960006	11	96	6	CJSH_item_chengshuidaoju_1_10	里昂鎏银碗	被征服的西方某国贵族所使用的一种器皿。出售给商人可以换取一定数量的金钱。#r #r在商店出售能换取银子。#r #r怪物有几率掉落，#g金币商店（快捷键J）#O日常消耗区#N银票珍宝类#cC8B88E出售。	1	-1	-1	99	653	653	5	250	-1	-1	-1	-1	-1	4	0	-1	0	0	换钱道具	掉落换钱_09_白.lmodel	cj_yingguang_huang	0	ffffff	-1	6	-1	0	-1	-1	-1	1
11960007	11	96	7	CJSH_quest_rongqi_1_5	缅甸翠玉瓶	缅甸玉石制成的宽口玉瓶，质地精良。出售给商人可以换取一定数量的金钱。#r #r在商店出售能换取银子。#r #r怪物有几率掉落，#g金币商店（快捷键J）#O日常消耗区#N银票珍宝类#cC8B88E出售。	1	-1	-1	99	793	793	5	250	-1	-1	-1	-1	-1	4	0	-1	0	0	换钱道具	掉落换钱_05_绿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1
11960008	11	96	8	CJSH_quest_rongqi_1_6	印度羊脂瓶	印度所产的白色晕光玉石精雕细琢而成的瓶子，出售给商人可以换取一定数量的金钱。#r #r在商店出售能换取银子。#r #r怪物有几率掉落，#g金币商店（快捷键J）#O日常消耗区#N银票珍宝类#cC8B88E出售。	1	-1	-1	99	933	933	5	250	-1	-1	-1	-1	-1	4	0	-1	0	0	换钱道具	掉落换钱_06_彩.lmodel	cj_yingguang_huang	0	ffffff	-1	8	-1	0	-1	-1	-1	1
11960009	11	96	9	CJSH_item_kuangshi_2_2	昆仑翡翠石	产于昆仑一带的上等绿色翡翠石，晶莹剔透，常被富贵之人收藏把玩。出售给商人可以换取一定数量的金钱。#r #r在商店出售能换取银子。#r #r怪物有几率掉落，#g金币商店（快捷键J）#O日常消耗区#N银票珍宝类#cC8B88E出售。	1	-1	-1	99	1167	1167	5	250	-1	-1	-1	-1	-1	4	0	-1	0	0	换钱道具	掉落换钱_07_绿.lmodel	cj_yingguang_huang	0	ffffff	-1	9	-1	0	-1	-1	-1	1
11960010	11	96	10	CJSH_quest_rongqi_1_10	中原钧窑瓶	双耳瓷瓶，是钧窑的上等瓷器，造型规整端秀，纹饰丰富，釉白中泛青，莹润光泽。有语云：“纵有家产万贯，不如钧瓷一件”。出售给商人可以换取一定数量的金钱。#r #r在商店出售能换取银子。#r #r怪物有几率掉落，#g金币商店（快捷键J）#O日常消耗区#N银票珍宝类#cC8B88E出售。	1	-1	-1	99	1540	1540	5	250	-1	-1	-1	-1	-1	4	0	-1	0	0	换钱道具	掉落换钱_08_彩.lmodel	cj_yingguang_huang	0	ffffff	-1	10	-1	0	-1	-1	-1	1
11960011	11	96	11	CJSH_item_jinshuding_1_1	银锭	闪闪发光的银锭。出售给商人可以换取一定数量的金钱。#r #r在商店出售能换取银子。	1	-1	-1	99	5000	5000	5	250	-1	-1	-1	-1	-1	4	0	-1	0	0	换钱道具	掉落礼物包.lmodel	cj_yingguang_huang	0	ffffff	-1	11	-1	0	-1	-1	-1	1
11970001	11	97	1	CJSH_item_zhipian_2_5	颠倒符	可以对换两张牌的位置。	1	-1	-1	99	20000	1500	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	牌型道具	掉落符文.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11970011	11	97	11	CJSH_item_zhipian_2_6	顶替符	可以用任意一张牌来替换原来的牌。	1	-1	-1	99	10000	7500	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	牌型道具	掉落符文.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11970021	11	97	21	CJSH_item_zahuo_3_2	乱士符	可在装备上随机铭刻麻将牌型，也可随机更换铭刻麻将牌型。#r #r在王城#S装备铭刻大师（王城装备强化区）#cC8B88E或大都#S装备铭刻大师（大都装备强化区）#cC8B88E处使用，提升装备属性。#r #r消灭#g天龙之魂或十八魔君#cC8B88E获得，或#g波斯工艺术（9级）#cC8B88E制造，同时可在在大都#S威望商店（大都兑换商店区）#cC8B88E购得。	60	-1	-1	99	30000	750	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	牌型道具	掉落符文.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11970022	11	97	22	CJSH_item_zahuo_3_15	强效乱士符	可在装备上随机铭刻麻将牌型，或随机改变装备的现有牌型。#r #r在王城#S装备铭刻大师（王城装备强化区）#cC8B88E或大都#S装备铭刻大师（大都装备强化区）#cC8B88E处使用，提升装备属性。#r #r#g波斯工艺术（10级）#cC8B88E制造。#r #r#O相比一般的乱士符，可能会出现中、发、白牌型。#cC8B88E	60	-1	-1	99	30000	750	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	牌型道具	掉落符文.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11980015	11	98	15	CJSH_item_majiang_2_15	东	这不是一张牌！它继承了中国人民的优秀传统！	60	-1	-1	99	240000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	符文牌	掉落符文.lmodel	cj_yingguang_huang	0	ffffff	-1	10	-1	0	-1	-1	-1	1
11980016	11	98	16	CJSH_item_majiang_2_16	南	这不是一张牌！它继承了中国人民的优秀传统！	60	-1	-1	99	240000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	符文牌	掉落符文.lmodel	cj_yingguang_huang	0	ffffff	-1	10	-1	0	-1	-1	-1	1
11980017	11	98	17	CJSH_item_majiang_3_1	西	这不是一张牌！它继承了中国人民的优秀传统！	60	-1	-1	99	240000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	符文牌	掉落符文.lmodel	cj_yingguang_huang	0	ffffff	-1	10	-1	0	-1	-1	-1	1
11980018	11	98	18	CJSH_item_majiang_3_2	北	这不是一张牌！它继承了中国人民的优秀传统！	60	-1	-1	99	240000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	符文牌	掉落符文.lmodel	cj_yingguang_huang	0	ffffff	-1	10	-1	0	-1	-1	-1	1
11980019	11	98	19	CJSH_item_majiang_2_13	中	这不是一张牌！它继承了中国人民的优秀传统！	60	-1	-1	99	240000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	符文牌	掉落符文.lmodel	cj_yingguang_huang	0	ffffff	-1	10	-1	0	-1	-1	-1	1
11980020	11	98	20	CJSH_item_majiang_2_14	发	这不是一张牌！它继承了中国人民的优秀传统！	60	-1	-1	99	240000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	符文牌	掉落符文.lmodel	cj_yingguang_huang	0	ffffff	-1	10	-1	0	-1	-1	-1	1
11980021	11	98	21	CJSH_item_majiang_2_12	白	这不是一张牌！它继承了中国人民的优秀传统！	60	-1	-1	99	240000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	符文牌	掉落符文.lmodel	cj_yingguang_huang	0	ffffff	-1	10	-1	0	-1	-1	-1	1
11980031	11	98	31	CJSH_item_majiang_1_10	一条	这不是一张牌！它继承了中国人民的优秀传统！	60	-1	-1	99	80000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	符文牌	掉落符文.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
11980032	11	98	32	CJSH_item_majiang_1_11	二条	这不是一张牌！它继承了中国人民的优秀传统！	60	-1	-1	99	80000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	符文牌	掉落符文.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
