INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT
10066270	455	任务槌	产地：波斯地区	CJSH_equip_chui_1_1	槌	掉落槌.lmodel	_新效果01_41	0	26d12b																																	-1	6
10066280	455	任务槌	产地：波斯地区	CJSH_equip_chui_1_1	槌	掉落槌.lmodel	_新效果01_41	0	26d12b																																	-1	6
10066290	455	任务槌	产地：波斯地区	CJSH_equip_chui_1_1	槌	掉落槌.lmodel	_新效果01_41	0	26d12b																																	-1	6
10066300	455	任务槌	产地：波斯地区	CJSH_equip_chui_1_1	槌	掉落槌.lmodel	_新效果01_41	0	26d12b																																	-1	6
10067001	455	木妖槌	产地：莱茵河畔	CJSH_equip_chui_1_1	槌	掉落槌.lmodel	_新效果01_42	0	26d12b																																	-1	6
10068000	455	百度护法之槌	产地：蒙古	CJSH_equip_chuizi_2_11	槌	掉落槌.lmodel	_新效果01_41	0	26d12b																																		6
10068100	455	男爵骑士之槌	产地：蒙古	CJSH_equip_chui_1_5	槌	掉落槌.lmodel	_新效果01_41	0	26d12b																																		6
10068200	455	千寻护法之槌	产地：蒙古	CJSH_equip_chui_1_6	槌	掉落槌.lmodel	_新效果01_41	0	26d12b																																		6
10068300	455	子爵骑士之槌	产地：蒙古	CJSH_equip_chuizi_2_8	槌	掉落槌.lmodel	_新效果01_41	0	26d12b																																		6
10068400	471	四象江湖之槌	产地：蒙古	HAN2_Equip_common_weapon_3_14	槌	掉落槌.lmodel	_新效果01_41	0	26d12b																																		6
10068500	473	六合江湖之槌	产地：蒙古	HAN2_Equip_common_weapon_3_15	槌	掉落槌.lmodel	_新效果01_41	0	26d12b																																		6
10068600	461	神龙掌门之槌	产地：西域	CJSH_equip_chuizi_2_12	槌	掉落槌.lmodel	_新效果01_39	0	ffcc00																																		6
10068700	473	神赐金牌之槌	产地：西域	HAN2_Equip_shenci_weapon_1_11	槌	掉落槌.lmodel	_新效果01_39	0	ffcc00																																		6
10068701	475	天赐金牌之槌	产地：西域	HAN2_Equip_tianci_weapon_1_11	槌	掉落槌.lmodel	_新效果01_39	0	ffcc00																																		6
10068801	457	世传君主之槌	产地：蒙古	HAN2_Equip_shichuan_saman_5	槌	掉落槌.lmodel	_新效果01_37	0	950cff	武器_世传锤_01	武器绑定点03																																6
10068802	459	国传君主之槌	产地：金国	HAN2_Equip_guochuan_saman_5	槌	掉落槌.lmodel	_新效果01_38	0	950cff	武器_国传锤_01	武器绑定点04																																6
10068803	461	神传君主之槌	产地：西域	HAN2_Equip_shenchuan_saman_5	槌	掉落槌.lmodel	_新效果01_39	0	950cff	武器_神传锤_01	武器绑定点04																																6
10068804	461	神龙掌门之槌	产地：西域	CJSH_equip_chuizi_2_12	槌	掉落槌.lmodel	_新效果01_39	0	950cff	武器_神传锤_01	武器绑定点04																																6
10068805	473	神赐金牌之槌	产地：西域	HAN2_Equip_shenci_weapon_1_11	槌	掉落槌.lmodel	_新效果01_39	0	950cff	武器_神赐锤_01	武器绑定点04																																6
10068810	463	天传君主之槌	产地：莱茵河畔	HAN2_Equip_tianchuan_saman_5	槌	掉落槌.lmodel	_新效果01_39	0	950cff	武器_天传锤_01	武器绑定点03																																6
10068811	475	天赐金牌之槌	产地：西域	HAN2_Equip_tianci_weapon_1_11	槌	掉落槌.lmodel	_新效果01_39	0	950cff	武器_天赐锤_01	武器绑定点03																																6
10068850	465	冥传君主之槌	产地：莱茵河畔	HAN2_Equip_mingchuan_saman_5	槌	掉落槌.lmodel	_新效果01_39	0	ffcc00																																		6
10068851	477	冥赐金牌之槌	产地：西域	HAN2_Equip_mingci_weapon_1_11	槌	掉落槌.lmodel	_新效果01_39	0	ffcc00																																		6
10068852	465	冥传君主之槌	产地：莱茵河畔	HAN2_Equip_mingchuan_saman_5	槌	掉落槌.lmodel	_新效果01_39	0	950cff	武器_冥传锤_01	武器绑定点03																																6
10068853	477	冥赐金牌之槌	产地：西域	HAN2_Equip_mingci_weapon_1_11	槌	掉落槌.lmodel	_新效果01_39	0	950cff	武器_冥赐锤_01	武器绑定点03																																6
10069000	461	神传远征之槌	产地：西域	CJSH_equip_chuizi_2_5	槌	掉落槌.lmodel	_新效果01_39	0	ffcc00																																		6
10069001	473	神赐可汗之槌	产地：西域	HAN2_Equip_shenci_weapon_1_11	槌	掉落槌.lmodel	_新效果01_39	0	ffcc00																																		6
10069002	461	神龙刺陵之槌	产地：西域	CJSH_equip_chuizi_2_12	槌	掉落槌.lmodel	_新效果01_39	0	ffcc00																																		6
10069003	463	天传远征之槌	产地：莱茵河畔	CJSH_equip_taozhuang_7_5	槌	掉落槌.lmodel	_新效果01_39	0	ffcc00																																		6
10069004	475	天赐可汗之槌	产地：西域	HAN2_Equip_tianci_weapon_1_11	槌	掉落槌.lmodel	_新效果01_39	0	ffcc00																																		6
10069005	465	冥传君主之槌	产地：西域	HAN2_Equip_mingchuan_saman_5	槌	掉落槌.lmodel	_新效果01_39	0	ffcc00																																		6
10069010	461	神传远征之槌	产地：西域	CJSH_equip_chuizi_2_5	槌	掉落槌.lmodel	_新效果01_39	0	950cff	武器_神传锤_01	武器绑定点04																																6
10069011	473	神赐可汗之槌	产地：西域	HAN2_Equip_shenci_weapon_1_11	槌	掉落槌.lmodel	_新效果01_39	0	950cff	武器_神赐锤_01	武器绑定点04																																6
10069012	461	神龙刺陵之槌	产地：西域	CJSH_equip_chuizi_2_12	槌	掉落槌.lmodel	_新效果01_39	0	950cff	武器_神传锤_01	武器绑定点04																																6
10069013	463	天传远征之槌	产地：莱茵河畔	CJSH_equip_taozhuang_7_5	槌	掉落槌.lmodel	_新效果01_39	0	950cff	武器_天传锤_01	武器绑定点03																																6
10069014	475	天赐可汗之槌	产地：西域	HAN2_Equip_tianci_weapon_1_11	槌	掉落槌.lmodel	_新效果01_39	0	950cff	武器_天赐锤_01	武器绑定点03																																6
10069015	465	冥传君主之槌	产地：西域	HAN2_Equip_mingchuan_saman_5	槌	掉落槌.lmodel	_新效果01_39	0	950cff	武器_冥传锤_01	武器绑定点03																																6
#1007XXXX盾																																										-1	
10070010	56	家传之盾	产地：蒙古	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	0bc0cb																																	-1	7
10070020	56	草原短柄盾	产地：蒙古	CJSH_equip_dun_2_10	盾	掉落盾.lmodel	cj_yingguang_huang	0	0bc0cb																																	-1	7
10070030	56	克烈剔尖盾	产地：蒙古	CJSH_equip_dun_2_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	0bc0cb																																	-1	7
10070040	56	鞑靼铜环盾	产地：蒙古	CJSH_equip_dun_2_11	盾	掉落盾.lmodel	cj_yingguang_huang	0	0bc0cb																																	-1	7
10070050	56	乃蛮黑铁盾	产地：蒙古	CJSH_equip_dun_2_2	盾	掉落盾.lmodel	cj_yingguang_huang	0	0bc0cb																																	-1	7
10070060	56	乌月风动盾	产地：金国	CJSH_equip_dun_1_5	盾	掉落盾.lmodel	cj_yingguang_huang	0	0bc0cb																																	-1	7
10070070	56	凤翔赤精盾	产地：金国	CJSH_equip_dun_1_4	盾	掉落盾.lmodel	cj_yingguang_huang	0	0bc0cb																																	-1	7
10070080	56	西辽地龙盾	产地：西域	CJSH_equip_dun_1_4	盾	掉落盾.lmodel	cj_yingguang_huang	0	0bc0cb																																	-1	7
10070090	56	突厥江鸈盾	产地：西域	CJSH_equip_dun_1_4	盾	掉落盾.lmodel	cj_yingguang_huang	0	0bc0cb																																	-1	7
10070091	56	金帐凝风盾	产地：欧洲	CJSH_equip_dun_1_4	盾	掉落盾.lmodel	cj_yingguang_huang	0	0bc0cb																																		7
10070092	56	中兴补天盾	产地：西域	CJSH_equip_dun_1_4	盾	掉落盾.lmodel	cj_yingguang_huang	0	0bc0cb																																		7
10070093	56	西辽落风盾	产地：西域	CJSH_equip_dun_2_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	0bc0cb																																		7
10070094	56	碎叶宝莲灯盾	产地：西域	CJSH_equip_dun_2_10	盾	掉落盾.lmodel	cj_yingguang_huang	0	0bc0cb																																		7
10070095	56	沙漠火悟盾	产地：西域	CJSH_equip_dun_2_11	盾	掉落盾.lmodel	cj_yingguang_huang	0	0bc0cb																																		7
10070096	56	波斯梵音盾	产地：欧洲	CJSH_equip_dun_2_12	盾	掉落盾.lmodel	cj_yingguang_huang	0	0bc0cb																																		7
10070097	56	基辅旋经盾	产地：欧洲	CJSH_equip_dun_2_5	盾	掉落盾.lmodel	cj_yingguang_huang	0	0bc0cb																																		7
10070098	56	波兰飞晶盾	产地：欧洲	CJSH_equip_dun_2_2	盾	掉落盾.lmodel	cj_yingguang_huang	0	0bc0cb																																		7
10070099	56	匈牙利大明王盾	产地：欧洲	CJSH_equip_dun_2_3	盾	掉落盾.lmodel	cj_yingguang_huang	0	0bc0cb																																		7
10070201	56	破魂盾一级成品	产地：蒙古	CJSH_equip_dun_2_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070202	56	破魂盾二级成品	产地：莫斯科	CJSH_equip_dun_2_10	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070203	56	破魂盾三级成品	产地：波斯地区	CJSH_equip_dun_2_11	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070204	56	破魂盾四级成品	产地：莱茵河畔	CJSH_equip_dun_2_12	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070205	56	辉光白虎盾	产地：印度地区	CJSH_equip_dun_1_9	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070206	56	破魂盾六级成品	产地：西域	CJSH_equip_dun_2_2	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070207	56	破魂盾七级成品	产地：南疆	CJSH_equip_dun_2_3	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070208	56	荣耀白虎盾	产地：中原地区	CJSH_equip_dun_1_10	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070209	56	破魂盾九级成品	产地：波斯地区	CJSH_equip_dun_1_8	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070210	56	至尊白虎盾	产地：蒙古	CJSH_equip_dun_1_8	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070301	56	降魔盾一级成品	产地：莫斯科	CJSH_equip_dun_2_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070302	56	降魔盾二级成品	产地：波斯地区	CJSH_equip_dun_2_10	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070303	56	降魔盾三级成品	产地：莱茵河畔	CJSH_equip_dun_2_11	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070304	56	降魔盾四级成品	产地：印度地区	CJSH_equip_dun_2_12	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070305	56	辉光巨熊盾	产地：西域	CJSH_equip_dun_1_9	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070306	56	降魔盾六级成品	产地：南疆	CJSH_equip_dun_2_2	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070307	56	降魔盾七级成品	产地：中原地区	CJSH_equip_dun_2_3	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070308	56	荣耀巨熊盾	产地：波斯地区	CJSH_equip_dun_1_10	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070309	56	降魔盾九级成品	产地：蒙古	CJSH_equip_dun_1_8	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070310	56	至尊巨熊盾	产地：莫斯科	CJSH_equip_dun_1_8	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070401	56	绝火盾一级成品	产地：波斯地区	CJSH_equip_dun_2_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070402	56	绝火盾二级成品	产地：莱茵河畔	CJSH_equip_dun_2_10	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070403	56	绝火盾三级成品	产地：印度地区	CJSH_equip_dun_2_11	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070404	56	绝火盾四级成品	产地：西域	CJSH_equip_dun_2_12	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070405	56	辉光天狼盾	产地：南疆	CJSH_equip_dun_1_9	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070406	56	绝火盾六级成品	产地：中原地区	CJSH_equip_dun_2_2	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070407	56	绝火盾七级成品	产地：波斯地区	CJSH_equip_dun_2_3	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070408	56	荣耀天狼盾	产地：蒙古	CJSH_equip_dun_1_10	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070409	56	绝火盾九级成品	产地：莫斯科	CJSH_equip_dun_1_8	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070410	56	至尊天狼盾	产地：波斯地区	CJSH_equip_dun_1_8	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070501	56	金刚盾一级成品	产地：莱茵河畔	CJSH_equip_dun_2_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070502	56	金刚盾二级成品	产地：中原地区	CJSH_equip_dun_2_10	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070503	56	金刚盾三级成品	产地：波斯地区	CJSH_equip_dun_2_11	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070504	56	金刚盾四级成品	产地：蒙古	CJSH_equip_dun_2_12	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070505	56	辉光猛雕盾	产地：莫斯科	CJSH_equip_dun_1_9	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070506	56	金刚盾六级成品	产地：波斯地区	CJSH_equip_dun_2_2	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070507	56	金刚盾七级成品	产地：莱茵河畔	CJSH_equip_dun_2_3	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070508	56	荣耀猛雕盾	产地：印度地区	CJSH_equip_dun_1_10	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070509	56	金刚盾九级成品	产地：西域	CJSH_equip_dun_1_8	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10070510	56	至尊猛雕盾	产地：南疆	CJSH_equip_dun_1_8	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10071101	56	草原之盾	产地：蒙古	CJSH_equip_dun_2_10	盾	掉落盾.lmodel	cj_yingguang_huang	0	ffffff																																	-1	7
10071102	56	克烈之盾	产地：蒙古	CJSH_equip_dun_2_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	ffffff																																	-1	7
10071103	56	鞑靼之盾	产地：蒙古	CJSH_equip_dun_2_11	盾	掉落盾.lmodel	cj_yingguang_huang	0	ffffff																																	-1	7
10071104	56	乃蛮之盾	产地：蒙古	CJSH_equip_dun_2_2	盾	掉落盾.lmodel	cj_yingguang_huang	0	ffffff																																	-1	7
10071105	56	乌月之盾	产地：金国	CJSH_equip_dun_1_5	盾	掉落盾.lmodel	cj_yingguang_huang	0	ffffff																																	-1	7
10071106	56	凤翔之盾	产地：金国	CJSH_equip_dun_1_4	盾	掉落盾.lmodel	cj_yingguang_huang	0	ffffff																																	-1	7
10071107	56	西辽之盾	产地：西域	CJSH_equip_dun_1_4	盾	掉落盾.lmodel	cj_yingguang_huang	0	ffffff																																	-1	7
10071108	56	突厥之盾	产地：西域	CJSH_equip_dun_1_4	盾	掉落盾.lmodel	cj_yingguang_huang	0	ffffff																																	-1	7
10071109	56	金帐之盾	产地：欧洲	CJSH_equip_dun_1_4	盾	掉落盾.lmodel	cj_yingguang_huang	0	ffffff																																	-1	7
10071110	56	补天盾	产地：中原地区	CJSH_equip_dun_1_4	盾	掉落盾.lmodel	cj_yingguang_huang	0	ffffff																																	-1	7
10072201	56	落风盾	产地：莫斯科	CJSH_equip_dun_2_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072202	56	宝莲灯盾	产地：波斯地区	CJSH_equip_dun_2_10	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072203	56	火悟盾	产地：莱茵河畔	CJSH_equip_dun_2_11	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072204	56	梵音盾	产地：印度地区	CJSH_equip_dun_2_12	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072205	56	旋经盾	产地：西域	CJSH_equip_dun_2_5	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072206	56	飞晶盾	产地：南疆	CJSH_equip_dun_2_2	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072207	56	大明王盾	产地：中原地区	CJSH_equip_dun_2_3	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072208	56	神谱盾	产地：波斯地区	CJSH_equip_dun_2_8	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072209	56	金刚杵盾	产地：蒙古	CJSH_equip_dun_1_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072210	56	真言盾	产地：莫斯科	CJSH_equip_dun_1_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072301	56	圣音盾	产地：波斯地区	CJSH_equip_dun_2_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072302	56	神光盾	产地：莱茵河畔	CJSH_equip_dun_2_10	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072303	56	天石盾	产地：印度地区	CJSH_equip_dun_2_11	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072304	56	落风盾	产地：西域	CJSH_equip_dun_2_12	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072305	56	宝莲灯盾	产地：南疆	CJSH_equip_dun_2_5	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072306	56	火悟盾	产地：中原地区	CJSH_equip_dun_2_2	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072307	56	梵音盾	产地：波斯地区	CJSH_equip_dun_2_3	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072308	56	旋经盾	产地：蒙古	CJSH_equip_dun_2_8	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072309	56	飞晶盾	产地：莫斯科	CJSH_equip_dun_1_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072310	56	大明王盾	产地：波斯地区	CJSH_equip_dun_1_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072401	56	神谱盾	产地：莱茵河畔	CJSH_equip_dun_2_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072402	56	金刚杵盾	产地：中原地区	CJSH_equip_dun_2_10	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072403	56	真言盾	产地：波斯地区	CJSH_equip_dun_2_11	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072404	56	圣音盾	产地：蒙古	CJSH_equip_dun_2_12	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072405	56	神光盾	产地：莫斯科	CJSH_equip_dun_2_5	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072406	56	天石盾	产地：波斯地区	CJSH_equip_dun_2_2	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072407	56	落风盾	产地：莱茵河畔	CJSH_equip_dun_2_3	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072408	56	宝莲灯盾	产地：印度地区	CJSH_equip_dun_2_8	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072409	56	火悟盾	产地：西域	CJSH_equip_dun_1_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10072410	56	梵音盾	产地：南疆	CJSH_equip_dun_1_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	950cff																																	-1	7
10073001	56	巴鲁湾地泉鲸浪盾	产地：中原地区	CJSH_equip_dun_2_6	盾	掉落盾.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	7
10073002	56	高加索炼狱魔盾	产地：波斯地区	CJSH_equip_dun_2_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	7
10073003	56	十三翼追潮盾	产地：蒙古	CJSH_equip_dun_2_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	7
10074001	58	世传君主之盾	产地：蒙古	HAN2_Equip_shichuan_wushi_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	7
10074002	60	国传君主之盾	产地：金国	HAN2_Equip_guochuan_wushi_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	7
10074003	62	神传君主之盾	产地：西域	HAN2_Equip_shenchuan_wushi_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	7
10074004	64	天传君主之盾	产地：莱茵河畔	HAN2_Equip_tianchuan_wushi_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	ffcc00																																		7
10076010	56	新手盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076020	56	任务盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076030	56	任务盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076040	56	重骑兵冲锋之盾	产地：蒙古	CJSH_equip_dun_2_11	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076050	56	一统蒙古之盾	产地：莱茵河畔	CJSH_equip_dun_2_11	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076060	56	凤翔日暮之盾	产地：莱茵河畔	CJSH_equip_dun_2_2	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076070	56	智闯金营之盾	产地：莱茵河畔	CJSH_equip_dun_2_2	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076080	56	金国挽歌之盾	产地：莱茵河畔	CJSH_equip_dun_1_5	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076090	56	贺兰山之盾	产地：莱茵河畔	CJSH_equip_dun_1_5	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076100	68	十夫长名将之盾	产地：蒙古	HAN2_Equip_common_offhand_2_9	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076110	70	百夫长名将之盾	产地：蒙古	HAN2_Equip_common_offhand_2_10	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076120	72	千夫长名将之盾	产地：蒙古	HAN2_Equip_common_offhand_2_11	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076130	56	任务盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076140	56	任务盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076150	56	任务盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076160	56	任务盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076170	56	任务盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076180	56	任务盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076190	56	任务盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076200	56	任务盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076210	56	任务盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076220	56	任务盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076230	56	任务盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076240	56	任务盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076250	56	任务盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076260	56	任务盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076270	56	任务盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076280	56	任务盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076290	56	任务盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10076300	56	任务盾	产地：莱茵河畔	CJSH_equip_dun_1_1	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																	-1	7
10077000	56	百度护法之盾	产地：蒙古	CJSH_equip_dun_2_7	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																		7
10077100	56	男爵骑士之盾	产地：蒙古	CJSH_equip_dun_2_3	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																		7
10077200	56	千寻护法之盾	产地：蒙古	CJSH_equip_dun_2_2	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																		7
10077300	56	子爵骑士之盾	产地：蒙古	CJSH_equip_dun_1_4	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																		7
10077400	70	四象江湖之盾	产地：蒙古	HAN2_Equip_common_offhand_2_10	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																		7
10077500	72	六合江湖之盾	产地：蒙古	HAN2_Equip_common_offhand_2_11	盾	掉落盾.lmodel	cj_yingguang_huang	0	26d12b																																		7
