INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
536	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	536	20	-1
537	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	537	20	-1
538	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	538	20	-1
539	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	539	20	-1
540	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	540	20	-1
541	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	541	20	-1
542	14	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	542	20	-1
543	14	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	543	20	-1
544	14	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	544	20	-1
545	14	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	545	20	-1
546	14	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	546	20	-1
547	14	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	547	20	-1
548	14	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	548	20	-1
549	14	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	549	20	-1
550	14	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	550	20	-1
551	14	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	551	20	-1
552	15	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	552	20	-1
553	15	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	553	20	-1
554	15	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	554	20	-1
555	15	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	555	20	-1
556	15	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	556	20	-1
557	15	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	557	20	-1
558	15	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	558	20	-1
559	15	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	559	20	-1
560	15	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	560	20	-1
561	15	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	561	20	-1
562	16	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	562	20	-1
563	16	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	563	20	-1
564	16	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	564	20	-1
565	35	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	565	20	-1
566	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	566	20	-1
567	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	567	20	-1
568	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	568	20	-1
569	16	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	569	20	-1
570	35	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	570	20	-1
571	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	571	20	-1
572	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	572	20	-1
573	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	573	20	-1
574	16	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	574	20	-1
575	35	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	575	20	-1
576	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	576	20	-1
577	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	577	20	-1
578	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	578	20	-1
579	16	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	579	20	-1
580	35	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	580	20	-1
581	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	581	20	-1
582	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	582	20	-1
583	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	583	20	-1
584	16	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	584	20	-1
585	36	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	585	20	-1
586	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	586	20	-1
587	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	587	20	-1
588	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	588	20	-1
589	16	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	589	20	-1
590	36	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	590	20	-1
591	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	591	20	-1
592	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	592	20	-1
593	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	593	20	-1
594	16	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	594	20	-1
595	36	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	595	20	-1
596	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	596	20	-1
597	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	597	20	-1
598	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	598	20	-1
599	16	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	599	20	-1
600	36	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	600	20	-1
601	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	601	20	-1
602	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	602	20	-1
603	33	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	603	20	-1
604	17	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	604	20	-1
605	36	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	605	20	-1
606	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	606	20	-1
607	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	607	20	-1
608	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	608	20	-1
609	17	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	609	20	-1
610	37	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	610	20	-1
611	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	611	20	-1
612	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	612	20	-1
613	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	613	20	-1
614	17	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	614	20	-1
615	37	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	615	20	-1
616	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	616	20	-1
617	35	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	617	20	-1
618	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	618	20	-1
619	17	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	619	20	-1
620	37	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	620	20	-1
621	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	621	20	-1
622	35	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	622	20	-1
623	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	623	20	-1
624	17	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	624	20	-1
625	37	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	625	20	-1
626	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	626	20	-1
627	35	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	627	20	-1
628	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	628	20	-1
629	17	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	629	20	-1
630	37	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	630	20	-1
631	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	631	20	-1
632	35	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	632	20	-1
633	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	633	20	-1
634	17	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	634	20	-1
635	38	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	635	20	-1
636	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	636	20	-1
637	35	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	637	20	-1
638	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	638	20	-1
639	17	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	639	20	-1
640	38	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	640	20	-1
641	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	641	20	-1
642	35	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	642	20	-1
643	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	643	20	-1
644	17	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	644	20	-1
645	38	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	645	20	-1
646	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	646	20	-1
647	35	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	647	20	-1
648	34	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	648	20	-1
649	17	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	649	20	-1
650	3	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	6	2	1	0	0	125	134	650	20	-1
651	15	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	1	2	1	0	0	125	134	650	20	-1
652	14	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	3	2	1	0	0	125	134	650	20	-1
653	13	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	4	2	1	0	0	125	134	650	20	-1
654	17	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1
655	16	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	1	2	1	0	0	125	134	650	20	-1
656	15	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	3	2	1	0	0	125	134	650	20	-1
657	14	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	4	2	1	0	0	125	134	650	20	-1
658	18	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1
659	17	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	1	2	1	0	0	125	134	650	20	-1
660	16	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	3	2	1	0	0	125	134	650	20	-1
661	15	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	4	2	1	0	0	125	134	650	20	-1
662	19	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1
663	18	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	1	2	1	0	0	125	134	650	20	-1
664	17	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	3	2	1	0	0	125	134	650	20	-1
665	16	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	4	2	1	0	0	125	134	650	20	-1
666	20	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1
667	19	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	1	2	1	0	0	125	134	650	20	-1
668	18	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	3	2	1	0	0	125	134	650	20	-1
669	17	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	4	2	1	0	0	125	134	650	20	-1
670	21	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1
671	20	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	1	2	1	0	0	125	134	650	20	-1
672	19	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	3	2	1	0	0	125	134	650	20	-1
673	18	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	4	2	1	0	0	125	134	650	20	-1
674	22	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1
675	21	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	1	2	1	0	0	125	134	650	20	-1
676	20	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	3	2	1	0	0	125	134	650	20	-1
677	19	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	4	2	1	0	0	125	134	650	20	-1
678	23	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1
679	22	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	1	2	1	0	0	125	134	650	20	-1
680	21	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	3	2	1	0	0	125	134	650	20	-1
681	20	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	4	2	1	0	0	125	134	650	20	-1
682	24	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1
683	23	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	1	2	1	0	0	125	134	650	20	-1
684	22	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	3	2	1	0	0	125	134	650	20	-1
685	21	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	4	2	1	0	0	125	134	650	20	-1
686	25	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1
687	24	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	1	2	1	0	0	125	134	650	20	-1
688	23	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	3	2	1	0	0	125	134	650	20	-1
689	22	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	4	2	1	0	0	125	134	650	20	-1
690	26	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1
691	25	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	1	2	1	0	0	125	134	650	20	-1
692	24	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	3	2	1	0	0	125	134	650	20	-1
693	23	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	4	2	1	0	0	125	134	650	20	-1
694	27	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1
695	26	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	1	2	1	0	0	125	134	650	20	-1
696	25	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	3	2	1	0	0	125	134	650	20	-1
697	24	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	4	2	1	0	0	125	134	650	20	-1
698	28	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1
699	27	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	1	2	1	0	0	125	134	650	20	-1
700	26	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	3	2	1	0	0	125	134	650	20	-1
701	25	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	4	2	1	0	0	125	134	650	20	-1
702	29	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1
703	28	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	1	2	1	0	0	125	134	650	20	-1
704	27	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	3	2	1	0	0	125	134	650	20	-1
705	26	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	4	2	1	0	0	125	134	650	20	-1
706	30	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1
707	29	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	1	2	1	0	0	125	134	650	20	-1
708	28	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	3	2	1	0	0	125	134	650	20	-1
709	27	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	4	2	1	0	0	125	134	650	20	-1
710	31	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1
711	30	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	1	2	1	0	0	125	134	650	20	-1
712	29	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	3	2	1	0	0	125	134	650	20	-1
713	28	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	4	2	1	0	0	125	134	650	20	-1
714	32	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1
715	31	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	1	2	1	0	0	125	134	650	20	-1
716	30	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	3	2	1	0	0	125	134	650	20	-1
717	29	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	4	2	1	0	0	125	134	650	20	-1
718	33	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1
719	32	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	1	2	1	0	0	125	134	650	20	-1
720	31	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	3	2	1	0	0	125	134	650	20	-1
721	30	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	4	2	1	0	0	125	134	650	20	-1
722	34	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1
723	33	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	1	2	1	0	0	125	134	650	20	-1
724	32	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	3	2	1	0	0	125	134	650	20	-1
725	31	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	4	2	1	0	0	125	134	650	20	-1
726	35	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1
727	34	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	1	2	1	0	0	125	134	650	20	-1
728	33	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	3	2	1	0	0	125	134	650	20	-1
729	32	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	4	2	1	0	0	125	134	650	20	-1
730	4	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	6	2	1	0	0	125	134	650	20	-1
731	5	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	6	2	1	0	0	125	134	650	20	-1
732	6	帮会战场	1	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	6	2	1	0	0	125	134	650	20	-1
