INT	INT	INT
1871	2	-1
1872	2	-1
1873	2	-1
1874	2	-1
1875	2	-1
1876	2	-1
1877	2	-1
1878	2	-1
1879	2	-1
1880	2	-1
1881	2	-1
1882	2	-1
1883	2	-1
1884	2	-1
1885	2	-1
1886	2	-1
1887	3	-1
1888	3	-1
1889	3	-1
1890	3	-1
1891	3	-1
1892	3	-1
1893	3	-1
1894	3	-1
1895	3	-1
1896	3	-1
1897	3	-1
1898	3	-1
1899	3	-1
1900	3	-1
1901	3	-1
1902	3	-1
1903	3	-1
1904	3	-1
1905	3	-1
1906	3	-1
1907	3	-1
1908	3	-1
1909	3	-1
1910	3	-1
1911	3	-1
1912	3	-1
1913	3	-1
1914	3	-1
1915	3	-1
1916	3	-1
1917	3	-1
1918	3	-1
1919	3	-1
1920	3	-1
1921	3	-1
1922	3	-1
1923	3	-1
1924	3	-1
1925	3	-1
1926	3	-1
1927	3	-1
1928	3	-1
1929	3	-1
1930	3	-1
1931	3	-1
1932	3	-1
1933	3	-1
1934	3	-1
1935	3	-1
1936	3	-1
1937	3	-1
1938	3	-1
1939	3	-1
1940	3	-1
1941	0	-1
1942	0	-1
1943	0	-1
1944	0	-1
1945	0	-1
1946	0	-1
1947	0	-1
1948	0	-1
1949	0	-1
1950	0	-1
1951	0	-1
1952	0	-1
1953	0	-1
1954	0	-1
1955	0	-1
1956	0	-1
1957	0	-1
1958	0	-1
1959	0	-1
1960	0	-1
1961	0	-1
1962	0	-1
1963	0	-1
1964	0	-1
1965	0	-1
1966	0	-1
1967	0	-1
1968	0	-1
1969	0	-1
1970	0	-1
1971	0	-1
1972	0	-1
1973	0	-1
1974	0	-1
1975	0	-1
1976	1	-1
1977	1	-1
1978	1	-1
1979	1	-1
1980	1	-1
1981	1	-1
1982	1	-1
1983	1	-1
1984	1	-1
1985	1	-1
1986	1	-1
1987	1	-1
1988	1	-1
1989	1	-1
1990	1	-1
1991	1	-1
1992	1	-1
1993	1	-1
1994	1	-1
1995	1	-1
1996	1	-1
1997	1	-1
1998	1	-1
1999	1	-1
2000	1	-1
2001	1	-1
2002	1	-1
2003	1	-1
2004	1	-1
2005	1	-1
2006	1	-1
2007	1	-1
2008	1	-1
2009	1	-1
2010	1	-1
2011	2	-1
2012	2	-1
2013	2	-1
2014	2	-1
2015	2	-1
2016	2	-1
2017	2	-1
2018	2	-1
2019	2	-1
2020	2	-1
2021	2	-1
2022	2	-1
2023	2	-1
2024	2	-1
2025	2	-1
2026	2	-1
2027	2	-1
2028	2	-1
2029	2	-1
2030	2	-1
2031	2	-1
2032	2	-1
2033	2	-1
2034	2	-1
2035	2	-1
2036	2	-1
2037	2	-1
2038	2	-1
2039	2	-1
2040	2	-1
2041	2	-1
2042	2	-1
2043	2	-1
2044	2	-1
2045	2	-1
2046	3	-1
2047	3	-1
2048	3	-1
2049	3	-1
2050	3	-1
2051	3	-1
2052	3	-1
2053	3	-1
2054	3	-1
2055	3	-1
2056	3	-1
2057	3	-1
2058	3	-1
2059	3	-1
2060	3	-1
2061	3	-1
2062	3	-1
2063	3	-1
2064	3	-1
2065	3	-1
2066	3	-1
2067	3	-1
2068	3	-1
2069	3	-1
2070	3	-1
2071	3	-1
2072	3	-1
2073	3	-1
2074	3	-1
2075	3	-1
2076	3	-1
2077	3	-1
2078	3	-1
2079	3	-1
2080	3	-1
2081	3	-1
2082	0	-1
2083	0	-1
2084	0	-1
2085	0	-1
2086	0	-1
2087	0	-1
2088	0	-1
2089	0	-1
2090	0	-1
2091	1	-1
2092	1	-1
2093	1	-1
2094	1	-1
2095	1	-1
2096	1	-1
2097	1	-1
2098	1	-1
2099	1	-1
2100	2	-1
2101	2	-1
2102	2	-1
2103	2	-1
2104	2	-1
2105	2	-1
2106	2	-1
2107	2	-1
2108	2	-1
2109	3	-1
2110	3	-1
2111	3	-1
2112	3	-1
2113	3	-1
2114	3	-1
2115	3	-1
2116	3	-1
2117	0	-1
2118	0	-1
2119	0	-1
2120	0	-1
2121	0	-1
2122	0	-1
2123	0	-1
2124	0	-1
2125	0	-1
2126	0	-1
2127	0	-1
2128	0	-1
2129	0	-1
2130	1	-1
2131	1	-1
2132	1	-1
2133	1	-1
2134	1	-1
2135	1	-1
2136	1	-1
2137	1	-1
2138	1	-1
2139	1	-1
2140	1	-1
2141	1	-1
2142	1	-1
2143	2	-1
2144	2	-1
2145	2	-1
2146	2	-1
2147	2	-1
2148	2	-1
2149	2	-1
2150	2	-1
2151	2	-1
2152	2	-1
2153	2	-1
2154	2	-1
2155	2	-1
2156	3	-1
2157	3	-1
2158	3	-1
2159	3	-1
2160	3	-1
2161	3	-1
2162	3	-1
2163	3	-1
2164	3	-1
2165	3	-1
2166	3	-1
2167	3	-1
2168	3	-1
2169	0	-1
2170	0	-1
2171	0	-1
2172	0	-1
2173	0	-1
2174	0	-1
2175	0	-1
2176	0	-1
2177	0	-1
2178	0	-1
2179	0	-1
2180	0	-1
2181	0	-1
2182	0	-1
2183	0	-1
2184	0	-1
2185	0	-1
2186	0	-1
2187	0	-1
2188	0	-1
2189	0	-1
2190	0	-1
2191	0	-1
2192	0	-1
2193	0	-1
2194	0	-1
2195	0	-1
2196	1	-1
2197	1	-1
2198	1	-1
2199	1	-1
2200	1	-1
2201	1	-1
2202	1	-1
2203	1	-1
2204	1	-1
2205	1	-1
2206	1	-1
2207	1	-1
2208	1	-1
2209	1	-1
2210	1	-1
2211	1	-1
2212	1	-1
2213	1	-1
2214	1	-1
2215	1	-1
2216	1	-1
2217	1	-1
2218	2	-1
2219	2	-1
2220	2	-1
2221	2	-1
2222	2	-1
2223	2	-1
2224	2	-1
2225	2	-1
2226	2	-1
2227	2	-1
2228	2	-1
2229	2	-1
2230	2	-1
2231	2	-1
2232	2	-1
2233	2	-1
2234	2	-1
2235	2	-1
2236	2	-1
2237	2	-1
2238	2	-1
2239	2	-1
2240	3	-1
2241	3	-1
2242	3	-1
2243	3	-1
2244	3	-1
2245	3	-1
2246	3	-1
2247	3	-1
2248	3	-1
2249	3	-1
2250	3	-1
2251	3	-1
2252	3	-1
2253	3	-1
2254	3	-1
2255	3	-1
2256	3	-1
2257	3	-1
2258	3	-1
2259	3	-1
2260	3	-1
2261	0	-1
2262	0	-1
2263	0	-1
2264	0	-1
2265	0	-1
2266	0	-1
2267	0	-1
2268	0	-1
2269	0	-1
2270	0	-1
2271	0	-1
2272	0	-1
2273	0	-1
2274	0	-1
2275	0	-1
2276	0	-1
2277	0	-1
2278	0	-1
2279	0	-1
2280	0	-1
2281	0	-1
2282	0	-1
2283	0	-1
2284	0	-1
2285	0	-1
2286	0	-1
2287	0	-1
2288	0	-1
2289	0	-1
2290	0	-1
2291	0	-1
2292	0	-1
2293	0	-1
2294	0	-1
2295	0	-1
2296	0	-1
2297	0	-1
2298	0	-1
2299	0	-1
2300	0	-1
2301	0	-1
2302	0	-1
2303	0	-1
2304	0	-1
2305	0	-1
2306	0	-1
2307	1	-1
2308	1	-1
2309	1	-1
2310	1	-1
2311	1	-1
2312	1	-1
2313	1	-1
2314	1	-1
2315	1	-1
2316	1	-1
2317	1	-1
2318	1	-1
2319	1	-1
2320	1	-1
2321	1	-1
2322	1	-1
2323	1	-1
2324	1	-1
2325	1	-1
2326	1	-1
2327	1	-1
2328	1	-1
2329	1	-1
2330	1	-1
2331	1	-1
2332	1	-1
2333	1	-1
2334	1	-1
2335	1	-1
2336	1	-1
2337	1	-1
2338	1	-1
2339	1	-1
2340	1	-1
2341	1	-1
2342	1	-1
2343	1	-1
2344	1	-1
2345	1	-1
2346	1	-1
2347	1	-1
2348	1	-1
2349	1	-1
2350	1	-1
2351	1	-1
2352	1	-1
2353	2	-1
2354	2	-1
2355	2	-1
2356	2	-1
2357	2	-1
2358	2	-1
2359	2	-1
2360	2	-1
2361	2	-1
2362	2	-1
2363	2	-1
2364	2	-1
2365	2	-1
2366	2	-1
2367	2	-1
2368	2	-1
2369	2	-1
2370	2	-1
2371	2	-1
2372	2	-1
2373	2	-1
2374	2	-1
2375	2	-1
2376	2	-1
2377	2	-1
2378	2	-1
2379	2	-1
2380	2	-1
2381	2	-1
2382	2	-1
2383	2	-1
2384	2	-1
2385	2	-1
2386	2	-1
2387	2	-1
2388	2	-1
2389	2	-1
2390	2	-1
2391	2	-1
2392	2	-1
2393	2	-1
2394	2	-1
2395	2	-1
2396	2	-1
2397	2	-1
2398	2	-1
2399	3	-1
2400	3	-1
2401	3	-1
2402	3	-1
2403	3	-1
2404	3	-1
2405	3	-1
2406	3	-1
2407	3	-1
2408	3	-1
2409	3	-1
2410	3	-1
2411	3	-1
2412	3	-1
2413	3	-1
2414	3	-1
2415	3	-1
2416	3	-1
2417	3	-1
2418	3	-1
2419	3	-1
2420	3	-1
2421	3	-1
2422	3	-1
2423	3	-1
2424	3	-1
2425	3	-1
2426	3	-1
2427	3	-1
2428	3	-1
2429	3	-1
2430	3	-1
2431	3	-1
2432	3	-1
2433	3	-1
2434	3	-1
2435	3	-1
2436	3	-1
2437	3	-1
2438	3	-1
2439	3	-1
2440	3	-1
2441	3	-1
2442	3	-1
2443	3	-1
2444	3	-1
2445	3	-1
2446	0	-1
2447	0	-1
2448	0	-1
2449	0	-1
2450	0	-1
2451	0	-1
2452	0	-1
2453	0	-1
2454	0	-1
2455	0	-1
2456	0	-1
2457	0	-1
2458	0	-1
2459	0	-1
2460	0	-1
2461	0	-1
2462	0	-1
2463	0	-1
2464	0	-1
2465	0	-1
2466	0	-1
2467	0	-1
2468	0	-1
2469	0	-1
2470	0	-1
2471	0	-1
2472	0	-1
2473	0	-1
2474	0	-1
2475	0	-1
2476	0	-1
2477	0	-1
2478	0	-1
2479	0	-1
2480	0	-1
2481	0	-1
2482	0	-1
2483	0	-1
2484	0	-1
2485	0	-1
2486	0	-1
2487	0	-1
2488	0	-1
2489	0	-1
2490	0	-1
2491	0	-1
2492	0	-1
2493	0	-1
2494	0	-1
2495	0	-1
2496	0	-1
2497	0	-1
2498	0	-1
2499	0	-1
2500	0	-1
2501	0	-1
2502	0	-1
2503	0	-1
2504	0	-1
2505	0	-1
2506	0	-1
2507	0	-1
2508	0	-1
2509	0	-1
2510	0	-1
2511	0	-1
2512	0	-1
2513	1	-1
2514	1	-1
2515	1	-1
2516	1	-1
2517	1	-1
2518	1	-1
2519	1	-1
2520	1	-1
2521	1	-1
2522	1	-1
2523	1	-1
2524	1	-1
2525	1	-1
2526	1	-1
2527	1	-1
2528	1	-1
2529	1	-1
2530	1	-1
2531	1	-1
2532	1	-1
2533	1	-1
2534	1	-1
2535	1	-1
2536	1	-1
2537	1	-1
2538	1	-1
2539	1	-1
2540	1	-1
2541	1	-1
2542	1	-1
2543	1	-1
2544	1	-1
2545	1	-1
2546	1	-1
2547	1	-1
2548	1	-1
2549	1	-1
2550	1	-1
2551	1	-1
2552	1	-1
2553	1	-1
2554	1	-1
2555	1	-1
2556	1	-1
2557	1	-1
2558	1	-1
2559	1	-1
2560	1	-1
2561	1	-1
2562	1	-1
2563	1	-1
2564	1	-1
2565	1	-1
2566	1	-1
2567	1	-1
2568	1	-1
2569	1	-1
2570	1	-1
2571	1	-1
2572	1	-1
2573	1	-1
2574	1	-1
2575	1	-1
2576	1	-1
2577	1	-1
2578	1	-1
2579	1	-1
2580	2	-1
2581	2	-1
2582	2	-1
2583	2	-1
2584	2	-1
2585	2	-1
2586	2	-1
2587	2	-1
2588	2	-1
2589	2	-1
2590	2	-1
2591	2	-1
2592	2	-1
2593	2	-1
2594	2	-1
2595	2	-1
2596	2	-1
2597	2	-1
2598	2	-1
2599	2	-1
2600	2	-1
2601	2	-1
2602	2	-1
2603	2	-1
2604	2	-1
2605	2	-1
2606	2	-1
2607	2	-1
2608	2	-1
2609	2	-1
2610	2	-1
2611	2	-1
2612	2	-1
2613	2	-1
2614	2	-1
2615	2	-1
2616	2	-1
2617	2	-1
2618	2	-1
2619	2	-1
2620	2	-1
2621	2	-1
2622	2	-1
2623	2	-1
2624	2	-1
2625	2	-1
2626	2	-1
2627	2	-1
2628	2	-1
2629	2	-1
2630	2	-1
2631	2	-1
2632	2	-1
2633	2	-1
2634	2	-1
2635	2	-1
2636	2	-1
2637	2	-1
2638	2	-1
2639	2	-1
2640	2	-1
2641	2	-1
2642	2	-1
2643	2	-1
2644	2	-1
2645	2	-1
2646	2	-1
2647	3	-1
2648	3	-1
2649	3	-1
2650	3	-1
2651	3	-1
2652	3	-1
2653	3	-1
2654	3	-1
2655	3	-1
2656	3	-1
2657	3	-1
2658	3	-1
2659	3	-1
2660	3	-1
2661	3	-1
2662	3	-1
2663	3	-1
2664	3	-1
2665	3	-1
2666	3	-1
2667	3	-1
2668	3	-1
2669	3	-1
2670	3	-1
2671	3	-1
2672	3	-1
2673	3	-1
2674	3	-1
2675	3	-1
2676	3	-1
2677	3	-1
2678	3	-1
2679	3	-1
2680	3	-1
2681	3	-1
2682	3	-1
2683	3	-1
2684	3	-1
2685	3	-1
2686	3	-1
2687	3	-1
2688	3	-1
2689	3	-1
2690	3	-1
2691	3	-1
2692	3	-1
2693	3	-1
2694	3	-1
2695	3	-1
2696	3	-1
2697	3	-1
2698	3	-1
2699	3	-1
2700	3	-1
2701	3	-1
2702	3	-1
2703	3	-1
2704	3	-1
2705	3	-1
2706	3	-1
2707	3	-1
2708	3	-1
2709	3	-1
2710	3	-1
2711	3	-1
2712	3	-1
2713	3	-1
2714	3	-1
2715	3	-1
2716	3	-1
2717	0	-1
2718	0	-1
2719	0	-1
2720	0	-1
2721	0	-1
2722	0	-1
2723	0	-1
2724	0	-1
2725	0	-1
2726	0	-1
2727	0	-1
2728	0	-1
2729	0	-1
2730	0	-1
2731	0	-1
2732	0	-1
2733	0	-1
2734	0	-1
2735	0	-1
2736	0	-1
2737	0	-1
2738	0	-1
2739	1	-1
2740	1	-1
2741	1	-1
2742	1	-1
2743	1	-1
2744	1	-1
2745	1	-1
2746	1	-1
2747	1	-1
2748	1	-1
2749	1	-1
2750	1	-1
2751	1	-1
2752	1	-1
2753	1	-1
2754	1	-1
2755	1	-1
2756	1	-1
2757	1	-1
2758	1	-1
2759	1	-1
2760	1	-1
2761	2	-1
2762	2	-1
2763	2	-1
2764	2	-1
2765	2	-1
2766	2	-1
2767	2	-1
2768	2	-1
2769	2	-1
2770	1	-1
2771	2	-1
2772	2	-1
2773	2	-1
2774	2	-1
2775	2	-1
2776	2	-1
2777	2	-1
2778	2	-1
2779	2	-1
2780	2	-1
2781	2	-1
2782	2	-1
2783	3	-1
2784	3	-1
2785	3	-1
2786	3	-1
2787	3	-1
2788	3	-1
2789	3	-1
2790	3	-1
2791	3	-1
2792	3	-1
2793	3	-1
2794	3	-1
2795	3	-1
2796	3	-1
2797	3	-1
2798	3	-1
2799	3	-1
2800	3	-1
2801	3	-1
2802	3	-1
2803	3	-1
2804	3	-1
2805	3	-1
2806	3	-1
2807	0	-1
2808	0	-1
2809	0	-1
2810	0	-1
2811	0	-1
2812	0	-1
2813	1	-1
2814	1	-1
2815	1	-1
2816	1	-1
2817	1	-1
2818	1	-1
2819	2	-1
2820	2	-1
2821	2	-1
2822	2	-1
2823	2	-1
2824	2	-1
2825	3	-1
2826	3	-1
2827	3	-1
2828	3	-1
2829	3	-1
2830	3	-1
2831	3	-1
2832	0	-1
2833	0	-1
2834	0	-1
2835	0	-1
2836	0	-1
2837	0	-1
2838	0	-1
2839	0	-1
2840	0	-1
2841	1	-1
2842	1	-1
2843	1	-1
2844	1	-1
2845	1	-1
2846	1	-1
2847	1	-1
2848	1	-1
2849	1	-1
2850	2	-1
2851	2	-1
2852	2	-1
2853	2	-1
2854	2	-1
2855	2	-1
2856	2	-1
2857	2	-1
2858	2	-1
2859	3	-1
2860	3	-1
2861	3	-1
2862	3	-1
2863	3	-1
2864	3	-1
2865	3	-1
2866	0	-1
2867	0	-1
2868	0	-1
2869	0	-1
2870	0	-1
2871	0	-1
2872	0	-1
2873	0	-1
2874	0	-1
2875	0	-1
2876	0	-1
2877	0	-1
2878	0	-1
2879	0	-1
2880	0	-1
2881	1	-1
2882	1	-1
2883	1	-1
2884	1	-1
2885	1	-1
2886	1	-1
2887	1	-1
2888	1	-1
2889	1	-1
2890	1	-1
2891	1	-1
2892	1	-1
2893	1	-1
2894	1	-1
2895	1	-1
2896	2	-1
2897	2	-1
2898	2	-1
2899	2	-1
2900	2	-1
2901	2	-1
2902	2	-1
2903	2	-1
2904	2	-1
2905	2	-1
2906	2	-1
2907	2	-1
2908	2	-1
2909	2	-1
2910	2	-1
2911	3	-1
2912	3	-1
2913	3	-1
2914	3	-1
2915	3	-1
2916	3	-1
2917	3	-1
2918	3	-1
2919	3	-1
2920	3	-1
2921	3	-1
2922	3	-1
2923	3	-1
2924	3	-1
2925	3	-1
2926	0	-1
2927	0	-1
2928	0	-1
2929	0	-1
2930	0	-1
2931	0	-1
2932	0	-1
2933	0	-1
2934	0	-1
2935	0	-1
2936	0	-1
2937	0	-1
2938	0	-1
2939	0	-1
2940	0	-1
2941	0	-1
2942	0	-1
2943	0	-1
2944	0	-1
2945	0	-1
2946	0	-1
2947	0	-1
2948	0	-1
2949	0	-1
2950	0	-1
2951	1	-1
2952	1	-1
2953	1	-1
2954	1	-1
2955	1	-1
2956	1	-1
2957	1	-1
2958	1	-1
2959	1	-1
2960	1	-1
2961	1	-1
2962	2	-1
2963	2	-1
2964	2	-1
2965	2	-1
2966	2	-1
2967	2	-1
2968	2	-1
2969	2	-1
2970	2	-1
2971	2	-1
2972	2	-1
2973	3	-1
2974	3	-1
2975	3	-1
2976	3	-1
2977	3	-1
2978	3	-1
2979	3	-1
2980	3	-1
2981	3	-1
2982	3	-1
2983	0	-1
2984	0	-1
2985	0	-1
2986	0	-1
2987	0	-1
2988	0	-1
2989	0	-1
2990	0	-1
2991	1	-1
2992	1	-1
2993	1	-1
2994	1	-1
2995	1	-1
2996	1	-1
2997	1	-1
2998	1	-1
2999	2	-1
3000	2	-1
3001	2	-1
3002	2	-1
3003	2	-1
3004	2	-1
3005	2	-1
3006	2	-1
3007	3	-1
3008	3	-1
3009	3	-1
3010	3	-1
3011	3	-1
3012	3	-1
3013	0	-1
3014	2	-1
3015	1	-1
3016	3	-1
3017	0	-1
3018	2	-1
3019	1	-1
3020	1	-1
3021	3	-1
3022	2	-1
3023	1	-1
3024	2	-1
3025	0	-1
3026	3	-1
3027	1	-1
3028	0	-1
3029	3	-1
3030	2	-1
3031	2	-1
3032	2	-1
3033	2	-1
3034	3	-1
3035	0	-1
3036	0	-1
3037	1	-1
3038	1	-1
3039	2	-1
3040	1	-1
