INT	STRING	INT	STRING	STRING	STRING	STRING	STRING	STRING
83	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_14	set:UI_Logon_6 image:UI_Logon_6_15	set:UI_Logon_6 image:UI_Logon_6_16	set:UI_Logon_6 image:UI_Logon_6_85	set:UI_Logon_6 image:UI_Logon_6_18	set:UI_Logon_6 image:UI_Logon_6_11
84	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_6 image:UI_Logon_6_15	set:UI_Logon_6 image:UI_Logon_6_16	set:UI_Logon_6 image:UI_Logon_6_17	set:UI_Logon_6 image:UI_Logon_6_18	set:UI_Logon_6 image:UI_Logon_6_91	set:UI_Logon_6 image:UI_Logon_6_12
85	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_6 image:UI_Logon_6_16	set:UI_Logon_6 image:UI_Logon_6_17	set:UI_Logon_6 image:UI_Logon_6_18	set:UI_Logon_6 image:UI_Logon_6_11	set:UI_Logon_6 image:UI_Logon_6_12	set:UI_Logon_6 image:UI_Logon_6_92
86	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_6 image:UI_Logon_6_17	set:UI_Logon_6 image:UI_Logon_6_18	set:UI_Logon_6 image:UI_Logon_6_11	set:UI_Logon_6 image:UI_Logon_6_12	set:UI_Logon_6 image:UI_Logon_6_93	set:UI_Logon_6 image:UI_Logon_6_14
87	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_18	set:UI_Logon_6 image:UI_Logon_6_11	set:UI_Logon_6 image:UI_Logon_6_12	set:UI_Logon_6 image:UI_Logon_6_94	set:UI_Logon_6 image:UI_Logon_6_14	set:UI_Logon_6 image:UI_Logon_6_15
88	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_6 image:UI_Logon_6_11	set:UI_Logon_6 image:UI_Logon_6_12	set:UI_Logon_6 image:UI_Logon_6_95	set:UI_Logon_6 image:UI_Logon_6_14	set:UI_Logon_6 image:UI_Logon_6_15	set:UI_Logon_6 image:UI_Logon_6_16
89	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_12	set:UI_Logon_6 image:UI_Logon_6_85	set:UI_Logon_6 image:UI_Logon_6_14	set:UI_Logon_6 image:UI_Logon_6_15	set:UI_Logon_6 image:UI_Logon_6_16	set:UI_Logon_6 image:UI_Logon_6_17
90	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_6 image:UI_Logon_6_91	set:UI_Logon_6 image:UI_Logon_6_72	set:UI_Logon_6 image:UI_Logon_6_73	set:UI_Logon_6 image:UI_Logon_6_74	set:UI_Logon_6 image:UI_Logon_6_75	set:UI_Logon_6 image:UI_Logon_6_76
91	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_72	set:UI_Logon_6 image:UI_Logon_6_92	set:UI_Logon_6 image:UI_Logon_6_74	set:UI_Logon_6 image:UI_Logon_6_75	set:UI_Logon_6 image:UI_Logon_6_76	set:UI_Logon_6 image:UI_Logon_6_77
92	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_6 image:UI_Logon_6_73	set:UI_Logon_6 image:UI_Logon_6_74	set:UI_Logon_6 image:UI_Logon_6_93	set:UI_Logon_6 image:UI_Logon_6_76	set:UI_Logon_6 image:UI_Logon_6_77	set:UI_Logon_6 image:UI_Logon_6_78
93	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_74	set:UI_Logon_6 image:UI_Logon_6_75	set:UI_Logon_6 image:UI_Logon_6_76	set:UI_Logon_6 image:UI_Logon_6_94	set:UI_Logon_6 image:UI_Logon_6_78	set:UI_Logon_6 image:UI_Logon_6_71
94	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_6 image:UI_Logon_6_75	set:UI_Logon_6 image:UI_Logon_6_76	set:UI_Logon_6 image:UI_Logon_6_77	set:UI_Logon_6 image:UI_Logon_6_78	set:UI_Logon_6 image:UI_Logon_6_95	set:UI_Logon_6 image:UI_Logon_6_72
95	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_6 image:UI_Logon_6_76	set:UI_Logon_6 image:UI_Logon_6_77	set:UI_Logon_6 image:UI_Logon_6_78	set:UI_Logon_6 image:UI_Logon_6_71	set:UI_Logon_6 image:UI_Logon_6_72	set:UI_Logon_6 image:UI_Logon_6_81
96	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_6 image:UI_Logon_6_77	set:UI_Logon_6 image:UI_Logon_6_78	set:UI_Logon_6 image:UI_Logon_6_71	set:UI_Logon_6 image:UI_Logon_6_72	set:UI_Logon_6 image:UI_Logon_6_82	set:UI_Logon_6 image:UI_Logon_6_74
97	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_78	set:UI_Logon_6 image:UI_Logon_6_71	set:UI_Logon_6 image:UI_Logon_6_72	set:UI_Logon_6 image:UI_Logon_6_83	set:UI_Logon_6 image:UI_Logon_6_74	set:UI_Logon_6 image:UI_Logon_6_75
98	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_6 image:UI_Logon_6_71	set:UI_Logon_6 image:UI_Logon_6_72	set:UI_Logon_6 image:UI_Logon_6_84	set:UI_Logon_6 image:UI_Logon_6_74	set:UI_Logon_6 image:UI_Logon_6_75	set:UI_Logon_6 image:UI_Logon_6_76
99	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_72	set:UI_Logon_6 image:UI_Logon_6_85	set:UI_Logon_6 image:UI_Logon_6_74	set:UI_Logon_6 image:UI_Logon_6_75	set:UI_Logon_6 image:UI_Logon_6_76	set:UI_Logon_6 image:UI_Logon_6_77
100	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_5 image:UI_Logon_5_81	set:UI_Logon_5 image:UI_Logon_5_12	set:UI_Logon_5 image:UI_Logon_5_13	set:UI_Logon_5 image:UI_Logon_5_14	set:UI_Logon_5 image:UI_Logon_5_15	set:UI_Logon_5 image:UI_Logon_5_16
101	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_5 image:UI_Logon_5_12	set:UI_Logon_5 image:UI_Logon_5_82	set:UI_Logon_5 image:UI_Logon_5_14	set:UI_Logon_5 image:UI_Logon_5_15	set:UI_Logon_5 image:UI_Logon_5_16	set:UI_Logon_5 image:UI_Logon_5_17
102	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_5 image:UI_Logon_5_13	set:UI_Logon_5 image:UI_Logon_5_14	set:UI_Logon_5 image:UI_Logon_5_83	set:UI_Logon_5 image:UI_Logon_5_16	set:UI_Logon_5 image:UI_Logon_5_17	set:UI_Logon_5 image:UI_Logon_5_18
103	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_14	set:UI_Logon_5 image:UI_Logon_5_15	set:UI_Logon_5 image:UI_Logon_5_16	set:UI_Logon_5 image:UI_Logon_5_84	set:UI_Logon_5 image:UI_Logon_5_18	set:UI_Logon_5 image:UI_Logon_5_11
104	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_5 image:UI_Logon_5_15	set:UI_Logon_5 image:UI_Logon_5_16	set:UI_Logon_5 image:UI_Logon_5_17	set:UI_Logon_5 image:UI_Logon_5_18	set:UI_Logon_5 image:UI_Logon_5_85	set:UI_Logon_5 image:UI_Logon_5_12
105	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_5 image:UI_Logon_5_16	set:UI_Logon_5 image:UI_Logon_5_17	set:UI_Logon_5 image:UI_Logon_5_18	set:UI_Logon_5 image:UI_Logon_5_11	set:UI_Logon_5 image:UI_Logon_5_12	set:UI_Logon_5 image:UI_Logon_5_91
106	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_5 image:UI_Logon_5_17	set:UI_Logon_5 image:UI_Logon_5_18	set:UI_Logon_5 image:UI_Logon_5_11	set:UI_Logon_5 image:UI_Logon_5_12	set:UI_Logon_5 image:UI_Logon_5_92	set:UI_Logon_5 image:UI_Logon_5_14
107	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_18	set:UI_Logon_5 image:UI_Logon_5_11	set:UI_Logon_5 image:UI_Logon_5_12	set:UI_Logon_5 image:UI_Logon_5_93	set:UI_Logon_5 image:UI_Logon_5_14	set:UI_Logon_5 image:UI_Logon_5_15
108	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_5 image:UI_Logon_5_11	set:UI_Logon_5 image:UI_Logon_5_12	set:UI_Logon_5 image:UI_Logon_5_94	set:UI_Logon_5 image:UI_Logon_5_14	set:UI_Logon_5 image:UI_Logon_5_15	set:UI_Logon_5 image:UI_Logon_5_16
109	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_5 image:UI_Logon_5_12	set:UI_Logon_5 image:UI_Logon_5_95	set:UI_Logon_5 image:UI_Logon_5_14	set:UI_Logon_5 image:UI_Logon_5_15	set:UI_Logon_5 image:UI_Logon_5_16	set:UI_Logon_5 image:UI_Logon_5_17
110	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_5 image:UI_Logon_5_81	set:UI_Logon_5 image:UI_Logon_5_22	set:UI_Logon_5 image:UI_Logon_5_23	set:UI_Logon_5 image:UI_Logon_5_24	set:UI_Logon_5 image:UI_Logon_5_25	set:UI_Logon_5 image:UI_Logon_5_26
111	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_5 image:UI_Logon_5_22	set:UI_Logon_5 image:UI_Logon_5_82	set:UI_Logon_5 image:UI_Logon_5_24	set:UI_Logon_5 image:UI_Logon_5_25	set:UI_Logon_5 image:UI_Logon_5_26	set:UI_Logon_5 image:UI_Logon_5_27
112	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_5 image:UI_Logon_5_23	set:UI_Logon_5 image:UI_Logon_5_24	set:UI_Logon_5 image:UI_Logon_5_83	set:UI_Logon_5 image:UI_Logon_5_26	set:UI_Logon_5 image:UI_Logon_5_27	set:UI_Logon_5 image:UI_Logon_5_28
113	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_24	set:UI_Logon_5 image:UI_Logon_5_25	set:UI_Logon_5 image:UI_Logon_5_26	set:UI_Logon_5 image:UI_Logon_5_84	set:UI_Logon_5 image:UI_Logon_5_28	set:UI_Logon_5 image:UI_Logon_5_21
114	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_5 image:UI_Logon_5_25	set:UI_Logon_5 image:UI_Logon_5_26	set:UI_Logon_5 image:UI_Logon_5_27	set:UI_Logon_5 image:UI_Logon_5_28	set:UI_Logon_5 image:UI_Logon_5_85	set:UI_Logon_5 image:UI_Logon_5_22
115	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_5 image:UI_Logon_5_26	set:UI_Logon_5 image:UI_Logon_5_27	set:UI_Logon_5 image:UI_Logon_5_28	set:UI_Logon_5 image:UI_Logon_5_21	set:UI_Logon_5 image:UI_Logon_5_22	set:UI_Logon_5 image:UI_Logon_5_91
116	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_5 image:UI_Logon_5_27	set:UI_Logon_5 image:UI_Logon_5_28	set:UI_Logon_5 image:UI_Logon_5_21	set:UI_Logon_5 image:UI_Logon_5_22	set:UI_Logon_5 image:UI_Logon_5_92	set:UI_Logon_5 image:UI_Logon_5_24
117	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_28	set:UI_Logon_5 image:UI_Logon_5_21	set:UI_Logon_5 image:UI_Logon_5_22	set:UI_Logon_5 image:UI_Logon_5_93	set:UI_Logon_5 image:UI_Logon_5_24	set:UI_Logon_5 image:UI_Logon_5_25
118	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_5 image:UI_Logon_5_21	set:UI_Logon_5 image:UI_Logon_5_22	set:UI_Logon_5 image:UI_Logon_5_94	set:UI_Logon_5 image:UI_Logon_5_24	set:UI_Logon_5 image:UI_Logon_5_25	set:UI_Logon_5 image:UI_Logon_5_26
119	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_5 image:UI_Logon_5_22	set:UI_Logon_5 image:UI_Logon_5_95	set:UI_Logon_5 image:UI_Logon_5_24	set:UI_Logon_5 image:UI_Logon_5_25	set:UI_Logon_5 image:UI_Logon_5_26	set:UI_Logon_5 image:UI_Logon_5_27
120	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_5 image:UI_Logon_5_81	set:UI_Logon_5 image:UI_Logon_5_32	set:UI_Logon_5 image:UI_Logon_5_33	set:UI_Logon_5 image:UI_Logon_5_34	set:UI_Logon_5 image:UI_Logon_5_35	set:UI_Logon_5 image:UI_Logon_5_36
121	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_5 image:UI_Logon_5_32	set:UI_Logon_5 image:UI_Logon_5_82	set:UI_Logon_5 image:UI_Logon_5_34	set:UI_Logon_5 image:UI_Logon_5_35	set:UI_Logon_5 image:UI_Logon_5_36	set:UI_Logon_5 image:UI_Logon_5_37
122	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_5 image:UI_Logon_5_33	set:UI_Logon_5 image:UI_Logon_5_34	set:UI_Logon_5 image:UI_Logon_5_83	set:UI_Logon_5 image:UI_Logon_5_36	set:UI_Logon_5 image:UI_Logon_5_37	set:UI_Logon_5 image:UI_Logon_5_38
123	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_34	set:UI_Logon_5 image:UI_Logon_5_35	set:UI_Logon_5 image:UI_Logon_5_36	set:UI_Logon_5 image:UI_Logon_5_84	set:UI_Logon_5 image:UI_Logon_5_38	set:UI_Logon_5 image:UI_Logon_5_31
124	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_5 image:UI_Logon_5_35	set:UI_Logon_5 image:UI_Logon_5_36	set:UI_Logon_5 image:UI_Logon_5_37	set:UI_Logon_5 image:UI_Logon_5_38	set:UI_Logon_5 image:UI_Logon_5_85	set:UI_Logon_5 image:UI_Logon_5_32
125	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_5 image:UI_Logon_5_36	set:UI_Logon_5 image:UI_Logon_5_37	set:UI_Logon_5 image:UI_Logon_5_38	set:UI_Logon_5 image:UI_Logon_5_31	set:UI_Logon_5 image:UI_Logon_5_32	set:UI_Logon_5 image:UI_Logon_5_91
126	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_5 image:UI_Logon_5_37	set:UI_Logon_5 image:UI_Logon_5_38	set:UI_Logon_5 image:UI_Logon_5_31	set:UI_Logon_5 image:UI_Logon_5_32	set:UI_Logon_5 image:UI_Logon_5_92	set:UI_Logon_5 image:UI_Logon_5_34
127	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_38	set:UI_Logon_5 image:UI_Logon_5_31	set:UI_Logon_5 image:UI_Logon_5_32	set:UI_Logon_5 image:UI_Logon_5_93	set:UI_Logon_5 image:UI_Logon_5_34	set:UI_Logon_5 image:UI_Logon_5_35
128	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_5 image:UI_Logon_5_31	set:UI_Logon_5 image:UI_Logon_5_32	set:UI_Logon_5 image:UI_Logon_5_94	set:UI_Logon_5 image:UI_Logon_5_34	set:UI_Logon_5 image:UI_Logon_5_35	set:UI_Logon_5 image:UI_Logon_5_36
129	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_5 image:UI_Logon_5_32	set:UI_Logon_5 image:UI_Logon_5_95	set:UI_Logon_5 image:UI_Logon_5_34	set:UI_Logon_5 image:UI_Logon_5_35	set:UI_Logon_5 image:UI_Logon_5_36	set:UI_Logon_5 image:UI_Logon_5_37
130	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_5 image:UI_Logon_5_81	set:UI_Logon_5 image:UI_Logon_5_42	set:UI_Logon_5 image:UI_Logon_5_43	set:UI_Logon_5 image:UI_Logon_5_44	set:UI_Logon_5 image:UI_Logon_5_45	set:UI_Logon_5 image:UI_Logon_5_46
131	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_5 image:UI_Logon_5_42	set:UI_Logon_5 image:UI_Logon_5_82	set:UI_Logon_5 image:UI_Logon_5_44	set:UI_Logon_5 image:UI_Logon_5_45	set:UI_Logon_5 image:UI_Logon_5_46	set:UI_Logon_5 image:UI_Logon_5_47
132	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_5 image:UI_Logon_5_43	set:UI_Logon_5 image:UI_Logon_5_44	set:UI_Logon_5 image:UI_Logon_5_83	set:UI_Logon_5 image:UI_Logon_5_46	set:UI_Logon_5 image:UI_Logon_5_47	set:UI_Logon_5 image:UI_Logon_5_48
133	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_44	set:UI_Logon_5 image:UI_Logon_5_45	set:UI_Logon_5 image:UI_Logon_5_46	set:UI_Logon_5 image:UI_Logon_5_84	set:UI_Logon_5 image:UI_Logon_5_48	set:UI_Logon_5 image:UI_Logon_5_41
134	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_5 image:UI_Logon_5_45	set:UI_Logon_5 image:UI_Logon_5_46	set:UI_Logon_5 image:UI_Logon_5_47	set:UI_Logon_5 image:UI_Logon_5_48	set:UI_Logon_5 image:UI_Logon_5_85	set:UI_Logon_5 image:UI_Logon_5_42
135	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_5 image:UI_Logon_5_46	set:UI_Logon_5 image:UI_Logon_5_47	set:UI_Logon_5 image:UI_Logon_5_48	set:UI_Logon_5 image:UI_Logon_5_41	set:UI_Logon_5 image:UI_Logon_5_42	set:UI_Logon_5 image:UI_Logon_5_91
136	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_5 image:UI_Logon_5_47	set:UI_Logon_5 image:UI_Logon_5_48	set:UI_Logon_5 image:UI_Logon_5_41	set:UI_Logon_5 image:UI_Logon_5_42	set:UI_Logon_5 image:UI_Logon_5_92	set:UI_Logon_5 image:UI_Logon_5_44
137	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_48	set:UI_Logon_5 image:UI_Logon_5_41	set:UI_Logon_5 image:UI_Logon_5_42	set:UI_Logon_5 image:UI_Logon_5_93	set:UI_Logon_5 image:UI_Logon_5_44	set:UI_Logon_5 image:UI_Logon_5_45
138	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_5 image:UI_Logon_5_41	set:UI_Logon_5 image:UI_Logon_5_42	set:UI_Logon_5 image:UI_Logon_5_94	set:UI_Logon_5 image:UI_Logon_5_44	set:UI_Logon_5 image:UI_Logon_5_45	set:UI_Logon_5 image:UI_Logon_5_46
139	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_5 image:UI_Logon_5_42	set:UI_Logon_5 image:UI_Logon_5_95	set:UI_Logon_5 image:UI_Logon_5_44	set:UI_Logon_5 image:UI_Logon_5_45	set:UI_Logon_5 image:UI_Logon_5_46	set:UI_Logon_5 image:UI_Logon_5_47
140	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_5 image:UI_Logon_5_81	set:UI_Logon_5 image:UI_Logon_5_52	set:UI_Logon_5 image:UI_Logon_5_53	set:UI_Logon_5 image:UI_Logon_5_54	set:UI_Logon_5 image:UI_Logon_5_55	set:UI_Logon_5 image:UI_Logon_5_56
141	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_5 image:UI_Logon_5_52	set:UI_Logon_5 image:UI_Logon_5_82	set:UI_Logon_5 image:UI_Logon_5_54	set:UI_Logon_5 image:UI_Logon_5_55	set:UI_Logon_5 image:UI_Logon_5_56	set:UI_Logon_5 image:UI_Logon_5_57
142	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_5 image:UI_Logon_5_53	set:UI_Logon_5 image:UI_Logon_5_54	set:UI_Logon_5 image:UI_Logon_5_83	set:UI_Logon_5 image:UI_Logon_5_56	set:UI_Logon_5 image:UI_Logon_5_57	set:UI_Logon_5 image:UI_Logon_5_58
143	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_54	set:UI_Logon_5 image:UI_Logon_5_55	set:UI_Logon_5 image:UI_Logon_5_56	set:UI_Logon_5 image:UI_Logon_5_84	set:UI_Logon_5 image:UI_Logon_5_58	set:UI_Logon_5 image:UI_Logon_5_51
144	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_5 image:UI_Logon_5_55	set:UI_Logon_5 image:UI_Logon_5_56	set:UI_Logon_5 image:UI_Logon_5_57	set:UI_Logon_5 image:UI_Logon_5_58	set:UI_Logon_5 image:UI_Logon_5_85	set:UI_Logon_5 image:UI_Logon_5_52
145	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_5 image:UI_Logon_5_56	set:UI_Logon_5 image:UI_Logon_5_57	set:UI_Logon_5 image:UI_Logon_5_58	set:UI_Logon_5 image:UI_Logon_5_51	set:UI_Logon_5 image:UI_Logon_5_52	set:UI_Logon_5 image:UI_Logon_5_91
146	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_5 image:UI_Logon_5_57	set:UI_Logon_5 image:UI_Logon_5_58	set:UI_Logon_5 image:UI_Logon_5_51	set:UI_Logon_5 image:UI_Logon_5_52	set:UI_Logon_5 image:UI_Logon_5_92	set:UI_Logon_5 image:UI_Logon_5_54
147	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_58	set:UI_Logon_5 image:UI_Logon_5_51	set:UI_Logon_5 image:UI_Logon_5_52	set:UI_Logon_5 image:UI_Logon_5_93	set:UI_Logon_5 image:UI_Logon_5_54	set:UI_Logon_5 image:UI_Logon_5_55
148	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_5 image:UI_Logon_5_51	set:UI_Logon_5 image:UI_Logon_5_52	set:UI_Logon_5 image:UI_Logon_5_94	set:UI_Logon_5 image:UI_Logon_5_54	set:UI_Logon_5 image:UI_Logon_5_55	set:UI_Logon_5 image:UI_Logon_5_56
149	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_5 image:UI_Logon_5_52	set:UI_Logon_5 image:UI_Logon_5_95	set:UI_Logon_5 image:UI_Logon_5_54	set:UI_Logon_5 image:UI_Logon_5_55	set:UI_Logon_5 image:UI_Logon_5_56	set:UI_Logon_5 image:UI_Logon_5_57
150	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_5 image:UI_Logon_5_81	set:UI_Logon_5 image:UI_Logon_5_62	set:UI_Logon_5 image:UI_Logon_5_63	set:UI_Logon_5 image:UI_Logon_5_64	set:UI_Logon_5 image:UI_Logon_5_65	set:UI_Logon_5 image:UI_Logon_5_66
151	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_5 image:UI_Logon_5_62	set:UI_Logon_5 image:UI_Logon_5_82	set:UI_Logon_5 image:UI_Logon_5_64	set:UI_Logon_5 image:UI_Logon_5_65	set:UI_Logon_5 image:UI_Logon_5_66	set:UI_Logon_5 image:UI_Logon_5_67
152	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_5 image:UI_Logon_5_63	set:UI_Logon_5 image:UI_Logon_5_64	set:UI_Logon_5 image:UI_Logon_5_83	set:UI_Logon_5 image:UI_Logon_5_66	set:UI_Logon_5 image:UI_Logon_5_67	set:UI_Logon_5 image:UI_Logon_5_68
153	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_64	set:UI_Logon_5 image:UI_Logon_5_65	set:UI_Logon_5 image:UI_Logon_5_66	set:UI_Logon_5 image:UI_Logon_5_84	set:UI_Logon_5 image:UI_Logon_5_68	set:UI_Logon_5 image:UI_Logon_5_61
154	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_5 image:UI_Logon_5_65	set:UI_Logon_5 image:UI_Logon_5_66	set:UI_Logon_5 image:UI_Logon_5_67	set:UI_Logon_5 image:UI_Logon_5_68	set:UI_Logon_5 image:UI_Logon_5_85	set:UI_Logon_5 image:UI_Logon_5_62
155	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_5 image:UI_Logon_5_66	set:UI_Logon_5 image:UI_Logon_5_67	set:UI_Logon_5 image:UI_Logon_5_68	set:UI_Logon_5 image:UI_Logon_5_61	set:UI_Logon_5 image:UI_Logon_5_62	set:UI_Logon_5 image:UI_Logon_5_91
156	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_5 image:UI_Logon_5_67	set:UI_Logon_5 image:UI_Logon_5_68	set:UI_Logon_5 image:UI_Logon_5_61	set:UI_Logon_5 image:UI_Logon_5_62	set:UI_Logon_5 image:UI_Logon_5_92	set:UI_Logon_5 image:UI_Logon_5_64
157	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_68	set:UI_Logon_5 image:UI_Logon_5_61	set:UI_Logon_5 image:UI_Logon_5_62	set:UI_Logon_5 image:UI_Logon_5_93	set:UI_Logon_5 image:UI_Logon_5_64	set:UI_Logon_5 image:UI_Logon_5_65
158	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_5 image:UI_Logon_5_61	set:UI_Logon_5 image:UI_Logon_5_62	set:UI_Logon_5 image:UI_Logon_5_94	set:UI_Logon_5 image:UI_Logon_5_64	set:UI_Logon_5 image:UI_Logon_5_65	set:UI_Logon_5 image:UI_Logon_5_66
159	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_5 image:UI_Logon_5_62	set:UI_Logon_5 image:UI_Logon_5_95	set:UI_Logon_5 image:UI_Logon_5_64	set:UI_Logon_5 image:UI_Logon_5_65	set:UI_Logon_5 image:UI_Logon_5_66	set:UI_Logon_5 image:UI_Logon_5_67
160	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_5 image:UI_Logon_5_81	set:UI_Logon_5 image:UI_Logon_5_62	set:UI_Logon_5 image:UI_Logon_5_63	set:UI_Logon_5 image:UI_Logon_5_64	set:UI_Logon_5 image:UI_Logon_5_65	set:UI_Logon_5 image:UI_Logon_5_66
161	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_5 image:UI_Logon_5_62	set:UI_Logon_5 image:UI_Logon_5_82	set:UI_Logon_5 image:UI_Logon_5_64	set:UI_Logon_5 image:UI_Logon_5_65	set:UI_Logon_5 image:UI_Logon_5_66	set:UI_Logon_5 image:UI_Logon_5_67
162	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_5 image:UI_Logon_5_63	set:UI_Logon_5 image:UI_Logon_5_64	set:UI_Logon_5 image:UI_Logon_5_83	set:UI_Logon_5 image:UI_Logon_5_66	set:UI_Logon_5 image:UI_Logon_5_67	set:UI_Logon_5 image:UI_Logon_5_68
163	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_64	set:UI_Logon_5 image:UI_Logon_5_65	set:UI_Logon_5 image:UI_Logon_5_66	set:UI_Logon_5 image:UI_Logon_5_84	set:UI_Logon_5 image:UI_Logon_5_68	set:UI_Logon_5 image:UI_Logon_5_61
164	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_5 image:UI_Logon_5_65	set:UI_Logon_5 image:UI_Logon_5_66	set:UI_Logon_5 image:UI_Logon_5_67	set:UI_Logon_5 image:UI_Logon_5_68	set:UI_Logon_5 image:UI_Logon_5_85	set:UI_Logon_5 image:UI_Logon_5_62
165	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_5 image:UI_Logon_5_66	set:UI_Logon_5 image:UI_Logon_5_67	set:UI_Logon_5 image:UI_Logon_5_68	set:UI_Logon_5 image:UI_Logon_5_61	set:UI_Logon_5 image:UI_Logon_5_62	set:UI_Logon_5 image:UI_Logon_5_91
166	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_5 image:UI_Logon_5_67	set:UI_Logon_5 image:UI_Logon_5_68	set:UI_Logon_5 image:UI_Logon_5_61	set:UI_Logon_5 image:UI_Logon_5_62	set:UI_Logon_5 image:UI_Logon_5_92	set:UI_Logon_5 image:UI_Logon_5_64
