INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT
868	-1	0	【剧场】基辅人的袭击<一>	【剧场】基辅人的袭击<一>	867	-1	-1	90	-1	-1	0	-1	-1	-1	22000	-1	-1	-1	-1	1	920	0	0	742000	0	0	1	116	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t我们本来是来这里邀请奥斯曼首领前往亚细亚的塞尔柱王国，他是国王的外甥，国王无嗣王位将来可能会由他传承。	找到@npc_118027		放弃任务	\t你都知道了，难道还是不愿意留下吗？	118027	奥斯曼	-1	-1	0	869	找到@npc_118027						0		0
869	-1	0	【剧场】基辅人的袭击<二>	【剧场】基辅人的袭击<二>	868	-1	-1	90	-1	-1	0	-1	-1	-1	22000	-1	-1	-1	-1	1	920	0	0	742000	0	0	1	116	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t我们现在要去帮助我们的兄弟，你也愿意参加吗？\n\t真是不好意思，还要有劳于你。	找到@npc_118044		放弃任务	\t我们还在奋力的和基辅的军队作战，不知道为什么基辅人突然袭击了我们。	118044	史纳都	-1	-1	-1	-1	找到@npc_118044						0		0
870	-1	0	【剧场】基辅雇佣军<一>	【剧场】基辅雇佣军<一>	869	-1	-1	90	-1	-1	0	-1	-1	-1	12850	-1	-1	-1	-1	1	920	0	0	742000	0	0	1	116	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t基辅贵族的祖先都是居住遥远北方的维京人，那里寒冷的天气磨练出了维京战士强悍的战斗力。	消灭3个@npc_11000	\t你战胜不了他们吗？	放弃任务	\t除了你，恐怕我们的兄弟没有人能和这些维京怪物抗衡。	118044	史纳都	-1	-1	-1	-1	消灭3个@npc_11000						0		0
871	-1	0	【剧场】基辅雇佣军<二>	【剧场】基辅雇佣军<二>	869	-1	-1	90	-1	-1	0	-1	-1	-1	12851	-1	-1	-1	-1	1	920	0	0	742000	0	0	1	116	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t那些身着重甲的骑士是在难以对付，兵器对他们的砍击效果很有限。\n\t我们打乱敌军的部署寻找缺口逃出包围。	消灭5个@npc_11001	\t你战胜不了他们吗？	放弃任务	\t你辛苦了，我们能不能逃出去就要看上天的意思了。你对我们的帮助已经很大了，也足够了。	118044	史纳都	-1	-1	-1	-1	消灭5个@npc_11001						0		0
872	-1	0	【剧场】塞尔柱兄弟	【剧场】塞尔柱兄弟	870	871	-1	90	-1	-1	0	-1	-1	-1	22852	-1	-1	-1	-1	1	920	0	0	742000	0	0	1	116	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t我看我快不行了，看不到奥斯曼到来了，但这些兄弟们的生命却要拜托于他了，让他一定要将他们安全的带回家与家人团聚。\n\t我的长剑是我的至爱之物，交给他吧。	通知@npc_118027		放弃任务	\t史纳都，我的兄弟勇敢的突厥人，将来有我们勇敢的突厥人建立国家就叫“土耳其”用来纪念那些勇敢的战士。	118027	奥斯曼	-1	-1	0	873	通知@npc_118027						0		0
873	-1	0	【剧场】来自突厥的礼物	【剧场】来自突厥的礼物	872	-1	-1	90	-1	-1	0	-1	-1	-1	22000	-1	-1	-1	-1	1	920	0	0	742000	0	0	1	116	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t我知道你一直在找的基辅大公，没有什么礼物送给你的，我已经打探到基辅大公的消息。\n\t基辅大公和我们已经达成协议允许投奔我们的突厥人，但他破坏了协议。\n\t你没有猜到我们是突厥人吧，但我已经知道你的身份了，我们曾经是扎兰丁的部下，不久的将来你会听到一个称作“土耳其”突厥人国家，将来一定会找蒙古人报仇的，将来再见我也不会对你手下留情。但现在你依然是有恩于我的人。	找到@npc_118041		放弃任务	\t我的主人已经吩咐我打探基辅大公的消息了，他已经回到基辅城，但是他已经有所准备了，请来了一些巫师准备巫术来抵抗你们。	118041	加丹	-1	-1	0	874	找到@npc_118041						0		0
874	-1	0	【剧场】潜入基辅城	【剧场】潜入基辅城	873	-1	-1	90	-1	-1	0	-1	-1	-1	22000	-1	-1	-1	-1	1	920	0	0	742000	0	0	1	116	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t我家主人吩咐我给你弄来一张通往基辅城的通行证，你可以偷偷混入城中。	审问@npc_118046		放弃任务	\t你是什么人？你要干什么？\n\t不要伤害我，我是主的仆人，我可以告诉你想要知道的情况。\n\t大公平日对我不公平，我也早已不满，希望你们进城后我可以掌管城中的教务。	118046	基辅巫师	-1	-1	-1	-1	审问@npc_118046						0		0
875	-1	0	【剧场】基辅大公的退路<一>	【剧场】基辅大公的退路<一>	874	-1	-1	90	-1	-1	0	-1	-1	-1	62850	-1	-1	-1	-1	1	920	0	0	742000	0	0	1	116	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t在城门口马上就要布设火炮了，这对蒙古骑兵听说威胁很大，可以在他们冲锋的过程中惊吓他们的战马。	使用身上的雷火弹炸毁@npc_11008	\t我没有听到爆炸声啊。	放弃任务	\t你就这么轻而易举的炸掉了火炮？	118046	基辅巫师	-1	-1	-1	-1	使用身上的雷火弹炸毁@npc_11008						0		0
876	-1	0	【剧场】基辅大公的退路<二>	【剧场】基辅大公的退路<二>	874	-1	-1	90	-1	-1	0	-1	-1	-1	12857	-1	-1	-1	-1	1	920	0	0	742000	0	0	1	116	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t那里护卫很多，你行动的时候要小心啊！	消灭@npc_11011	\t你没有惊动他们吗？	放弃任务	\t你受伤了，但没有什么大碍吧。	118046	基辅巫师	-1	-1	-1	-1	消灭@npc_11011						0		0
877	203338	1	【剧场】大公的巫术<二>	【剧场】大公的巫术<二>	880	-1	-1	90	-1	-1	0	-1	-1	-1	22000	-1	-1	-1	-1	1	920	0	0	742000	0	0	1	116	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t你认为你可能战胜吗，以为杀了那几个巫师便可以战胜魔龙吗？	消灭@npc_11007		放弃任务	\t（这人居然又是个冒牌的基辅大公）你杀了我吧，你要找的人已经离开了这里。	118047	乌金娜	-1	-1	0	878	消灭@npc_11007					如果您过久没有击败怪物，怪物会自行消失，您可以放弃并重新接取本任务。	0		0
878	-1	0	【剧场】最后的怜悯	【剧场】最后的怜悯	877	-1	-1	90	-1	-1	0	-1	-1	-1	22000	-1	-1	-1	-1	1	920	0	0	742000	0	0	1	116	0	0	0	0	0	0	13020028	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t你真的不想杀我，唉……那也求你放过亚历山大吧！我和亚历山大年轻时代本是恋人，可是老大公也就是他的叔叔看上了我，并威胁我不嫁给他就杀掉亚历山大，后来亚历山大和他叔叔的斗争中取得了胜利，但我们却再也无法结合。\n\t今天我本要以自己生命来保护他的，可没有想到你去如此宅心仁厚。	回报@npc_118000		放弃任务	\t没有想到这基辅大公还是血性之人，冲冠一怒为红颜啊。罢了，他现在已是丧国之人，只要不与我们作对将来我们还是会善待他的。	118000	拔都	-1	-1	0	881	回报@npc_118000						0		0
879	-1	0	【剧场】金币的诱惑<二>	【剧场】金币的诱惑<二>	857	-1	-1	90	-1	-1	0	-1	-1	-1	22850	-1	-1	-1	-1	1	920	0	0	742000	0	0	1	116	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t天生天啊，我的母亲说我是天底下最贪婪的人，没想到吉普赛人比我更加要钱不要命。	找到@npc_118016		放弃任务	\t你真是慷慨而又爽快的好人啊，我们吉普赛人是最知道感恩图报的。	118016	佐拉	-1	-1	-1	-1	找到@npc_118016						0		0
880	-1	0	【剧场】大公的巫术<一>	【剧场】大公的巫术<一>	875	876	-1	90	-1	-1	0	-1	-1	-1	42850	12856	-1	-1	-1	1	920	0	0	742000	0	0	1	116	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t基辅大公你是战胜不了的，他邀请了五位巫师授其法力，他可以招出恶龙。\n\t要战胜他一定消灭受法的那些巫师。		\t你战胜不了他们吗？	放弃任务	\t你又来了，我们在莫斯科公国见过面，你真的不怕死吗？敢追来这里。	118047	乌金娜	-1	-1	0	877	探查@npc_11006	消灭5个@npc_11002					0		0
881	203337	1	【剧场】命运神箭	【剧场】命运神箭	878	-1	-1	90	-1	-1	0	-1	-1	-1	22000	-1	-1	-1	-1	1	1800	0	0	2290000	0	0	1	116	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t基辅一战，结识了将来威震欧亚奥斯曼土耳其帝国的建立者，同时拔都也在用怀柔政策来感化欧洲的统治者，为日后金帐汗国的建立奠定了坚实的基础。	找到@npc_118048		放弃任务	\t前面就是波兰，我们正在向欧洲的腹地一步步前进。	118048	钥匙老人	-1	-1	-1	-1	找到@npc_118048						0		0
#	波兰王国		900	949																																																																							
#	匈牙利王国		950	999																																																																							
#	日本福冈		1000	1049																																																																							
1000	-1	0	【剧场】困兽犹斗	【剧场】困兽犹斗	-1	-1	-1	30	60	-1	0	-1	-1	-1	22200	-1	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t#Y@myname#W，就知道你不会错过这场好戏。曾经草原上最强大的乃蛮部在这场战斗中已经完全被我们打败了，不过太阳汗还不甘心，用他的残兵在河道中摆开阵势，妄图与我们决战。如果你还想在此战中立功，那么就去木华黎那里，他正密切观察着河道中的敌人。	找到@npc_105125			\t总觉得敌人这个时候在河道中很奇怪，他们明明已经没有战胜的希望了。所以他们一定有什么阴谋，这也是我还没有下令发动进攻的理由，我正需要一名勇士去帮我试探一下敌人。	105125	木华黎	-1	-1	-1	-1	找到@npc_105125						0		0
1001	-1	0	【剧场】塔塔尔的黄昏	【剧场】塔塔尔的黄昏	1000	-1	-1	30	-1	-1	0	-1	-1	-1	12233	12234	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t那些塔塔尔人，还阴魂不散，这次还在为乃蛮部打先锋。去消灭他们，让塔塔尔部从草原上消失。	消灭@npc_105306，消灭3名@npc_105315	\t乃蛮部已经气数已尽，没想到塔塔尔还会听命于他。		\t塔塔尔已经再没有实力崛起了，塔塔尔的人会融入我乞颜部，与我们成为一体。	105125	木华黎	-1	-1	-1	-1	消灭@npc_105306	消灭3名@npc_105315					0		0
1002	-1	0	【剧场】蔑里岂的黄昏	【剧场】蔑里岂的黄昏	1000	-1	-1	30	-1	-1	0	-1	-1	-1	12235	12236	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t抢亲这件事，本来就是我蒙古草原上的传统，蔑里岂人居然一直因为这件事而仇视我乞颜部。每次有人与我们为敌，蔑里岂人都跟着起兵。他们也在乃蛮部阵势的前面，去消灭他们！	消灭@npc_105305，消灭3名@npc_105316	\t如果当年也速该没有去抢亲，也就不会有我们伟大的大汗铁木真了。		\t可悲的蔑里岂部，两代人都在为了一个仇恨而生，希望他们融入我乞颜部之后会过上幸福的生活。	105125	木华黎	-1	-1	-1	-1	消灭@npc_105305	消灭3名@npc_105316					0		0
1003	-1	0	【剧场】公主的委托	【剧场】公主的委托	1019	-1	-1	30	-1	-1	0	-1	-1	-1	22200	-1	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t刚刚华筝公主曾经找过我，她怕大汗因为王汗的原因饶了桑昆，让我这次在战场上除掉桑昆这个混蛋。哲别已经赶往桑昆的阵前，到他那里帮我转告他这件事吧。	找到@npc_105124			\t呵呵，公主还真是有趣。不过桑昆确实是该杀，就算没有公主的意思，我也准备在阵前将他击毙。	105124	哲别	-1	-1	0	1030	找到@npc_105124						0		0
1004	413102	0	【剧场】神秘蜘蛛牙	【剧场】神秘蜘蛛牙	-1	-1	-1	30	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t在前几次，都只是给了桑昆一个教训，没想到他还不悔改。现在他带着克烈部为数不多的人在阵前，木华黎担心敌人有诡计，所以没有让我等进攻。现在，我决定消灭这个草原上的祸害和那些为虎作伥的贴身士兵，让他们得到应有惩罚。		\t假使当年没有桑昆的胡作非为，大汗与王汗也不用兵戎相见！		\t这个人终于在草原上消失了，希望克烈部的人民以后可以安心的生活在乞颜部。王汗为子所误，此话果然不假。	102009	豁儿赤	-1	-1	-1	-1	消灭@npc_105304	消灭5名@npc_105310					0		0
1005	413103	0	【剧场】塔塔尔宝石	【剧场】塔塔尔宝石	-1	-1	-1	30	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t在连续打败塔塔尔，蔑里岂和克烈部之后，乃蛮部的部队暴露在我军面前，现在正是时机一举歼灭他们。不知道木华黎是否也这么看，去问问他此事吧。	找到@npc_105125			\t哲别说得对，现在确实露出战机，我们要把握好它！让我们用最小的损失来创造最大的战绩！	103016	金国俘虏	-1	-1	-1	-1	找到@npc_105125						0		0
1006	-1	0	【剧场】百夫长朵脱	【剧场】百夫长朵脱	1001	1002	1008	30	-1	-1	0	-1	-1	-1	12239	-1	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t传说朵脱是一个残暴的人，据说就是因为他的残暴太阳汗才让他坐上了百夫长的职位。他的士兵不是很拥戴他，所以只要杀死了他，他手下的士兵就会立刻散去。	消灭@npc_105302	\t草原上最重要的是兄弟情义，没有了这些，在草原上是无法立足的。		\t做得漂亮，看见了吧，没有人愿意为朵脱卖命的。	105192	速不台	-1	-1	-1	-1	消灭@npc_105302						0		0
1007	-1	0	【剧场】百夫长脱必塔	【剧场】百夫长脱必塔	1001	1002	1008	30	-1	-1	0	-1	-1	-1	12240	-1	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t脱必塔是乃蛮部一个有名的勇士，可惜他生错了阵营。既然他愿意与乃蛮部同生死，那么我们就尊重他的意见，成全他这忠心的名声吧。	消灭@npc_105301	\t如此猛士死于这草原最后的战役，真是可惜了！		\t脱必塔的死，会彻底的摧毁克烈部的信心。看来我们已经胜券在握了！	105192	速不台	-1	-1	-1	-1	消灭@npc_105301						0		0
1008	-1	0	【剧场】克烈的黄昏	【剧场】克烈的黄昏	1000	-1	-1	30	-1	-1	0	-1	-1	-1	12210	12238	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t克烈的豁里速别赤庸俗无能，竟然也能带兵打仗，还敢在阵前叫嚣侮辱我们大汗，这样的人一定要好好教训一下。	消灭@npc_105193，消灭3名@npc_105310	\t看来克烈真的是无人可用了！哈哈！		\t你一定很轻松的击杀了他吧。我们要注意，一定不能让自己的队伍里面有这类人的存在。	105125	木华黎	-1	-1	-1	-1	消灭@npc_105193	消灭3名@npc_105310					0		0
1009	-1	0	【剧场】拖雷之请	【剧场】拖雷之请	1006	1007	-1	30	-1	-1	0	-1	-1	-1	22200	-1	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t由于此次敌人在河道中列阵事情比较蹊跷，所以大汗派了拖雷和赤老温去调查这件事情。刚刚拖雷派人来求援，说赤老温出去很久没有回来，想寻求我们的帮助。我这里无法分身，你去帮我查看一番吧。	找到@npc_105126			\t你来了可真是太好了，也只有你能穿过这乱军之中找到赤老温了！	105126	拖雷	-1	-1	0	1010	找到@npc_105126						0		0
1010	-1	0	【剧场】乱军之中	【剧场】乱军之中	1009	-1	-1	30	-1	-1	0	-1	-1	-1	12243	12244	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t赤老温穿过了札阑部的兵阵去调查去了，很久都没有回来。他前去方向是对面的恶狼山，你能帮我先击溃札阑部，然后到山上去找赤老温吗？	消灭@npc_105303，消灭4名@npc_105313	\t你这么轻易就穿过了札阑部的军阵？真不简单！		\t我来到山上之后被恶狼困在这里，一直无法脱身，还好你来了。	105121	赤老温	-1	-1	0	1022	消灭@npc_105303	消灭4名@npc_105313					0		0
1012	-1	0	【剧场】预兆	【剧场】预兆	1023	-1	-1	30	-1	-1	0	-1	-1	-1	52207	-1	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	10076100|10086100|10096100|10106100|10116100|10126100|10412011|10422011|10432011|10442011|10452011|10462011	1	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t我知道在这狼群中有一只白狼，这狼就是传说中的苍狼！而它的出现就是草原上有王者出现的象征，我想它的出现对大汗来说意味深长。帮我去把这只苍狼的牙取来，大汗手中有了苍狼牙之后就会战无不胜！	消灭@npc_105307得到@itemid_13020400	\t苍狼很少出现，一定不要让它逃跑了。		\t你真的不一般，听说苍狼都凶猛异常，没想到你这么快就解决了它！	105121	赤老温	-1	-1	0	1020	消灭@npc_105307得到@itemid_13020400						0		0
1013	-1	0	【剧场】重要军情	【剧场】重要军情	1020	-1	-1	30	-1	-1	0	-1	-1	-1	22200	-1	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t我打探到完颜洪烈这只老狐狸也来了，看样子似乎是想渔翁得利。\n\t这就是一条潜伏在草丛中的毒蛇，如果不把他揪出来，说不定什么时候他就会咬出致命的一口。你去对面的山中吧，告诉完颜洪烈说不知他前来，没有去迎接，深表歉意！	找到@npc_105120			\t（完颜洪烈脸色微微一变）\n\t我听说铁木真打了胜仗特地赶来祝贺他，怕耽误他指挥大军，所以在此处远远观望，哈哈！	105120	完颜洪烈	-1	-1	0	1016	找到@npc_105120						0		0
1016	-1	0	【剧场】金国的祝福	【剧场】金国的祝福	1013	-1	-1	30	-1	-1	0	-1	-1	-1	22200	-1	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t去帮我回报铁木真，说我大金国会支持他成为大蒙古的可汗，让他全力去进攻乃蛮部吧！我这还有些事情要处理，稍后会去铁木真大营拜访！	找到@npc_105100			\t这个狡猾的完颜洪烈，不过等我全蒙古统一，我们就再也不用屈服于金国的淫威之下了。	105100	铁木真	-1	-1	-1	-1	找到@npc_105100						0		0
1017	-1	0	【剧场】义父情义	【剧场】义父情义	1016	-1	-1	30	-1	-1	0	-1	-1	-1	22200	-1	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t王汗也是因为桑昆这个逆子所累，当年在我落难之时，是王汗一手帮我的。能不能帮我去转告王汗，说只要不与乞颜部为敌，他王汗永远是我的义父！	找到@npc_105108			\t我的儿子再如何的不肖，也是我的儿子。而我的儿子已经被铁木真杀了，如果我是他的义父，那么他为什么要杀他的兄弟呢？	105108	王汗	-1	-1	-1	-1	找到@npc_105108						0		0
1018	-1	0	【剧场】回头是岸	【剧场】回头是岸	1016	-1	-1	30	-1	-1	0	-1	-1	-1	22200	-1	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t札木合曾有恩于我，虽然屡屡起兵与我为敌，但我们毕竟是安答，他只要答应不再与我为敌，就仍是我的好安答。	找到@npc_105107			\t我承认我失败了，铁木真成功了。但我依旧不会屈身于铁木真之下，我会战斗到底！	105107	札木合	-1	-1	-1	-1	找到@npc_105107						0		0
1019	-1	0	【剧场】后顾之忧	【剧场】后顾之忧	1016	-1	-1	30	-1	-1	0	-1	-1	-1	22200	-1	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t木华黎似乎还有没有办妥的事，大战之前不能出现半点差错，前去问问清楚。	找到@npc_105125			\t王汗之子桑昆带兵前来，已经在东南扎营。	105125	木华黎	-1	-1	0	1003	找到@npc_105125						0		0
1020	202002	1	【剧场】敌营密探	【剧场】敌营密探	1012	-1	-1	30	-1	-1	0	-1	-1	-1	22200	-1	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	11000200	10	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t忽必来是很擅长潜伏在敌营之内的，他一定还藏在敌营外的草丛中，去到乃蛮部大营找到他吧！	找到@npcsp_潜伏的忽必来_105191			\t你怎么会知道我藏在这里？难道是木华黎让你来找我的？	105191	忽必来	-1	-1	0	1013	找到@npcsp_潜伏的忽必来_105191						0		0
1022	-1	0	【剧场】扫清道路	【剧场】扫清道路	1010	-1	-1	30	-1	-1	0	-1	-1	-1	12246	-1	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	10266100|10266110|10266120|10266130|10266140|10266150|10269200|10269201|10269202|10269203|10269204|10269205	1	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t有一批精英乃蛮守卫发现了我的形迹，除了我和忽必来以外其他的乞颜部勇士都被抓了。我刚刚被巨熊咬伤，现在还无法动弹。\n\t先把山谷前的巨熊都消灭了吧，以免我乞颜的勇士成为巨熊的食物。	消灭3只@npc_105320	\t熊……那些熊……快去解决了它们……		\t真的谢谢你，我刚刚被巨熊咬伤，现在还无法动弹。	105121	赤老温	-1	-1	0	1023	消灭3只@npc_105320						0		0
1023	202000	1	【剧场】营救	【剧场】营救	1022	-1	-1	30	-1	-1	0	-1	-1	-1	22200	-1	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t我知道你的能力，你会有办法救出我们乞颜的勇士他们都被装在麻袋里面，要赶紧救出他们，不能让他们葬身熊口！	解救5名@npc_105322	\t这些都是跟我出生入死的弟兄，一定要救他们出来！		\t看来还是有些兄弟葬身熊口了！他们会得到长生天的祝福的！这些活下来的人都是你救的，我们欠你一条命！	105121	赤老温	-1	-1	0	1012	解救5名@npc_105322						0		0
1026	-1	0	【剧场】请示母亲	【剧场】请示母亲	1030	-1	-1	30	-1	-1	0	-1	-1	-1	22200	-1	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t我立刻就出征，此战必定全歼乃蛮部！乞颜部的人已经在劝我称整个蒙古的大汗，我还没有想好称汗与否。能否去帮我问问我母亲的意见？	找到@npc_105116			\t铁木真这傻孩子，称号这事情怎么能让我这妇人做主呢？这是全部人民的事情，如果人民爱戴他，他就是整个蒙古的大汗。	105116	月轮夫人	-1	-1	0	1027	找到@npc_105116						0		0
1027	-1	0	【剧场】长生天的旨意	【剧场】长生天的旨意	1026	-1	-1	30	-1	-1	0	-1	-1	-1	22200	-1	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t去找阔阔出吧，让他请示长生天的意愿吧。我们都是长生天的子民，如果称汗是长生天的意愿，那么他就应该称汗！	找到@npc_105104			\t我早就已经请示过长生天了，铁木真就是长生天派来统一蒙古的人，会是我们整个蒙古的可汗！	105104	阔阔出	-1	-1	0	1028	找到@npc_105104						0		0
1028	202001	1	【剧场】成吉思汗	【剧场】成吉思汗	1027	-1	-1	30	-1	-1	0	-1	-1	-1	22200	-1	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	13020015	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t大汗即将归来，你愿意来参加封汗大典吗？这个机会不是每个人都能遇到的！	在@npc_105104处参加称汗仪式			\t我蒙古终于统一在一位伟大的可汗之下了，这真是我蒙古之幸！	105104	阔阔出	-1	-1	0	1032	在@npc_105104处参加称汗仪式						0		0
1030	-1	0	【剧场】祸首桑昆	【剧场】祸首桑昆	1003	-1	-1	30	-1	-1	0	-1	-1	-1	12237	-1	-1	-1	-1	1	285	0	0	55000	0	0	1	49	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	10206100|10206110|10206120|10206130|10206140|10206150|10209200|10209201|10209202|10209203|10209204|10209205	1	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t在前几次都只是给了桑昆一个教训，没想到他还不悔改。现在他又带着克烈部为数不多的人在阵前，木华黎担心敌人有诡计，所以没有让我等进攻。现在，我决定消灭这个草原上的祸害和那些为虎作伥的贴身士兵，让他们得到应有惩罚。	消灭@npc_105304	\t假使当年没有桑昆的胡作非为，大汗与王汗也不用兵戎相见！		\t希望克烈部的子民以后可以安心的生活在乞颜部。王汗为子所误，此话果然不假。	105100	铁木真	-1	-1	0	1026	消灭@npc_105304						0		0
